source_entry	source_target	count	unique_vm_ips	top_sites	top_targets	top_ip_deltas	top_w0	top_w1	top_w2	top_w3	top_w4	top_w5
348	0xc0d7d	28	12	tail@0xc1409:28	257@0xadbfd:7,352@0xc1ec4:6,160@0x994cf:5,173@0x9ba74:5,198@0xa037e:3	+0x5:28	0x4cf:5,0x7:4,0x81a:4,0xb52:3,0xb0a:2	0x57fb:5,0x75a4:4,0x74f5:4,0x68f1:3,0x5a49:2	0xcff6:5,0x168:4,0xfe44:4,0x93d4:3,0x94ac:2	0x888:5,0x1120:4,0xf1d:4,0x466f:3,0x278:2		
74	0x86d43	25	8	tail@0x873fa:25	160@0x994cf:9,352@0xc1ec4:5,108@0x8f24b:5,198@0xa037e:4,144@0x95887:1	+0x5:25	0xe8d6:5,0x504:5,0x2aa0:4,0xb2fa:4,0x22f9:4	0xb9b6:5,0xb827:5,0x4978:4,0xa008:4,0xd39f:4	0x97d4:5,0xd4c6:5,0xb0aa:4,0xe754:4,0x68:4	0x2a2:5,0x8243:5,0x3c0d:4,0x3f70:4,0xcc57:4		
125	0x922c4	20	7	tail@0x92612:20	316@0xb987b:16,246@0xab427:2,75@0x873fc:1,145@0x95b5c:1	+0x5:20	0x162:18,0xa5:1,0xab:1	0x0:20	0x2d:15,0x1d9:1,0x2aa5:1,0x5f4:1,0x407:1	0x0:20		
321	0xbb1dd	20	3	dispatch@0xcdac7:20	169@0x9af18:17,310@0xb8556:3	+0xd:20	0xab:17,0x1e8:3	0x1e8:17,0x162:3	0x12:14,0x2b:3,0x40:3	0x5e8:14,0x793d:3,0xa79d:3	0xae3a:14,0x99:6	0xb4a5:14,0xa9c4:3,0x6407:3
290	0xb4c00	17	2	tail@0xb4eda:17	257@0xadbfd:17	+0x5:17	0xf7df:10,0xf937:7	0xab:17	0x0:17	0x40:17		
251	0xacbc5	17	1	tail@0xacefb:17	198@0xa037e:17	+0x5:17	0x5058:17	0xab:17	0x0:17	0x40:17		
248	0xac110	15	5	tail@0xac43d:15	258@0xadf2c:9,189@0x9e7af:2,157@0x98a9a:2,124@0x91e81:1,345@0xc02e4:1	+0x4:15	0x428c:9,0xfe00:2,0x8233:2,0x33bd:1,0x9d13:1	0x835d:9,0xdbd8:2,0x68:2,0xa52:1,0xac79:1	0x3737:9,0x7560:2,0xb8de:2,0x91c1:1,0x85c2:1	0xd37e:9,0xe34:2,0x4286:2,0x5b3c:1,0x19f8:1		
131	0x937d0	14	6	tail@0x93f76:14	108@0x8f24b:8,160@0x994cf:4,144@0x95887:1,173@0x9ba74:1	+0x5:14	0xcb23:4,0x96cf:4,0x2ec8:2,0x2268:2,0x9b3f:1	0xad8:4,0x4758:4,0x81a:2,0x88a5:2,0x26f3:1	0xee49:4,0x4f6b:4,0x35dd:2,0x24ef:2,0x4150:1	0x6c0f:4,0xa6a3:4,0xb533:2,0x94a8:2,0x7a34:1		
245	0xab141	12	4	tail@0xab424:12	75@0x873fc:11,145@0x95b5c:1	+0x5:12	0xa5:10,0x162:2	0x0:12	0x60:9,0x2da:1,0x21a:1,0x407:1	0x0:12		
87	0x8a49e	12	3	tail@0x8aa11:12	257@0xadbfd:4,108@0x8f24b:4,256@0xad849:4	+0x5:12	0x67:4,0x3b8c:4,0xd8d5:4	0x2745:4,0x8a29:4,0x679a:4	0x3f88:4,0xaad0:4,0xd476:4	0xd04:4,0xf85d:4,0xa783:4		
302	0xb7586	11	5	tail@0xb7699:11	354@0xc2241:4,165@0x9a24c:4,171@0x9b4b3:3	-0x2ce:5,-0x24c:4,+0x55:2	0xa8:4,0x129:3,0x1e:2,0x40:1,0x111:1	0x147:4,0xd631:3,0x1f10:2,0xa84e:1,0xe9d8:1	0xd1aa:4,0xa7e6:3,0x1e8:2,0x68:1,0x228:1	0x7175:4,0x592:3,0x1083:2,0x9cd7:1,0xae3:1		
153	0x979ab	10	2	tail@0x97ce3:10	144@0x95887:5,173@0x9ba74:5	+0x5:10	0x9b3f:5,0x96f:5	0x88fb:5,0x8187:5	0xb23a:5,0x3f1:5	0x5835:5,0x1e8:5		
145	0x95b5c	9	6	tail@0x9634f:9	165@0x9a24c:6,354@0xc2241:3	+0xbec:4,+0x30:2,+0x28b:1,+0x74b:1,+0x288:1	0xc7:4,0xc4:2,0xbd:1,0x129:1,0x10c:1	0x480f:4,0x6e1e:2,0x68:1,0xee31:1,0x1c19:1	0x2a3a:4,0xef3c:1,0xd3e5:1,0xf914:1,0x6bf6:1	0x3389:4,0x860:1,0xdb3d:1,0x68c6:1,0x2fb5:1		
65	0x85371	9	7	tail@0x855fc:9	199@0xa0631:2,43@0x8173d:2,215@0xa4609:1,28@0x7e390:1,64@0x85059:1	+0x4:9	0xfcfa:2,0xff8d:2,0x778:1,0xac8:1,0x7783:1	0xcba5:2,0x8be1:2,0xb887:1,0x376b:1,0x9ad3:1	0x68c1:2,0x12c8:2,0xd296:1,0xae9e:1,0x9c67:1	0xfe00:2,0x16a:2,0xe30:1,0xf165:1,0xbb24:1		
56	0x83e76	6	2	tail@0x841f6:6	108@0x8f24b:4,160@0x994cf:2	+0x5:6	0x88b4:4,0x2ca0:2	0x2cd:4,0x5807:2	0x45e9:4,0x9a47:2	0x1e8:4,0x21f8:2		
357	0xc29cf	6	2	tail@0xc2d35:6	352@0xc1ec4:3,144@0x95887:3	+0x5:6	0x46a:3,0x90e7:3	0x4397:3,0x3b90:3	0x8fd8:3,0xc0d2:3	0x90c:3,0xeb96:3		
13	0x7aee8	5	2	tail@0x7b3bb:5	256@0xad849:4,257@0xadbfd:1	+0x5:5	0x1779:4,0xb317:1	0x4f97:4,0x4a15:1	0x68:4,0x8efa:1	0xfd53:4,0x5586:1		
331	0xbcfc8	5	3	tail@0xbd36a:5	99@0x8c99a:3,222@0xa5f3c:1,168@0x9aa83:1	+0x3:5	0xf200:3,0xa353:1,0x7076:1	0x3d4e:3,0x24b4:1,0xd1c3:1	0x7b01:3,0xe762:1,0x7d00:1	0xd8a2:3,0xb1c5:1,0x3d36:1		
240	0xa9cf7	5	1	tail@0xa9ff7:5	173@0x9ba74:5	+0x5:5	0x8a4f:5	0x17d4:5	0x68:5	0xf9df:5		
187	0x9e07d	5	1	tail@0x9e333:5	173@0x9ba74:5	+0x5:5	0x8273:5	0x162:5	0x0:5	0x40:5		
86	0x8a37f	4	1	tail@0x8a49b:4	310@0xb8556:4	+0x4:4	0x1e8:4	0xa5:4	0x42:4	0x9831:4		
130	0x931d3	4	1	tail@0x937cd:4	144@0x95887:4	+0x5:4	0x985f:4	0x5513:4	0x5848:4	0x5f3a:4		
267	0xafa1f	4	1	tail@0xb0005:4	144@0x95887:4	+0x5:4	0x9aef:4	0xc0da:4	0x2e95:4	0xd6df:4		
214	0xa3fe9	4	1	tail@0xa4606:4	257@0xadbfd:4	+0x5:4	0xb507:4	0xe7ce:4	0x9fb:4	0x4a2:4		
231	0xa799b	4	1	tail@0xa7ef6:4	198@0xa037e:4	+0x5:4	0x642:4	0xd12b:4	0x68:4	0xe348:4		
36	0x800a1	4	1	tail@0x80682:4	108@0x8f24b:4	+0x5:4	0x6f3b:4	0xf3d1:4	0x3d72:4	0xf5b7:4		
313	0xb8b42	4	1	tail@0xb8fcc:4	352@0xc1ec4:4	+0x5:4	0xf4be:4	0x4d57:4	0x9d2:4	0xa445:4		
221	0xa5889	4	1	tail@0xa5f3a:4	256@0xad849:4	+0x5:4	0x24be:4	0x5669:4	0x6b2a:4	0x68fa:4		
359	0xc3406	4	1	tail@0xc3716:4	108@0x8f24b:4	+0x5:4	0x80bb:4	0x5e8:4	0x77ee:4	0xec53:4		
42	0x815ea	3	3	tail@0x8173b:3	169@0x9af18:2,310@0xb8556:1	+0x4:3	0x162:2,0x1e8:1	0x1e8:2,0x162:1	0x154:1,0x2b:1,0x42:1	0xec4:1,0x7ee5:1,0x93b1:1		
136	0x9461b	2	1	tail@0x94970:2	198@0xa037e:2	+0x5:2	0xa46f:2	0x608e:2	0x5a3a:2	0xf43:2		
31	0x7ecd2	2	1	tail@0x7efa6:2	352@0xc1ec4:2	+0x5:2	0x9f2:2	0xed12:2	0x3ed:2	0x68bb:2		
195	0x9fb50	1	1	dispatch@0xc80b9:1	86@0x8a37f:1	-0x2306:1	0x136:1	0x0:1	0x1e8:1	0xa5:1	0x42:1	0x9831:1
35	0x7fd4d	1	1	tail@0x8009e:1	256@0xad849:1	+0x5:1	0x4408:1	0x9a6:1	0xe9a6:1	0x778:1		
285	0xb3ff4	1	1	tail@0xb42df:1	160@0x994cf:1	+0x5:1	0x2c18:1	0xd027:1	0xdfa5:1	0xb170:1		
209	0xa2935	1	1	tail@0xa2da1:1	257@0xadbfd:1	+0x5:1	0xf5cf:1	0x70a6:1	0xce69:1	0x388c:1		
54	0x837cb	1	1	tail@0x83b3d:1	256@0xad849:1	+0x5:1	0xa621:1	0xd69c:1	0xccc7:1	0x753:1		
299	0xb6bba	1	1	dispatch@0xc80b9:1	169@0x9af18:1	-0x7fe6:1	0xab:1	0x1e8:1	0x9d:1	0xd56f:1	0x99:1	0x810:1
78	0x883c0	1	1	dispatch@0xc80b9:1	310@0xb8556:1	+0xd:1	0x1e8:1	0xa5:1	0x15b:1	0x3278:1	0x962:1	0x155c:1
314	0xb8fcf	1	1	tail@0xb944f:1	189@0x9e7af:1	+0xa:1	0xc8dd:1	0xe768:1	0xa3e7:1	0x1be:1		
323	0xbb6e6	1	1	tail@0xbb8a8:1	310@0xb8556:1	+0x4:1	0x1e8:1	0x162:1	0x9d:1	0xd7ff:1		
