source_entry	source_target	count	unique_vm_ips	top_sites	top_targets	top_ip_deltas	top_w0	top_w1	top_w2	top_w3	top_w4	top_w5
146	0x96407	21	11	tail@0x96915:21	66@0x855ff:6,28@0x7e390:4,337@0xbec0e:2,83@0x8947b:2,269@0xb045b:2	+0x5:21	0x1e82:4,0x968:4,0x17bc:2,0xa11:2,0x3d00:2	0xb6:4,0x5b:4,0xf66d:2,0x3d00:2,0x6d01:2	0xaf0a:4,0x13d:4,0x3d00:2,0x7801:2,0x9ff6:2	0x13d:4,0xf05f:4,0xed01:2,0x6ef4:2,0xe298:2	0x2be9:4,0x63fc:4,0x13d:3,0x77a0:2,0x13ec:2	0xf657:4,0xcb8e:4,0x8f94:2,0xbf7e:2,0xc085:2
222	0xa5f3c	14	8	tail@0xa646d:14	114@0x90319:6,18@0x7be9b:3,258@0xadf2c:2,3@0x78c77:2,35@0x7fd4d:1	+0x5:14	0xb360:4,0x4f22:2,0xd857:2,0x2661:2,0x962:1	0xfb0f:5,0x3d00:3,0x7e54:2,0x2ba4:2,0x4c:1	0x3d00:4,0x2caa:2,0x9a17:2,0x3701:2,0x13d:1	0x8b01:4,0x52b5:2,0xd74f:2,0xb106:2,0xc27c:1	0x6676:4,0xc79:2,0x6a8d:2,0x1086:2,0x1c9:1	0x7390:4,0xa0:2,0x223a:2,0x905f:2,0x5b4e:1
208	0xa2361	13	7	tail@0xa2933:13	258@0xadf2c:4,83@0x8947b:2,203@0xa1484:2,333@0xbd8af:2,43@0x8173d:2	+0x5:13	0xcf74:4,0x5319:2,0x914f:2,0xa57:2,0x5e8:1	0xcb9e:4,0x3d00:2,0xbf4f:2,0xb3:2,0x8883:1	0x8529:4,0x4201:2,0x266d:2,0x983:2,0x9c53:1	0x3d00:4,0x92a1:2,0x8e:2,0xf65c:2,0x19df:1	0x6701:4,0x3600:2,0x13d:2,0x6790:2,0x60:1	0x6597:4,0xf603:2,0xbdf1:2,0x92:2,0x13d:1
311	0xb86f8	12	3	dispatch@0xc80b9:12	169@0x9af18:8,310@0xb8556:4	+0xa:12	0x162:4,0x1e8:4,0xab:4	0x1e8:8,0xa5:4	0x1c:4,0x12:4,0x151:4	0xaa0:4,0x158:4,0x93e8:4	0x810:4,0x4d3a:4,0x99:4	0x991a:4,0x3180:4,0xcf63:4
48	0x82477	12	7	tail@0x8281e:12	18@0x7be9b:4,317@0xba1e2:3,28@0x7e390:2,291@0xb4edd:1,154@0x97ce6:1	+0x5:12	0x640:4,0x868:2,0xd15f:2,0x49a7:1,0x2b26:1	0xd150:4,0x70:2,0xc7c4:2,0x3d64:1,0x773:1	0x12e1:4,0x13d:2,0xded7:2,0xc1a4:1,0x1196:1	0x185f:4,0xbe17:2,0xc07:2,0xee3a:1,0x13d:1	0xff09:4,0x9787:2,0x18:2,0xaff7:1,0xa585:1	0x1cb3:4,0x761c:2,0x49b8:2,0x13d:1,0x0:1
95	0x8c41c	10	3	dispatch@0xc80b9:10	169@0x9af18:4,310@0xb8556:4,86@0x8a37f:2	+0xa:8,+0x2341b:2	0xab:4,0x1e8:4,0x136:2	0x1e8:4,0xab:4,0x0:2	0x129:4,0x42:4,0x1e8:2	0xe31:4,0x93b1:4,0xa5:2	0xc2eb:4,0xf13a:4,0x42:2	0x6129:4,0x3464:4,0x9831:2
291	0xb4edd	9	3	tail@0xb540d:9	28@0x7e390:4,79@0x885b0:4,122@0x9170d:1	+0x4:9	0x88:4,0x4b20:4,0x1196:1	0x13d:5,0xae15:4	0x50f0:4,0xea00:4,0xa585:1	0x9dd0:4,0x1002:4,0x0:1	0x3d00:4,0xaff:4,0x5e00:1	0x6301:4,0x225f:4,0x0:1
264	0xaf4cf	8	2	dispatch@0xc80b9:8	310@0xb8556:4,169@0x9af18:4	+0xa:8	0x1e8:4,0xa5:4	0xa5:4,0x1e8:4	0x154:4,0x1c:4	0x17d4:4,0xa68:4	0x99:4,0x7310:4	0xef7f:4,0x99e9:4
122	0x9170d	6	2	tail@0x91a57:6	246@0xab427:5,334@0xbdd18:1	+0x5:6	0x162:5,0xa5:1	0x0:6	0x23e:5,0x5e:1	0x0:6	0x13d:6	0x5e22:5,0x8322:1
242	0xaa87d	5	2	tail@0xaab67:5	145@0x95b5c:4,114@0x90319:1	+0x5:5	0xa5:4,0x814a:1	0x0:4,0x4953:1	0xbec:4,0xcc61:1	0x0:4,0x69de:1	0x13d:4,0x918a:1	0x6022:4,0x133d:1
317	0xba1e2	5	4	tail@0xba680:5	121@0x91379:2,18@0x7be9b:1,48@0x82477:1,199@0xa0631:1	+0x4:5	0xded7:2,0xc1a4:1,0x6b0:1,0x5267:1	0xc07:2,0xee3a:1,0x5c50:1,0xd742:1	0x18:2,0xaff7:1,0x8aa6:1,0xea38:1	0x49b8:2,0x13d:1,0xdf59:1,0x6444:1	0xc3:2,0xa5:1,0x933a:1,0x98d4:1	0x13d:2,0x0:1,0x146f:1,0x3202:1
86	0x8a37f	4	1	tail@0x8a49b:4	310@0xb8556:4	+0x4:4	0x1e8:4	0xa5:4	0x42:4	0x9831:4	0x763a:4	0x9919:4
250	0xac802	4	1	tail@0xacbc3:4	43@0x8173d:4	+0x3:4	0x793:4	0x79ef:4	0xc7fc:4	0xb3:4	0x8962:4	0xf7f8:4
145	0x95b5c	4	1	tail@0x9634f:4	165@0x9a24c:4	+0xbec:4	0xc7:4	0x480f:4	0x2a3a:4	0x3389:4	0xeebc:4	0x6e8d:4
356	0xc291a	4	1	dispatch@0xc80b9:4	310@0xb8556:4	+0xa:4	0x1e8:4	0x162:4	0x10c:4	0x1c4a:4	0x67ae:4	0x15e:4
65	0x85371	4	2	tail@0x855fc:4	199@0xa0631:2,43@0x8173d:2	+0x4:4	0xfcfa:2,0xff8d:2	0xcba5:2,0x8be1:2	0x68c1:2,0x12c8:2	0xfe00:2,0x16a:2	0xc5bc:2,0x90c8:2	0xf:2,0x8558:2
248	0xac110	4	2	tail@0xac43d:4	189@0x9e7af:2,157@0x98a9a:2	+0x4:4	0xfe00:2,0x8233:2	0xdbd8:2,0x68:2	0x7560:2,0xb8de:2	0xe34:2,0x4286:2	0x8391:2,0xad9b:2	0x923:2,0x200:2
130	0x931d3	4	1	tail@0x937cd:4	144@0x95887:4	+0x5:4	0x985f:4	0x5513:4	0x5848:4	0x5f3a:4	0x8b00:4	0xcb:4
302	0xb7586	4	1	tail@0xb7699:4	354@0xc2241:4	-0x24c:4	0xa8:4	0x147:4	0xd1aa:4	0x7175:4	0x2152:4	0x865f:4
330	0xbc9b8	3	2	tail@0xbcfc5:3	269@0xb045b:2,49@0x82820:1	+0x5:3	0x3d00:2,0x9800:1	0x1701:2,0x3da3:1	0x4af:2,0xcb01:1	0xbcda:2,0x1256:1	0x3a9a:2,0x680b:1	0xe058:2,0x8f00:1
62	0x84aa3	2	1	tail@0x84e1b:2	157@0x98a9a:2	+0x4:2	0xbff3:2	0x68:2	0x6cd6:2	0x1f8f:2	0xe829:2	0xc30:2
92	0x8b8cb	2	2	tail@0x8bcec:2	330@0xbc9b8:1,301@0xb708d:1	+0x4:2	0x188:1,0x3d00:1	0xcc50:1,0xdb01:1	0x5f:1,0xd717:1	0xa398:1,0x96a1:1	0x13d:1,0x906:1	0x56cb:1,0xe180:1
129	0x92f21	2	2	tail@0x931d0:2	172@0x9b68a:1,300@0xb6c36:1	+0x3:2	0xab91:1,0x67cf:1	0x833:1,0x85:1	0x3c5a:1,0x8aca:1	0x7be6:1,0xfea6:1	0x69b:1,0xec8:1	0x578c:1,0x50:1
348	0xc0d7d	2	2	tail@0xc1409:2	160@0x994cf:1,173@0x9ba74:1	+0x5:2	0x2fe9:1,0xdd2:1	0x142:1,0x72:1	0x13:1,0x5ed9:1	0x9657:1,0xaca6:1	0x8b7b:1,0x64b6:1	0x68:1,0x57cf:1
195	0x9fb50	1	1	dispatch@0xc80b9:1	86@0x8a37f:1	-0x2306:1	0x136:1	0x0:1	0x1e8:1	0xa5:1	0x42:1	0x9831:1
308	0xb837c	1	1	tail@0xb84a4:1	171@0x9b4b3:1	+0x54:1	0x40:1	0xaa7e:1	0x68:1	0xea2e:1	0xdc5a:1	0x1e8:1
282	0xb3128	1	1	tail@0xb360f:1	124@0x91e81:1	+0x5:1	0x5524:1	0x5600:1	0xc007:1	0xba4a:1	0x3dbf:1	0xab01:1
266	0xaf8af	1	1	tail@0xafa1d:1	354@0xc2241:1	+0x54:1	0xb9:1	0xab63:1	0xdb3a:1	0x6803:1	0x8300:1	0x6807:1
117	0x90acd	1	1	tail@0x90c21:1	165@0x9a24c:1	+0x54:1	0x1c:1	0x560:1	0x7b10:1	0xe3ae:1	0xc70e:1	0x1fe0:1
35	0x7fd4d	1	1	tail@0x8009e:1	256@0xad849:1	+0x5:1	0x4408:1	0x9a6:1	0xe9a6:1	0x778:1	0x3ab1:1	0x81a1:1
285	0xb3ff4	1	1	tail@0xb42df:1	160@0x994cf:1	+0x5:1	0x2c18:1	0xd027:1	0xdfa5:1	0xb170:1	0xd5b0:1	0xf5d3:1
217	0xa4b11	1	1	tail@0xa4df4:1	352@0xc1ec4:1	+0x5:1	0xfc04:1	0x162:1	0x0:1	0x20d:1	0x0:1	0x13d:1
334	0xbdd18	1	1	tail@0xbe55b:1	354@0xc2241:1	+0x20d:1	0xc7:1	0x4cdf:1	0x663a:1	0x1a56:1	0x862a:1	0x8839:1
246	0xab427	1	1	tail@0xabc56:1	354@0xc2241:1	+0x23e:1	0x2b:1	0x79ac:1	0x68:1	0x0:1	0xe0c4:1	0x5568:1
74	0x86d43	1	1	tail@0x873fa:1	144@0x95887:1	+0x5:1	0x9f6f:1	0xd670:1	0x997d:1	0x4699:1	0xeedc:1	0x9e3f:1
