source_entry	source_target	count	unique_vm_ips	top_sites	top_targets	top_ip_deltas	top_w0	top_w1	top_w2	top_w3	top_w4	top_w5
322	0xbb3c9	282	18	tail@0xbb6e3:282	157@0x98a9a:256,91@0x8b6de:6,183@0x9d495:3,333@0xbd8af:3,215@0xa4609:2	+0x4:282	0x8b7b:256,0x750:4,0x1e8:3,0x158:2,0x7a94:2	0x68:256,0x1e8:8,0x4a3:2,0x8826:2,0x178:2	0xd5f3:256,0x16b3:4,0x3d00:4,0x6889:2,0x705a:2	0x87ce:256,0xf93a:4,0x31fe:2,0xd39c:2,0x75e6:2	0x968:256,0xea2c:4,0x1600:2,0x8eb5:2,0x1df4:2	0xc8:256,0x10:4,0xb0:2,0x2942:2,0xb2:2
292	0xb540f	260	2	tail@0xb593d:260	185@0x9d964:256,18@0x7be9b:4	+0x5:260	0x288b:256,0x2600:4	0xad62:256,0xfd8e:4	0x3b87:256,0xd319:4	0xc707:256,0x1c:4	0xeeec:256,0x13d:4	0xaa:256,0x141f:4
90	0x8b334	258	2	tail@0x8b6db:258	49@0x82820:256,330@0xbc9b8:2	+0x4:258	0x5200:256,0x868:2	0x3d96:256,0x3762:2	0xf01:256,0x7e:2	0x2499:256,0x13d:2	0xf1d2:256,0xaf17:2	0xb789:256,0xda04:2
127	0x926c3	256	1	tail@0x92998:256	108@0x8f24b:256	+0x5:256	0x1ece:256	0x96f3:256	0x550:256	0xc146:256	0xa134:256	0x804:256
75	0x873fc	255	1	tail@0x87c25:255	171@0x9b4b3:255	-0x6d:255	0x142:255	0x13:255	0x9657:255	0x8b7b:255	0x68:255	0xd5f3:255
350	0xc1926	252	26	tail@0xc1d46:252	258@0xadf2c:102,281@0xb2db6:102,91@0x8b6de:10,43@0x8173d:5,180@0x9cf32:4	+0x4:252	0x73d:102,0xd8d:102,0x540:4,0x7e77:4,0x873:4	0xbb3c:102,0x7c68:102,0x1e8:14,0x13:5,0xf6ac:4	0x3d00:108,0xaeb3:102,0xd4b4:4,0x97d7:4,0x8540:4	0xc0b:102,0xf301:102,0xd5fe:4,0x0:4,0x13d:4	0xde3b:102,0x48be:102,0x3d00:4,0x968:4,0xd100:4	0x9e66:102,0x202e:102,0x13d:10,0xdc01:4,0xa8:4
37	0x80685	250	24	tail@0x80d77:250	257@0xadbfd:110,256@0xad849:102,352@0xc1ec4:9,108@0x8f24b:8,160@0x994cf:6	+0x5:250	0x273d:102,0xb4c7:102,0x9e0f:4,0x675c:4,0x2970:4	0xe4c:102,0xd8db:102,0xb06:4,0xc0a9:4,0x211a:4	0xab:102,0xb3:102,0x15a:4,0xfcb2:4,0x7c00:4	0x400:102,0x4f58:102,0x9f7f:4,0x4e8:4,0xbfbf:4	0x629a:102,0x9f3c:102,0x1790:4,0xee95:4,0x8b57:4	0xc079:102,0x870b:102,0x4cba:4,0xb357:4,0xff3b:4
192	0x9f00a	242	22	tail@0x9f779:242	198@0xa037e:109,257@0xadbfd:102,173@0x9ba74:12,352@0xc1ec4:10,144@0x95887:5	+0x5:242	0xc4e7:102,0x65ec:102,0xbaf:4,0x901f:4,0xeb80:4	0x7569:102,0x448:102,0x793a:6,0x598:4,0xda36:4	0xe33:102,0x28c6:102,0xdd85:4,0x3a64:4,0x671c:4	0x6962:102,0xf0a6:102,0xe39b:4,0xf37e:4,0x17d0:4	0xbbc1:102,0x620a:102,0x3a75:4,0xf300:4,0xde49:4	0xaba9:102,0xc112:102,0x8fce:4,0x2da1:4,0x9024:4
30	0x7e849	240	27	tail@0x7ecd0:240	203@0xa1484:102,192@0x9f00a:102,180@0x9cf32:9,269@0xb045b:6,337@0xbec0e:3	+0x4:240	0x914f:102,0xd70a:102,0x3d00:7,0x8a18:2,0x6db:2	0x13d:105,0xf7af:102,0x1e8:11,0x5701:6,0xea5d:2	0xfcc3:102,0xe700:102,0x7331:4,0xf07b:2,0x94bf:2	0x4e:102,0x69c4:102,0xbb07:4,0xb3:4,0x2319:2	0x13d:107,0x3375:102,0x3a23:4,0xde6f:2,0x7409:2	0x6847:102,0x620e:102,0x994f:4,0xd5:2,0xd801:2
260	0xae90b	231	17	tail@0xaeda0:231	189@0x9e7af:102,340@0xbf435:102,203@0xa1484:5,337@0xbec0e:4,180@0x9cf32:3	+0x4:231	0x54ad:102,0x4583:102,0x906f:4,0x8a30:4,0x3d00:3	0x9ebc:102,0x68:102,0xe2b0:4,0x9ea:4,0x1e8:3	0x3117:102,0xa34e:102,0x3d00:5,0x842e:4,0xe701:2	0x4bab:102,0x13d:102,0x5f01:4,0x683e:4,0x4660:2	0x3d00:102,0xec00:102,0x6bb7:4,0xce5a:4,0x363c:2	0xc501:102,0x4865:102,0xb482:4,0xbd:4,0x0:3
319	0xba72f	227	13	tail@0xbada2:227	173@0x9ba74:110,257@0xadbfd:103,256@0xad849:8,198@0xa037e:3,108@0x8f24b:2	+0x5:227	0xb14f:102,0xbf6:102,0x25f6:4,0x802e:4,0x5036:2	0xd0c8:102,0xad00:102,0xcc4:4,0xdc50:4,0x1ba4:2	0xae7c:102,0x88:102,0xb3:6,0x6950:4,0x23f3:2	0x8e2e:102,0xff12:102,0x178:4,0x4000:4,0xea7:2	0x15a:102,0x1062:102,0x7914:4,0x5006:4,0x3aa2:2	0x7962:102,0x12a0:102,0xad3a:4,0xe1d1:4,0x9cbb:2
346	0xc0535	217	110	tail@0xc088b:217	268@0xb0007:23,333@0xbd8af:20,64@0x85059:18,66@0x855ff:13,337@0xbec0e:13	+0x4:217	0x4e8:6,0x1e8:5,0x2b7d:4,0xe601:4,0x9b0:4	0x13d:18,0x38:8,0x147:5,0x73fa:4,0x93ed:4	0x1e8:13,0x810:6,0x28d8:4,0xac5d:4,0xa90:4	0xe810:9,0x1e8:9,0xd3:7,0x38:5,0x9300:4	0x798:7,0xd0:6,0x4401:5,0x300f:4,0xc1ad:4	0xe801:8,0xe800:7,0xd2a5:4,0xa4d6:4,0xe80a:4
269	0xb045b	193	47	tail@0xb092e:193	160@0x994cf:117,352@0xc1ec4:18,108@0x8f24b:15,173@0x9ba74:11,198@0xa037e:11	+0x5:193	0x2e48:102,0x3df6:4,0x826b:4,0x773:4,0xd7c6:4	0x620:102,0x3e0:6,0x9c6c:4,0x1eb4:4,0x23bb:4	0x3ffc:102,0xb3:6,0xe400:4,0x4f3a:4,0xc8c8:4	0xc516:102,0xc147:4,0xb728:4,0x6a99:4,0xc664:4	0x34a0:102,0x68:8,0x658:4,0xa9e6:4,0xe829:4	0x79c5:102,0x8fa2:4,0xe80e:4,0xdb01:4,0xe8eb:4
256	0xad849	182	44	tail@0xadbfa:182	340@0xbf435:110,258@0xadf2c:9,200@0xa0a9e:7,114@0x90319:6,140@0x94e5a:4	+0x2:182	0xe4c:102,0xf5cc:4,0xcc4:4,0xb38f:4,0x540:4	0xab:102,0xb3:8,0x0:5,0xf7b:4,0xd3cc:4	0x400:102,0xaa0:5,0x178:4,0x858d:4,0x2ba3:4	0x629a:102,0x5ebf:4,0x7914:4,0xf7f:4,0x54d9:4	0xc079:102,0x68:5,0xad3a:4,0xaeea:4,0xd312:4	0x16b7:102,0x4fd0:4,0x5894:4,0x586f:4,0x9600:4
345	0xc02e4	159	22	tail@0xc0532:159	52@0x833c7:102,64@0x85059:8,196@0x9fbcd:8,340@0xbf435:7,157@0x98a9a:6	+0x6:159	0xf763:102,0x77e1:4,0xc803:4,0x560:4,0x25f6:4	0x3dff:102,0x68:9,0x13d:6,0x3d00:6,0xb064:4	0xa501:102,0x13aa:4,0xed67:4,0x33d4:4,0x8f00:4	0x0:102,0x3d00:5,0x293a:4,0x2e08:4,0x5b01:4	0xc400:102,0x5c01:4,0x5b6f:4,0xe7c2:4,0xb320:4	0x3:104,0x13d:6,0xa967:4,0x9669:4,0x817f:4
70	0x8610e	142	21	tail@0x86763:142	108@0x8f24b:113,198@0xa037e:8,144@0x95887:6,257@0xadbfd:6,256@0xad849:4	+0x5:142	0x8510:102,0xd045:4,0x5a96:4,0x9767:4,0x265a:4	0x560:102,0xad8:4,0x33c7:4,0x862d:4,0x540:4	0x2b3d:102,0xef8f:4,0x96b5:4,0x352a:4,0x35e:4	0x534b:102,0xfb8b:4,0xa9f0:4,0x6978:4,0x2ba3:4	0x1100:102,0xe820:4,0x7392:4,0x3a02:4,0x54d9:4	0xf7d7:102,0xbc92:4,0x7a48:4,0x6357:4,0xd312:4
121	0x91379	142	23	tail@0x9170b:142	307@0xb8064:103,91@0x8b6de:9,180@0x9cf32:6,64@0x85059:4,189@0x9e7af:3	+0x4:142	0x9d70:102,0xbe3:4,0x1f54:4,0x8943:4,0xf80f:4	0x87ae:102,0x1e8:15,0x2c4f:4,0x87da:2,0xa600:2	0xd3ce:102,0x3d00:6,0xf585:4,0x25df:4,0x34aa:4	0x3d00:107,0xd9f4:4,0xdce8:4,0x2c34:4,0x5301:4	0xa101:102,0xe20:4,0xc83a:4,0xcef4:4,0x9fa4:4	0xe1c5:102,0x13d:6,0xc9be:4,0x6ee0:4,0x6d1f:4
351	0xc1d48	142	21	tail@0xc1ec2:142	297@0xb64d7:102,28@0x7e390:7,121@0x91379:4,337@0xbec0e:4,66@0x855ff:4	+0x5:142	0x738b:102,0xd110:4,0xb708:4,0x68b1:4,0x620:4	0x3853:102,0xd0bf:4,0xcf:4,0x5e0a:4,0x663b:4	0x380e:102,0x1e8:5,0x8943:4,0xdcca:4,0x68ea:4	0xad11:102,0x1e8:7,0x271a:4,0x6e00:4,0x93e9:4	0xbc54:102,0x34aa:4,0xfe8b:4,0xee8a:4,0x4b07:4	0x179e:102,0x2c34:4,0x1e8:4,0xe83f:4,0x3801:4
273	0xb11ca	140	24	tail@0xb1545:140	199@0xa0631:102,183@0x9d495:13,91@0x8b6de:6,66@0x855ff:5,114@0x90319:3	+0x4:140	0xdfaa:102,0x1e8:13,0xfa7f:5,0x42e0:2,0x610:2	0x8b5b:102,0x1e8:7,0x642a:5,0xdf72:4,0x800a:4	0xb9b7:102,0x3d3c:5,0xc23:4,0x5eeb:4,0x6699:2	0x13d:106,0x68:7,0xc101:5,0xd996:4,0x3d00:4	0x8510:102,0x162:5,0xb18d:4,0x15d4:4,0x7e01:2	0x560:102,0x0:5,0x10:4,0x68:4,0x7ba0:2
167	0x9a8d2	139	22	tail@0x9aa81:139	351@0xc1d48:120,283@0xb3612:14,295@0xb60e0:5	+0x6:139	0x1e8:125,0xe810:14	0x221b:102,0xc401:6,0x3ab0:4,0x3500:4,0xd452:2	0x8b10:102,0x9e62:4,0x1010:4,0xb110:4,0xc910:3	0x5373:102,0x38fc:4,0xbfd1:4,0xa68:4,0xa1e3:2	0xe38:102,0xe4fb:4,0x43d0:4,0xea5e:4,0xe8ae:4	0x1138:102,0xac40:4,0xe889:4,0x68:4,0xe9b0:2
254	0xad32c	137	21	tail@0xad766:137	66@0x855ff:106,91@0x8b6de:6,183@0x9d495:5,297@0xb64d7:4,172@0x9b68a:2	+0x4:137	0xa4fc:102,0x1e8:5,0xd7f1:4,0x8685:4,0x3918:2	0x426a:102,0x1e8:8,0x826a:4,0x3540:4,0x35b:2	0x5ceb:102,0x3da8:4,0xfcbd:4,0x3d00:3,0x6:2	0x3dd8:102,0x1:4,0xf9b9:4,0x68:3,0x3d00:3	0x8601:102,0xb3f7:4,0x2b36:4,0xef7c:2,0x975f:2	0x2e:102,0x4952:4,0x990a:4,0x13d:3,0xb5dc:2
165	0x9a24c	133	14	tail@0x9a46b:133	114@0x90319:103,199@0xa0631:6,28@0x7e390:6,18@0x7be9b:5,66@0x855ff:4	+0x2:133	0x5ed9:103,0x9831:4,0x480f:4,0x17d4:4,0x158:4	0xaca6:103,0x99:6,0x763a:4,0x2a3a:4,0x4d3a:4	0x64b6:103,0x9919:4,0x3389:4,0xef7f:4,0x3180:4	0x57cf:103,0x4b00:4,0xeebc:4,0x99:4,0xb4fe:4	0x914f:103,0x9943:4,0x6e8d:4,0x8ad8:4,0x990d:4	0xf7af:103,0xe800:5,0x4400:4,0x403e:4,0xa42a:4
181	0x9d13f	114	9	tail@0x9d24a:114	215@0xa4609:102,337@0xbec0e:3,114@0x90319:3,64@0x85059:3,347@0xc088d:2	+0x6:114	0x5e8:102,0x79ec:2,0x7f9:2,0xebd4:2,0x3767:2	0x1cbc:102,0x3157:2,0xcff6:2,0xf926:2,0x88bb:2	0x3463:102,0x570:2,0x4dc0:2,0xfd75:2,0x8dfb:2	0x2aa2:102,0x1842:2,0x5a52:2,0xe8ec:2,0x46ad:2	0xe863:102,0xe897:2,0xe891:2,0x3401:2,0xe84e:2	0xd801:102,0x7d01:2,0x2201:2,0xea72:2,0xf301:2
281	0xb2db6	108	3	tail@0xb3125:108	269@0xb045b:102,292@0xb540f:4,300@0xb6c36:2	+0x4:108	0x3d00:102,0x5f3a:4,0x2ea3:2	0xf301:102,0x8b00:4,0x6baf:2	0x48be:102,0xcb:4,0x7ca0:2	0x202e:102,0x8e26:4,0xa93a:2	0xfc06:102,0x19fd:4,0x68fc:2	0x163f:102,0x1cd3:4,0x7008:2
99	0x8c99a	106	2	tail@0x8cc7f:106	198@0xa037e:102,160@0x994cf:4	+0x5:106	0x542a:102,0x2be9:4	0x54df:102,0xf657:4	0xa80f:102,0x8b6b:4	0x1066:102,0xfdb0:4	0x5af8:102,0xa60:4	0x38f3:102,0xac14:4
17	0x7bae9	106	2	tail@0x7be98:106	300@0xb6c36:102,220@0xa522e:4	+0x5:106	0x1312:102,0x3d00:4	0xa4f5:102,0x6301:4	0x957e:102,0xee31:4	0x62:102,0xbe7:4	0x13d:102,0x4627:4	0xb35f:102,0xe9ec:4
349	0xc140b	103	2	tail@0xc1923:103	17@0x7bae9:102,282@0xb3128:1	+0x4:103	0xff12:102,0xa6:1	0x1062:102,0x90e:1	0x12a0:102,0x243a:1	0xf513:102,0x55:1	0x7ea4:102,0x756:1	0x6295:102,0x4ac0:1
105	0x8e6b4	103	2	tail@0x8eb77:103	350@0xc1926:102,83@0x8947b:1	+0x5:103	0xc112:102,0x8f4c:1	0x34d7:102,0x3d00:1	0xd8d:102,0xc701:1	0x7c68:102,0x8801:1	0x3d00:102,0x79e:1	0xf301:102,0x7817:1
201	0xa0dca	102	1	tail@0xa13d3:102	173@0x9ba74:102	+0x5:102	0x8cce:102	0x7723:102	0xf054:102	0xc1e2:102	0x2738:102	0x7909:102
118	0x90c23	102	1	tail@0x90eb9:102	332@0xbd36d:102	+0x3:102	0xd78b:102	0xca9f:102	0x900:102	0x3d7a:102	0x2a01:102	0xdf54:102
107	0x8eef4	102	1	tail@0x8f248:102	160@0x994cf:102	+0x5:102	0x2181:102	0xa66a:102	0x34b7:102	0x73d:102	0xbb3c:102	0xaeb3:102
316	0xb987b	102	1	tail@0xba0cc:102	165@0x9a24c:102	-0x3c4:102	0x72:102	0x5ed9:102	0xaca6:102	0x64b6:102	0x57cf:102	0x914f:102
83	0x8947b	73	41	tail@0x89839:73	108@0x8f24b:19,160@0x994cf:13,256@0xad849:9,173@0x9ba74:8,352@0xc1ec4:7	+0x5:73	0xd901:4,0xc0b:4,0x2fd1:4,0x9767:4,0xdbfe:4	0xdf23:4,0x24f3:4,0x70ef:4,0x3b65:4,0x4e8:4	0x5006:4,0x9d3:4,0xd5d6:4,0x52a:4,0x6336:4	0x13a3:4,0x2e1a:4,0xac8:4,0x51c2:4,0x9de2:4	0x8800:4,0xd6f0:4,0xc1c8:4,0x78b9:4,0xc101:4	0xb8de:5,0x150e:4,0xc8ef:4,0xd64c:4,0x806a:4
124	0x91e81	66	31	tail@0x922c1:66	43@0x8173d:9,337@0xbec0e:7,268@0xb0007:6,28@0x7e390:5,237@0xa8e1f:5	+0x6:66	0xb7df:4,0x658:4,0x733f:4,0x8b57:4,0x980a:4	0x13d:5,0x287e:4,0x8fa2:4,0x9ce8:4,0xff3b:4	0x907d:4,0x2992:4,0x8d76:4,0x812:4,0xde00:4	0x13d:6,0x3d91:4,0x64a3:4,0xc4:4,0x8ba:4	0x13d:13,0xf01:4,0x9dfc:4,0xc3f4:4,0x3f01:4	0x69e:4,0xf4f7:4,0x80c7:4,0x6b:4,0xdf97:4
239	0xa991e	62	29	tail@0xa9cf4:62	320@0xbada5:8,28@0x7e390:6,64@0x85059:5,18@0x7be9b:4,66@0x855ff:4	+0x6:62	0x3d00:6,0x1240:4,0x3a39:4,0x298:4,0xa1b3:4	0x68:6,0xe39a:4,0xa0:4,0x1dfa:4,0x73:4	0x1655:4,0x13d:4,0x19:4,0x9f54:4,0x88:4	0x13d:10,0x3dd9:4,0xd549:4,0x3d77:4,0xae15:4	0xbe01:4,0x3df6:4,0xc0b:4,0x5001:4,0x50f0:4	0x2e:4,0x9c6c:4,0x24f3:4,0x91b0:4,0x9dd0:4
338	0xbf128	59	29	tail@0xbf2d3:59	351@0xc1d48:22,295@0xb60e0:19,283@0xb3612:18	+0x6:59	0x1e8:41,0xe810:18	0x7c01:8,0xd402:4,0xcf82:4,0x4401:4,0x3807:4	0x810:6,0xb05e:4,0x5710:4,0x9210:4,0x835e:4	0x145c:4,0x9626:4,0x836e:4,0xa3b5:4,0x3a70:4	0xe3f7:4,0xff33:4,0xc422:4,0xfbf7:4,0x9bcf:4	0xe80b:6,0x68e1:4,0xd089:4,0x68d9:4,0x7645:4
200	0xa0a9e	58	29	tail@0xa0dc7:58	168@0x9aa83:7,18@0x7be9b:6,268@0xb0007:6,340@0xbf435:5,291@0xb4edd:4	+0x6:58	0x5ebf:4,0x4a7a:4,0x1a45:4,0x683a:4,0xb3ff:4	0x68:5,0xef34:4,0x425a:4,0xd0be:4,0x3a1c:4	0x4fd0:4,0xd870:4,0x3d73:4,0x3781:4,0x4b20:4	0x13d:10,0xd88e:4,0x97b4:4,0xac2a:4,0x355:2	0xe529:4,0x362a:4,0x6899:4,0xd3f3:4,0xea00:4	0x13d:8,0xbaab:4,0x92a7:4,0xfb00:4,0x1002:4
3	0x78c77	53	27	tail@0x792f5:53	144@0x95887:15,108@0x8f24b:10,173@0x9ba74:7,256@0xad849:6,160@0x994cf:5	+0x5:53	0x18f:4,0x9bff:4,0x9077:4,0x9b77:4,0x2cf0:4	0x390:4,0xaf5a:4,0x540:4,0x1a58:4,0x2840:4	0xa6cf:4,0x3ab:4,0x7479:4,0xecc4:4,0x685a:4	0x4755:4,0x7d37:4,0x9261:4,0xa3f2:4,0xca9e:4	0x5614:4,0x70b4:4,0x80d8:4,0xc5d3:4,0x82a1:4	0xc4b9:4,0xd80a:4,0x1:4,0x45c1:4,0x6ce0:4
91	0x8b6de	50	25	tail@0x8b8c9:50	189@0x9e7af:6,18@0x7be9b:6,333@0xbd8af:6,168@0x9aa83:5,185@0x9d964:4	+0x4:50	0x16b3:4,0xd4b4:4,0x25df:4,0x34aa:4,0x8b0f:4	0x68:7,0xf93a:4,0xd5fe:4,0xdce8:4,0x2c34:4	0x3d00:5,0xea2c:4,0xc83a:4,0xcef4:4,0xa8f5:4	0x13d:8,0x10:4,0xdc01:4,0x6ee0:4,0xd8:4	0x13d:10,0x913f:4,0xad00:4,0x5c88:4,0x5900:4	0xc670:4,0xbd2a:4,0x8f3f:4,0x1d6:4,0x39bf:4
140	0x94e5a	48	21	tail@0x951c0:48	340@0xbf435:10,297@0xb64d7:6,215@0xa4609:6,168@0x9aa83:5,258@0xadf2c:4	+0x6:48	0x3aa5:4,0x51f6:4,0x147:4,0xf7f:4,0x1506:4	0x68:8,0x19d:4,0xd69d:4,0xaeea:4,0x8600:4	0x2e56:4,0x1400:4,0x8b1a:4,0x586f:4,0x42c8:4	0x68:5,0x7b1:4,0x3d4f:4,0x4bc3:4,0xf8b1:4	0x600:5,0x592:4,0xe901:4,0x3d7c:4,0x8456:4	0xa2:4,0x8a63:4,0xab:4,0xb5cc:4,0xe2:4
320	0xbada5	47	27	tail@0xbb1db:47	173@0x9ba74:13,160@0x994cf:8,108@0x8f24b:7,352@0xc1ec4:5,256@0xad849:4	+0x5:47	0xf7a:4,0x8d76:4,0x2ca1:4,0xf791:2,0xc80f:2	0x9e62:4,0xaf9b:4,0x3303:4,0x930d:2,0xb661:2	0x9309:4,0x2e3a:4,0x7552:4,0x1ac:2,0xeae7:2	0xef07:4,0xcd4d:4,0x2b90:4,0x9838:2,0xcfa3:2	0xfc79:4,0x53a8:4,0xed36:4,0xf091:2,0x13:2	0xb3c7:4,0xb26d:4,0xf4e1:4,0x400:2,0xf0:2
354	0xc2241	43	22	tail@0xc240d:43	168@0x9aa83:7,268@0xb0007:5,185@0x9d964:5,28@0x7e390:4,114@0x90319:4	+0x2:43	0x1c4a:5,0x147:5,0xaa0:4,0x99:4,0xafb2:4	0xd1aa:5,0x810:4,0x67ae:4,0xac8c:4,0x893a:4	0x7175:5,0x991a:4,0x15e:4,0xdd8d:4,0xfe4f:2	0x2152:5,0x5600:4,0x7b3a:4,0x99:4,0xae13:4	0x865f:5,0xfa18:4,0xb1d9:4,0x4ca7:4,0x988:3	0x6fad:5,0x566c:4,0xf6ca:4,0xe8d7:4,0xc4bb:2
183	0x9d495	41	25	tail@0x9d692:41	157@0x98a9a:7,83@0x8947b:4,168@0x9aa83:4,18@0x7be9b:3,196@0x9fbcd:2	+0x4:41	0x2912:4,0xc23:4,0x5eeb:4,0x3d00:4,0xd06e:2	0x68:11,0x3d00:4,0xd996:4,0xbe54:2,0xd39c:2	0xd101:4,0xb18d:4,0x15d4:4,0xfec7:2,0xf59f:2	0x68:6,0xef2f:4,0x10:4,0x13d:3,0x31c:2	0xd670:4,0x13d:4,0x3d00:4,0xa8db:2,0xea20:2	0xc8d5:4,0x96d4:4,0x7d01:4,0x3a:4,0x13d:3
40	0x8115d	35	15	tail@0x8129b:35	340@0xbf435:6,215@0xa4609:5,66@0x855ff:4,189@0x9e7af:4,337@0xbec0e:4	+0x6:35	0x810:4,0x67fc:4,0x57f3:4,0x1334:4,0x9b67:4	0xb3:6,0x6f1c:4,0x173a:4,0xe564:4,0xf31f:4	0x508:6,0x5b5:4,0xb787:4,0x9eb0:4,0xa69d:4	0xe8e1:4,0x1a06:4,0x7e70:4,0x6a3a:4,0x29c9:4	0xdb01:4,0xe8d8:4,0xe871:4,0xe8b4:4,0xe89b:4	0x3a01:5,0xc69b:4,0xa01:4,0x5f01:4,0x9001:4
283	0xb3612	32	18	tail@0xb3799:32	258@0xadf2c:6,121@0x91379:5,114@0x90319:5,185@0x9d964:4,273@0xb11ca:2	+0x5:32	0xfc9e:4,0x5cb0:4,0xb583:4,0x70a7:4,0xe748:2	0xfb38:4,0xf714:4,0xf7a3:4,0xcf3a:4,0x1f0:2	0x40e4:4,0xbe3:4,0xd9fb:4,0x459b:4,0x610:2	0x1e8:8,0x68:7,0x94ac:4,0x9876:4,0x9fd9:1	0x750:4,0xf585:4,0xe605:4,0xd062:4,0xf5dd:2	0x1e8:4,0xd9f4:4,0x7be:4,0x5443:4,0xdbd4:2
180	0x9cf32	30	18	tail@0x9d13d:30	189@0x9e7af:5,79@0x885b0:4,307@0xb8064:3,3@0x78c77:2,28@0x7e390:2	+0x4:30	0xf585:4,0x8540:4,0x25b1:2,0x868:2,0x1db3:2	0xd9f4:4,0x13d:4,0x3d00:4,0xb3:4,0x6b3a:2	0xe20:4,0xd100:4,0x13d:4,0x3701:2,0x6872:2	0xc9be:4,0xc42e:4,0x56ed:2,0xb557:2,0xd700:2	0x248b:4,0xeb31:4,0xd5b9:2,0x91dc:2,0x68ea:2	0xf5:4,0x6006:4,0x12a0:2,0x73f2:2,0xb100:2
179	0x9ca8d	29	9	tail@0x9cf2f:29	79@0x885b0:8,172@0x9b68a:6,49@0x82820:4,220@0xa522e:4,203@0xa1484:4	+0x5:29	0x6000:4,0x3d00:4,0xa556:4,0x2da1:4,0xa43e:4	0x13d:8,0x3d6e:4,0x701:4,0xbb:4,0x766f:4	0xd801:4,0xe234:4,0x8700:4,0x7c43:4,0xe900:4	0x2b8b:4,0xe0e6:4,0x4a89:4,0xb626:4,0x872b:4	0x6845:4,0x2c13:4,0xbc0b:4,0xb493:4,0x6bf0:4	0x5500:4,0x8dc:4,0x9700:4,0x3d00:4,0x538b:4
119	0x90ebc	25	14	tail@0x91067:25	337@0xbec0e:6,340@0xbf435:4,189@0x9e7af:3,114@0x90319:2,307@0xb8064:2	+0x6:25	0x2344:4,0x9194:4,0x926c:2,0x35d7:2,0x4a0d:2	0xb3:4,0x41ba:4,0xf51b:2,0xe244:2,0x812:2	0xa51c:4,0x307b:4,0x3da0:2,0x3d8:2,0x75c6:2	0xe8ae:4,0xe81f:4,0xda:2,0x22e:2,0xe2af:2	0x3e01:4,0xeb01:4,0xe869:2,0xe83a:2,0xe81e:2	0x55:4,0x1891:4,0x1001:2,0xfa01:2,0xc001:2
295	0xb60e0	24	12	tail@0xb625a:24	258@0xadf2c:4,114@0x90319:4,268@0xb0007:4,189@0x9e7af:2,254@0xad32c:2	+0x5:24	0x2657:4,0x6e92:4,0xe344:2,0x3bf9:2,0xfa50:2	0x3396:4,0x2283:4,0x6ca1:2,0x2d2a:2,0xe794:2	0xe1ff:4,0x89c4:4,0x1e8:4,0xb051:2,0x3985:2	0x68:6,0x69d0:5,0x18e9:2,0xd95e:2,0x871e:2	0x2d21:4,0x1e8:4,0x7d80:2,0x3d6d:2,0xd6e0:2	0xe0cc:4,0xdf72:4,0x68:4,0x58ad:2,0x10b2:2
154	0x97ce6	24	14	tail@0x980a9:24	91@0x8b6de:6,301@0xb708d:4,183@0x9d495:3,297@0xb64d7:3,43@0x8173d:2	+0x4:24	0xfe8b:4,0x3d00:4,0x1e8:3,0x12a7:2,0xcd7f:2	0x1e8:6,0x1f01:4,0x677b:2,0xc574:2,0x13:2	0x8b0f:4,0x2314:4,0xf7a8:2,0xd0bf:2,0x12f4:2	0xfee3:4,0x62a1:4,0xb3:2,0x68:2,0xc59a:2	0xa8f5:4,0x13d:4,0x1:4,0x6e0:2,0xd9cb:2	0xd8:4,0x4c00:4,0x96:2,0x65d2:2,0x64:2
261	0xaeda2	23	12	tail@0xaeeff:23	18@0x7be9b:10,258@0xadf2c:5,337@0xbec0e:2,114@0x90319:2,297@0xb64d7:1	+0x6:23	0x47e4:4,0x4e1a:4,0x529a:4,0x52b8:2,0x3bf3:2	0x1e14:8,0x7659:4,0x4196:2,0xee0b:2,0xec9c:1	0x508:4,0x8c5b:4,0xf437:4,0x5e9b:2,0x5a94:2	0x8d08:4,0xd2aa:4,0xa9a6:4,0xe8e2:2,0xda2c:2	0xe8d4:4,0xe86e:4,0xe8ca:4,0xd201:2,0xe830:2	0xea01:4,0x1:4,0xd801:4,0xa0a6:2,0xf01:2
169	0x9af18	22	9	tail@0x9b0c5:22	171@0x9b4b3:10,354@0xc2241:8,165@0x9a24c:4	+0x4:22	0x1c:8,0x129:5,0x151:4,0xbd:2,0xac:1	0xaa0:4,0xe31:4,0xa68:4,0x93e8:4,0x99:2	0x99:5,0x810:4,0xc2eb:4,0x7310:4,0xefbc:2	0x991a:4,0x6129:4,0x99e9:4,0xcf63:4,0xfe4f:2	0x5600:4,0x403a:4,0xe700:4,0x99:4,0xb5ba:2	0xfa18:4,0xaea4:4,0x2609:4,0xb0d0:4,0x19cf:2
310	0xb8556	21	6	tail@0xb86f5:21	165@0x9a24c:13,354@0xc2241:4,171@0x9b4b3:4	+0x4:21	0x42:8,0x154:4,0x10c:4,0x12:4,0x1c:1	0x9831:4,0x17d4:4,0x1c4a:4,0x158:4,0x93b1:4	0x763a:4,0x99:4,0x67ae:4,0x4d3a:4,0xf13a:4	0x9919:4,0xef7f:4,0x15e:4,0x3180:4,0x3464:4	0x4b00:4,0x99:4,0x7b3a:4,0xb4fe:4,0x96fe:4	0x9943:4,0x8ad8:4,0xb1d9:4,0x990d:4,0x8df9:4
