site	reg	role	events	site_events	coverage_pct	top_entries	top_values	top_site_targets
0x931d0	r13	byte_index	2	2	100.0	172:1,300:1	0x560:1,0x960:1	172:1,300:1
0x931d0	r14	slot_pointer	2	2	100.0	172:1,300:1	0x735389ec3c78:1,0x735389ec4078:1	172:1,300:1
0x931d0	r14	table_slot_match	2	2	100.0	172:1,300:1	0x735389ec3c78:1,0x735389ec4078:1	172:1,300:1
0x931d0	rbp	frame_pointer	2	2	100.0	172:1,300:1	0x735389e7836d:2	172:1,300:1
0x9ba72	r11	slot_pointer	2	1146	0.2	146:2	0x735389ec3ba8:2	28:265,307:114,199:110,332:103,128:102,254:102,260:102,243:22
0x9ba72	r11	table_slot_match	2	1146	0.2	146:2	0x735389ec3ba8:2	28:265,307:114,199:110,332:103,128:102,254:102,260:102,243:22
0x9c08c	rdx	entry_index	2	508	0.4	64:2	0x40:2	258:122,114:108,199:107,28:20,307:20,18:19,340:13,189:12
0x9d24a	r8	frame_pointer	2	114	1.8	347:2	0x735389e7836d:2	215:102,337:3,114:3,64:3,347:2,66:1
0x9d692	r11	byte_index	2	41	4.9	64:2	0x200:2	157:7,83:4,168:4,18:3,196:2,340:2,189:2,64:2
0x9d692	r11	table_slot_other	2	41	4.9	183:2	0x735389ec3cd0:2	157:7,83:4,168:4,18:3,196:2,340:2,189:2,64:2
0xa062e	rdi	byte_index	2	595	0.3	64:2	0x200:2	18:110,185:105,215:103,300:102,337:102,203:8,345:7,340:7
0xa94a3	rcx	byte_index	2	290	0.7	256:2	0x800:2	352:257,108:12,198:9,160:6,144:3,256:2,173:1
0xaeda0	r10	entry_index	2	231	0.9	18:2	0x12:2	189:102,340:102,203:5,337:4,180:3,49:2,268:2,215:2
0xb0458	r12	byte_index	2	476	0.4	28:2	0xe0:2	243:111,301:106,18:27,185:21,340:18,307:17,199:15,189:14
