source_entry	source_target	events	unique_post_states	full_status	matched_events	coverage_pct	inconsistent_rows	total_terms	state_terms	flag_terms	vm_byte_terms	byte_terms	tested_folds	train_fit_folds	test_events	cv_matched_events	cv_coverage_pct	cv_status	top_post_states	bit_formulas
157	0x98a9a	4834	693	inconsistent	0	0.0	4656	0	0	0	0	0	5	0	4834	0	0.0	no_train_fit	0x17d30104:256,0x17d4ca18:256,0x17d394fc:256,0x17d2c3a4:256,0x17d3678c:256,0x17d364f4:65,0x17d36de0:64,0x17d35b94:64	
168	0x9aa83	4535	358	inconsistent	0	0.0	4334	0	0	0	0	0	5	0	4535	0	0.0	no_train_fit	0x0:278,0x80090:272,0x88:257,0x300198:256,0x20040058:256,0x40040068:256,0x20440000:256,0x80:133	
172	0x9b68a	4530	622	inconsistent	0	0.0	4362	0	0	0	0	0	5	0	4530	0	0.0	no_train_fit	0x7d5f3cf3:256,0x79df59fa:256,0x7dff4dfd:256,0xf3ff8a77:256,0x7bdf9ff2:256,0xf7ffaf3b:256,0x7bffdc3e:256,0x77fffdfe:64	
268	0xb0007	3696	581	inconsistent	0	0.0	3493	0	0	0	0	0	5	0	3696	0	0.0	no_train_fit	0x638e27e9:256,0x80fe9e1:256,0x6b8fefd4:65,0x700e2b15:64,0x6bcff88d:64,0x80e2d65:64,0x38e2dd1:64,0x8b8e7df0:64	
333	0xbd8af	3602	526	fit	3602	100.0	0	16	0	0	0	14	5	5	3602	3602	100.0	robust	0xf983:261,0xe707:256,0xe6a7:256,0xe9c3:66,0x783:65,0xf75b:65,0xe937:64,0xa77:64	s0=1;s1=1;s2=b0.2;s3=b0.3;s4=b0.4;s5=b0.5;s6=b0.6;s7=b0.7;s8=b1.0;s9=b1.1;s10=b1.2;s11=b1.3;s12=b1.4;s13=b1.5;s14=b1.6;s15=b1.6;s16=0;s17=0;s18=0;s19=0;s20=0;s21=0;s22=0;s23=0;s24=0;s25=0;s26=0;s27=0;s28=0;s29=0;s30=0;s31=0
174	0x9bd8f	3318	465	inconsistent	0	0.0	3186	0	0	0	0	0	5	0	3318	0	0.0	no_train_fit	0xdfafcab9:256,0xffc1e7b0:256,0xf7ada6b9:256,0xdffbbebc:65,0xfd8f85ed:65,0xdfe34add:64,0xd7bd95f9:64,0xf6a5fafb:64	
315	0xb9451	3298	433	inconsistent	0	0.0	3172	0	0	0	0	0	5	0	3298	0	0.0	no_train_fit	0x73ffaed9:256,0xd6c71bf7:256,0xe7d76ffa:256,0x62ff75e5:256,0x47ef1f3d:256,0x7fef59da:64,0x4fd7ec59:64,0xe2d793f0:64	
203	0xa1484	3283	177	inconsistent	0	0.0	3120	0	0	0	0	0	5	0	3283	0	0.0	no_train_fit	0xc20000:302,0xc20810:290,0xc30900:277,0xc20950:256,0x4c30800:91,0xc20a00:79,0xc30a50:77,0x4c30840:77	
184	0x9d694	3100	469	inconsistent	0	0.0	2953	0	0	0	0	0	5	0	3100	0	0.0	no_train_fit	0x3f06161a:256,0x3f06674a:256,0x3f069c40:256,0x3f06a5f2:65,0x3f06a4c2:65,0x3f069ec4:65,0x3f0644b2:64,0x3f05e262:64	
26	0x7dbbb	3024	457	inconsistent	0	0.0	2874	0	0	0	0	0	5	0	3024	0	0.0	no_train_fit	0x6923f192:256,0x64e3c2f7:256,0x50ddd8ba:256,0x6add5d1f:256,0x90dd2bea:64,0xa8e3b6ea:64,0x511dc2a6:64,0x90e3c646:64	
123	0x91a59	2829	454	inconsistent	0	0.0	2699	0	0	0	0	0	5	0	2829	0	0.0	no_train_fit	0x674d2db8:256,0xa66ce37b:256,0xd66cb887:65,0x996c6c5d:65,0x694c6473:64,0xa9b47c85:64,0x28f49a8d:64,0x16946ff1:64	
160	0x994cf	2706	46	inconsistent	0	0.0	1728	0	0	0	0	0	5	0	2706	0	0.0	no_train_fit	0x573b8fb9:336,0x573b8fe0:263,0x573b8fc8:261,0x573b8bf0:260,0x573b8b80:141,0x573b8b98:135,0x573b8bd8:122,0x573b8b91:112	
161	0x9975a	2666	372	fit	2666	100.0	0	32	18	0	0	0	5	5	2666	2666	100.0	robust	0x69165f52:276,0xfff65ff3:256,0x6b345e7a:68,0x699e5e5a:65,0xfbfffedf:65,0x69f4ffdb:65,0x7ff6fed3:65,0xed7c7e53:64	s0=state.0;s1=1;s2=state.2;s3=state.3;s4=1;s5=state.5;s6=1;s7=state.7;s8=state.8;s9=1;s10=1;s11=1;s12=1;s13=state.13;s14=1;s15=state.15;s16=state.16;s17=state.17;s18=1;s19=state.19;s20=1;s21=state.21;s22=state.22;s23=state.23;s24=1;s25=state.25;s26=state.26;s27=1;s28=state.28;s29=1;s30=1;s31=state.31
305	0xb78b0	2662	348	inconsistent	0	0.0	2532	0	0	0	0	0	5	0	2662	0	0.0	no_train_fit	0x0:304,0x4a2000a8:256,0x10100000:65,0xfb000860:64,0xf6f60820:64,0x40800000:64,0x78f40948:64,0xf6f40440:64	
158	0x99029	2632	421	inconsistent	0	0.0	2490	0	0	0	0	0	5	0	2632	0	0.0	no_train_fit	0x3ffdbf5a:256,0x3ffcedcb:256,0x3ffd9d38:256,0xc000df0c:65,0xbffcc627:64,0xbffce498:64,0x4000ce6a:64,0xc001a266:15	
287	0xb45d2	2612	422	inconsistent	0	0.0	2474	0	0	0	0	0	5	0	2612	0	0.0	no_train_fit	0xa7b59c3:256,0xa7b6ef7:256,0xa83e6ad:256,0xa7b7523:65,0xa7bc663:64,0xa837877:64,0xa7b5893:64,0xa7bca43:16	
176	0x9c10b	2512	436	inconsistent	0	0.0	2370	0	0	0	0	0	5	0	2512	0	0.0	no_train_fit	0x98d790f0:256,0x3176e607:65,0x4ac6a880:65,0x12833a10:65,0x4022108:64,0xc008030:64,0x437ac833:64,0x67762ccb:64	
20	0x7c62b	2490	456	inconsistent	0	0.0	2352	0	0	0	0	0	5	0	2490	0	0.0	no_train_fit	0xe8750528:256,0xa5d60310:256,0xf4ee0810:66,0xf6d70200:64,0x7bfb0800:64,0xaf0f0480:64,0x77fd0000:64,0x39ef0a20:15	
198	0xa037e	2441	318	inconsistent	0	0.0	2361	0	0	0	0	0	5	0	2441	0	0.0	no_train_fit	0xc00f536a:256,0x3feeab4e:256,0xbfeab0b1:256,0x401323c2:256,0x3ff6d173:256,0xc00ec9d1:64,0xbff6ae2a:64,0xbfeb3831:64	
108	0x8f24b	2430	415	inconsistent	0	0.0	2311	0	0	0	0	0	5	0	2430	0	0.0	no_train_fit	0x3ba8fb63:256,0xbeba64cd:256,0x23e0e666:256,0xe5d186c5:64,0xbdf87471:64,0xfea100df:64,0xeac8e369:64,0x370692fb:64	
257	0xadbfd	2408	282	inconsistent	0	0.0	1000	0	0	0	0	0	5	0	2408	0	0.0	no_train_fit	0xfffeaaa7:256,0xfffcbae7:256,0xfffcab37:256,0xfffeeae7:256,0xfffeaeaf:256,0xfffff557:67,0xfffee937:64,0xfffcb70f:64	
173	0x9ba74	2374	57	inconsistent	0	0.0	2266	0	0	0	0	0	5	0	2374	0	0.0	no_train_fit	0x0:631,0x200:345,0x20000060:256,0x100:127,0x10000000:117,0x20:111,0x840:70,0x40000020:69	
300	0xb6c36	2210	135	inconsistent	0	0.0	280	0	0	0	0	0	5	0	2210	0	0.0	no_train_fit	0xfffe3240:256,0xfffebb79:256,0xfffeb21b:256,0xfffe97ef:256,0xfffe6710:256,0xfffe9ae5:256,0xfffe3185:64,0xfffe58ef:64	
243	0xaab6a	2189	287	inconsistent	0	0.0	2047	0	0	0	0	0	5	0	2189	0	0.0	no_train_fit	0xbdd0b98:256,0xbdd0ab0:67,0xf4228230:66,0xbdd02e0:65,0xbdd03b0:64,0xbdd0b38:64,0xbdd09b8:41,0xbdd05f8:40	
144	0x95887	2050	125	inconsistent	0	0.0	1924	0	0	0	0	0	5	0	2050	0	0.0	no_train_fit	0x20450090:292,0x20450010:286,0x20450100:268,0x204500d0:82,0x20450088:71,0x22450020:65,0x22450290:64,0x22450390:35	
301	0xb708d	2037	224	inconsistent	0	0.0	554	0	0	0	0	0	5	0	2037	0	0.0	no_train_fit	0xcb088110:256,0x83ec7268:256,0x93ec20b1:256,0xd3ec1300:256,0xd3f03500:64,0xcbf0122c:64,0xd3f08400:64,0xc3f1047a:64	
33	0x7f7c4	2035	361	inconsistent	0	0.0	1905	0	0	0	0	0	5	0	2035	0	0.0	no_train_fit	0x20420900:256,0x760210:64,0x420020:30,0xc20100:28,0x420120:28,0x8520000:26,0x420800:23,0x4d20820:18	
346	0xc0535	1997	423	inconsistent	0	0.0	1859	0	0	0	0	0	5	0	1997	0	0.0	no_train_fit	0x8d06c421:65,0x9824c04b:64,0xffde1e27:64,0x68695d35:64,0x4cbf92b0:64,0x3c04a50b:14,0xfff7709c:14,0x969664a4:14	
220	0xa522e	1926	248	inconsistent	0	0.0	568	0	0	0	0	0	5	0	1926	0	0.0	no_train_fit	0xe6c7fb3f:256,0xf6f47a25:256,0xc0f6147d:256,0xc6f6b6d9:256,0xe6c65dfd:64,0xf6e47d1a:64,0xf6e49b1d:64,0xf6f45b7e:64	
332	0xbd36d	1880	148	inconsistent	0	0.0	306	0	0	0	0	0	5	0	1880	0	0.0	no_train_fit	0x42368198:256,0x420e415c:256,0x420a4c54:256,0xc23e4d3c:256,0xc20ada7c:256,0x420a8754:64,0xc23e4f50:64,0xc2162d42:64	
49	0x82820	1844	233	inconsistent	0	0.0	564	0	0	0	0	0	5	0	1844	0	0.0	no_train_fit	0xaa467a21:256,0xaa4612fb:256,0xaa466929:256,0xaa46320b:64,0xaa466b3b:64,0xaa468c43:64,0xaa46d6d5:64,0xaa46e9d5:64	
352	0xc1ec4	1775	316	inconsistent	0	0.0	1691	0	0	0	0	0	5	0	1775	0	0.0	no_train_fit	0x55a73b24:256,0x55a71b10:256,0x551e07a2:64,0x359f1bbc:64,0x73a733ca:64,0x352605ea:64,0x331e04e8:64,0x732724f2:64	
256	0xad849	1516	290	inconsistent	0	0.0	923	0	0	0	0	0	5	0	1516	0	0.0	no_train_fit	0x23100020:256,0x7200008:64,0x2400820:64,0x87000000:64,0x15040020:64,0x27000088:64,0x3040638:64,0x86410408:64	
79	0x885b0	1337	242	inconsistent	0	0.0	669	0	0	0	0	0	5	0	1337	0	0.0	no_train_fit	0x1d2d283e:256,0x5a50a59e:256,0x1d2d483a:64,0xde312828:14,0x1e2bc362:14,0x1538a868:14,0x5f518f7e:14,0x5a54c57e:13	
260	0xae90b	1266	132	inconsistent	0	0.0	281	0	0	0	0	0	5	0	1266	0	0.0	no_train_fit	0x6733fa6b:256,0xb8f3f613:256,0x48f3f769:64,0x4773f74b:64,0x47f3f6ab:64,0x786df818:64,0x6853ff53:64,0x686dfb49:64	
350	0xc1926	1176	118	inconsistent	0	0.0	242	0	0	0	0	0	5	0	1176	0	0.0	no_train_fit	0x10400010:256,0x8610088:256,0x98610000:68,0x8510088:64,0x8310000:64,0x88210080:64,0x88310000:64,0x8510000:15	
192	0x9f00a	1120	138	inconsistent	0	0.0	264	0	0	0	0	0	5	0	1120	0	0.0	no_train_fit	0xd6fa:256,0x9f4e:256,0xb6d:64,0xc732:64,0x915d:64,0xb11d:64,0xd4ef:14,0x8e61:14	
319	0xba72f	1113	132	inconsistent	0	0.0	193	0	0	0	0	0	5	0	1113	0	0.0	no_train_fit	0xb9f7296a:256,0x450c8eca:256,0xe1572662:64,0x6a0b26ca:64,0x5c76e725:64,0x618b27e2:64,0x620ce462:64,0xdd0b26ca:14	
273	0xb11ca	1072	147	inconsistent	0	0.0	274	0	0	0	0	0	5	0	1072	0	0.0	no_train_fit	0x7f7d27fd:256,0xfe9f42d5:64,0xdead03fb:64,0xdfb7076e:64,0xde2f4af9:64,0xfefb22dd:64,0xbef522fb:64,0xf72f4bfb:64	
171	0x9b4b3	1069	1	fit	1069	100.0	0	0	0	0	0	0	5	5	1069	1069	100.0	robust	0x0:1069	s0=0;s1=0;s2=0;s3=0;s4=0;s5=0;s6=0;s7=0;s8=0;s9=0;s10=0;s11=0;s12=0;s13=0;s14=0;s15=0;s16=0;s17=0;s18=0;s19=0;s20=0;s21=0;s22=0;s23=0;s24=0;s25=0;s26=0;s27=0;s28=0;s29=0;s30=0;s31=0
30	0x7e849	1050	136	inconsistent	0	0.0	310	0	0	0	0	0	5	0	1050	0	0.0	no_train_fit	0xfe7e6d62:256,0xcfda9fa0:256,0x63fd00eb:65,0x8d585fa2:64,0x5bfc577f:14,0x83dc9460:13,0xaada620b:13,0x485a9be4:13	
37	0x80685	1003	130	inconsistent	0	0.0	249	0	0	0	0	0	5	0	1003	0	0.0	no_train_fit	0x3d5f2af2:256,0x79ee484f:256,0x7edf1f72:64,0x7eef5972:64,0xbfef0dfd:14,0x38de579f:14,0xfffe2fb0:14,0x7bff7fff:13	
3	0x78c77	999	237	inconsistent	0	0.0	613	0	0	0	0	0	5	0	999	0	0.0	no_train_fit	0xfcc13209:64,0x74c352e1:64,0xf4c1f061:64,0xccc31189:64,0xccc33fe1:64,0x74c31be9:15,0xfcc11101:14,0xfcc712e1:14	
128	0x9299b	955	65	inconsistent	0	0.0	22	0	0	0	0	0	5	0	955	0	0.0	no_train_fit	0x53040060:256,0x4a450000:256,0x53050420:256,0x53050000:64,0x52440000:5,0x524c0140:5,0x4a440140:4,0x52440610:4	
269	0xb045b	900	233	inconsistent	0	0.0	488	0	0	0	0	0	5	0	900	0	0.0	no_train_fit	0xd1c0a78b:256,0xa3e89fee:64,0xa3bcae47:14,0xbfbcccfd:14,0xd15cb20f:14,0x70c0a8af:14,0xc3bcaa87:14,0xc3849185:14	
154	0x97ce6	869	144	inconsistent	0	0.0	273	0	0	0	0	0	5	0	869	0	0.0	no_train_fit	0x34b119f6:64,0x34b0fda0:64,0x34ba4b01:64,0x34b91586:64,0x34b913d0:64,0x34b2426c:64,0x34ba5c00:64,0x34b8b602:64	
345	0xc02e4	860	182	inconsistent	0	0.0	317	0	0	0	0	0	5	0	860	0	0.0	no_train_fit	0xedebc3d7:256,0xcba38b55:64,0x14120330:64,0x2005306b:18,0x14898178:15,0x10001e8:14,0xeded6fa7:14,0xe000818:13	
322	0xbb3c9	834	121	inconsistent	0	0.0	228	0	0	0	0	0	5	0	834	0	0.0	no_train_fit	0x84330420:256,0x4330a08:64,0x81c00010:64,0x1c80318:64,0x81c80000:64,0x80490298:14,0x844b0298:14,0x1cb0060:14	
254	0xad32c	822	91	inconsistent	0	0.0	220	0	0	0	0	0	5	0	822	0	0.0	no_train_fit	0xfd761250:256,0xdd7611c8:64,0xfd7600e0:64,0xdd760ad8:64,0xfd760948:64,0xdd7605b8:19,0xdd760948:17,0xfd7605e0:14	
121	0x91379	737	131	inconsistent	0	0.0	305	0	0	0	0	0	5	0	737	0	0.0	no_train_fit	0xbc294f1b:256,0x6ac367d8:64,0x24dd63cc:14,0x9b80f3a6:14,0x2108a27c:14,0x383a133e:14,0x9f7d242b:14,0x1f274acd:14	
320	0xbada5	731	157	inconsistent	0	0.0	384	0	0	0	0	0	5	0	731	0	0.0	no_train_fit	0x55cb31e8:64,0xdd9b1fa8:64,0xbfeb229a:64,0x3febc77c:64,0x79e1a56c:14,0x81ebc74c:14,0x3f6b467c:14,0x162429b3:14	
52	0x833c7	726	31	fit	726	100.0	0	311	298	0	0	0	5	5	726	717	98.8	partial	0x79a30258:256,0x83bacdb7:256,0x87c366f4:65,0x7eb31e74:19,0x782b32c3:18,0x81338600:15,0x7a230878:14,0x7bcacd10:13	s0=state.0;s1=state.1;s2=state.2;s3=state.1^state.3^state.4^state.5^state.6^state.7^state.9^state.10^state.11^state.13^...+9;s4=state.1^state.2^state.4^state.6^state.8^state.9^state.11^state.13^state.22^state.24^...+2;s5=1^state.1^state.2^state.6^state.7^state.8^state.9^state.10^state.11^state.12^...+8;s6=1^state.5^state.6^state.7^state.8^state.13^state.15^state.18^state.20^state.21^...+2;s7=1^state.3^state.4^state.6^state.7^state.8^state.12^state.13^state.16^state.17^...+8;s8=1^state.0^state.1^state.4^state.5^state.6^state.9^state.10^state.12^state.16^...+8;s9=state.0^state.2^state.3^state.4^state.6^state.7^state.8^state.9^state.10^state.11^...+7;s10=state.2^state.3^state.5^state.6^state.7^state.9^state.10^state.11^state.13^state.14^...+7;s11=1^state.0^state.2^state.5^state.6^state.9^state.13^state.17^state.18^state.19^...+2;s12=state.0^state.1^state.3^state.6^state.9^state.10^state.11^state.15^state.16^state.18^...+5;s13=state.0^state.1^state.2^state.8^state.9^state.11^state.14^state.16^state.21^state.22^...+4;s14=state.0^state.1^state.2^state.6^state.7^state.9^state.10^state.11^state.12^state.13^...+6;s15=state.6^state.7^state.8^state.13^state.14^state.16^state.17^state.21^state.22^state.24^...+2;s16=1^state.7^state.8^state.9^state.10^state.11^state.14^state.17^state.18^state.20^...+2;s17=1;s18=0;s19=state.7^state.8^state.10^state.11^state.12^state.19^state.20^state.22^state.23^state.28;s20=state.3^state.6^state.7^state.8^state.9^state.14^state.17^state.23^state.27^state.28^...+1;s21=1^state.3^state.6^state.7^state.8^state.9^state.14^state.17^state.19^state.20^...+4;s22=state.3^state.6^state.7^state.8^state.9^state.14^state.17^state.19^state.20^state.23^...+3;s23=state.3^state.6^state.7^state.8^state.9^state.14^state.17^state.19^state.22^state.23^...+3;s24=state.3^state.6^state.7^state.8^state.9^state.14^state.17^state.19^state.27^state.28^...+1;s25=state.24;s26=1^state.0^state.1^state.3^state.4^state.5^state.7^state.8^state.14^state.18^...+3;s27=1^state.26;s28=1^state.26;s29=1^state.26;s30=1^state.26;s31=state.26
167	0x9a8d2	726	92	inconsistent	0	0.0	356	0	0	0	0	0	5	0	726	0	0.0	no_train_fit	0x5d91445:256,0xfdb90260:64,0xfc49255a:14,0x2477c80:14,0x3e6fc58:14,0xfaf9bfcf:14,0xfa86f860:14,0x286f630:14	
83	0x8947b	714	254	inconsistent	0	0.0	507	0	0	0	0	0	5	0	714	0	0.0	no_train_fit	0xc55a1489:64,0xc48dfd03:64,0xc9029fc8:14,0x355a19f0:14,0x395a1374:14,0xb97e1c59:14,0x46da0e27:14,0x395a029f:14	
253	0xacfb1	708	196	inconsistent	0	0.0	314	0	0	0	0	0	5	0	708	0	0.0	no_train_fit	0x741aab8b:256,0x581c843a:14,0x7018a499:14,0x7d1e6283:14,0x711aca0a:14,0x7d1a8888:13,0x711a612a:13,0x7d5a8311:13	
237	0xa8e1f	706	139	inconsistent	0	0.0	218	0	0	0	0	0	5	0	706	0	0.0	no_train_fit	0xd1bf7694:256,0xd14183a2:64,0xd7c7c058:64,0xff41b263:13,0xd1c1fef3:13,0xb1410bb7:13,0x4fc12612:13,0xb1439862:13	
70	0x8610e	697	135	inconsistent	0	0.0	225	0	0	0	0	0	5	0	697	0	0.0	no_train_fit	0x4f73aa7e:256,0x6b7343cc:64,0xf9fba0cc:64,0x2ef7eead:14,0xde7f470f:14,0xfdf37f6f:13,0xaf367fd:13,0xba7f294f:13	
124	0x91e81	639	136	inconsistent	0	0.0	312	0	0	0	0	0	5	0	639	0	0.0	no_train_fit	0xc9abfc18:64,0x9ac7ed2:64,0xc9abf668:17,0xc9abfa58:16,0xc9abf820:16,0xc9abf600:15,0xc9abf578:14,0xc9abfa18:14	
165	0x9a24c	632	1	fit	632	100.0	0	0	0	0	0	0	5	5	632	632	100.0	robust	0x0:632	s0=0;s1=0;s2=0;s3=0;s4=0;s5=0;s6=0;s7=0;s8=0;s9=0;s10=0;s11=0;s12=0;s13=0;s14=0;s15=0;s16=0;s17=0;s18=0;s19=0;s20=0;s21=0;s22=0;s23=0;s24=0;s25=0;s26=0;s27=0;s28=0;s29=0;s30=0;s31=0
239	0xa991e	619	137	inconsistent	0	0.0	414	0	0	0	0	0	5	0	619	0	0.0	no_train_fit	0x364ff7b8:67,0x364fff20:34,0x364ff610:20,0x364ff9c8:20,0x364ff608:20,0x364ffb18:18,0x364ff9e0:18,0x364ffdf0:18	
183	0x9d495	611	215	inconsistent	0	0.0	530	0	0	0	0	0	5	0	611	0	0.0	no_train_fit	0xe4ef27f2:19,0xfaff2afa:15,0xfecb67fc:14,0xbef337ea:14,0xbcfb239a:14,0xdeeb2772:14,0x7eff2ce2:13,0x7eef4ff9:13	
140	0x94e5a	560	147	inconsistent	0	0.0	265	0	0	0	0	0	5	0	560	0	0.0	no_train_fit	0x6f086bf2:64,0x8ef00a41:64,0x8f12366d:19,0x91948825:14,0x902c6b29:14,0x8f725c0c:13,0x9172241b:13,0x6ed435a1:13	
91	0x8b6de	546	193	fit	546	100.0	0	16	7	0	0	9	5	5	546	546	100.0	robust	0x840:15,0xd0:14,0xa8f4:14,0x6a78:14,0x4c0:14,0xf708:13,0x187a:13,0xdb59:13	s0=state.0;s1=state.1;s2=state.2;s3=b0.3;s4=b0.4;s5=b0.5;s6=b0.6;s7=b0.7;s8=b1.0;s9=b1.1;s10=b1.2;s11=b1.3;s12=state.12;s13=state.13;s14=state.14;s15=state.15;s16=0;s17=0;s18=0;s19=0;s20=0;s21=0;s22=0;s23=0;s24=0;s25=0;s26=0;s27=0;s28=0;s29=0;s30=0;s31=0
351	0xc1d48	542	60	inconsistent	0	0.0	170	0	0	0	0	0	5	0	542	0	0.0	no_train_fit	0x8fdf1d4d:256,0x874f7dd8:14,0xfff9bfef:14,0x87cff638:14,0xdbfff7c8:13,0xffefff70:13,0x97ee0916:13,0xfddfff68:13	
99	0x8c99a	531	15	fit	531	100.0	0	116	112	0	0	0	5	5	531	526	99.1	partial	0x402e0430:256,0x2290020:64,0x1480108:64,0x220:64,0x10000:64,0x20e0100:4,0x85430800:3,0xb4060200:3	s0=0;s1=0;s2=0;s3=state.0^state.1^state.7^state.9;s4=state.0^state.2;s5=state.2^state.5^state.7^state.11^state.12^state.15;s6=0;s7=0;s8=1^state.1^state.2^state.3^state.4^state.7^state.9^state.15^state.22;s9=state.1^state.5^state.7^state.11;s10=state.0^state.2;s11=state.0^state.12;s12=0;s13=0;s14=0;s15=0;s16=state.16;s17=state.1^state.5;s18=1^state.1^state.2^state.5^state.8^state.11^state.12^state.15^state.16;s19=state.0^state.1^state.5^state.7^state.9^state.15;s20=0;s21=state.0^state.1^state.2^state.5^state.11;s22=1^state.0^state.3^state.4^state.5^state.7^state.9^state.12^state.22;s23=state.2^state.5^state.7^state.15;s24=state.1^state.7^state.9^state.12;s25=1^state.0^state.2^state.3^state.4^state.5^state.7^state.9^state.11^state.12^...+1;s26=state.5^state.11^state.15;s27=state.3^state.5^state.8^state.11^state.12;s28=state.0^state.5^state.11^state.12^state.15;s29=state.1^state.7^state.9^state.15^state.22;s30=state.0^state.3^state.4^state.5^state.7^state.8^state.9^state.11^state.12^state.15^...+1;s31=state.0^state.1^state.2^state.5^state.9^state.12^state.22
180	0x9cf32	478	218	inconsistent	0	0.0	418	0	0	0	0	0	5	0	478	0	0.0	no_train_fit	0xfd770de8:15,0xfbfb6dfe:14,0x79310b88:14,0x79f3ffe8:14,0xfd3bd570:13,0x7dbb067c:13,0x7dbbcf58:13,0x7db3bfc4:13	
292	0xb540f	476	30	fit	476	100.0	0	221	145	0	0	73	5	5	476	449	94.3	partial	0x1c8:256,0x10:73,0xa20:68,0x20:12,0x0:10,0x40:6,0x260:6,0xa00:5	s0=0;s1=0;s2=0;s3=1^state.0^state.1^state.2^state.3^state.4^state.8^state.9^state.10^state.11^...+20;s4=1^state.2^state.3^state.4^state.7^state.10^state.17^state.21^state.22^state.25^...+13;s5=state.2^state.3^state.4^state.5^state.6^state.8^state.11^state.14^state.15^state.16^...+15;s6=state.2^state.4^state.8^state.9^state.10^state.11^state.13^state.14^state.16^state.18^...+12;s7=state.0^state.1^state.2^state.6^state.7^state.9^state.11^state.12^state.13^state.14^...+16;s8=state.0^state.4^state.7^state.8^state.10^state.11^state.13^state.16^state.17^state.19^...+18;s9=state.2^state.10^state.12^state.13^state.16^state.17^state.18^state.24^state.26^state.28^...+10;s10=state.1^state.4^state.8^state.10^state.11^state.12^state.14^state.17^state.21^state.26^...+10;s11=1^state.2^state.3^state.5^state.6^state.8^state.9^state.12^state.15^state.16^...+17;s12=0;s13=0;s14=0;s15=0;s16=0;s17=0;s18=0;s19=0;s20=0;s21=0;s22=0;s23=0;s24=0;s25=0;s26=0;s27=0;s28=0;s29=0;s30=0;s31=0
208	0xa2361	456	54	fit	456	100.0	0	403	229	0	0	155	5	5	456	117	25.7	partial	0xefe6c0ed:64,0xe5e64085:64,0xe5e40785:64,0xe5e45735:64,0xe5e6d80d:64,0xe5e64575:13,0xe5e6db7d:13,0xede498d5:9	s0=1;s1=0;s2=1;s3=b3.3;s4=1^state.1^state.10^state.12^state.13^state.14^state.15^state.18^state.21^state.23^...+15;s5=1^state.0^state.3^state.4^state.5^state.6^state.8^state.9^state.13^state.15^...+20;s6=1^state.0^state.5^state.6^state.7^state.8^state.9^state.10^state.11^state.12^...+23;s7=1^state.3^state.5^state.6^state.8^state.9^state.11^state.13^state.16^state.19^...+16;s8=state.0^state.2^state.5^state.6^state.7^state.8^state.9^state.10^state.12^state.15^...+19;s9=state.0^state.1^state.4^state.5^state.6^state.8^state.12^state.14^state.15^state.16^...+25;s10=1^state.1^state.3^state.9^state.10^state.11^state.12^state.13^state.16^state.17^...+18;s11=state.1^state.2^state.5^state.7^state.8^state.9^state.10^state.15^state.18^state.22^...+16;s12=state.1^state.2^state.5^state.10^state.13^state.19^state.21^state.22^state.23^state.24^...+12;s13=0;s14=state.0^state.3^state.8^state.9^state.10^state.11^state.12^state.13^state.14^state.17^...+18;s15=1^state.1^state.3^state.7^state.8^state.9^state.11^state.12^state.13^state.15^...+20;s16=0;s17=1^state.4^state.6^state.8^state.9^state.14^state.15^state.17^state.19^state.20^...+20;s18=1;s19=0;s20=0;s21=1;s22=1;s23=1;s24=1;s25=1^state.0^state.3^state.8^state.10^state.11^state.12^state.18^state.22^state.24^...+15;s26=1;s27=state.0^state.1^state.3^state.5^state.7^state.12^state.15^state.17^state.19^state.22^...+14;s28=0;s29=1;s30=1;s31=1
181	0x9d13f	453	45	inconsistent	0	0.0	13	0	0	0	0	0	5	5	453	426	94.0	partial	0xd0e9fe70:256,0x7e0adbaa:14,0xf7f5f698:14,0x7b649ef4:14,0x8002a7e4:14,0x8000dd8e:14,0x7e0af32a:13,0xd7f7fa80:13	
90	0x8b334	441	52	inconsistent	0	0.0	4	0	0	0	0	0	5	5	441	407	92.3	partial	0x33166fbb:256,0x33566613:64,0x37166463:13,0x33166c23:7,0x3756694b:6,0x33166a53:5,0x33566ed3:5,0x37166abb:5	
200	0xa0a9e	437	173	inconsistent	0	0.0	304	0	0	0	0	0	5	0	437	0	0.0	no_train_fit	0xc6df5b1f:14,0x6474916f:14,0x1725aa22:14,0xfe1d1ab:14,0xcc7b2c33:13,0x878d0364:13,0xd152b8b1:13,0x6c757aa6:13	
