source_entry	source_target	events	target_matched_events	target_coverage_pct	target_mismatched_events	ip_matched_events	ip_coverage_pct	ip_mismatched_events	unknown_ops	branch_unknown	avg_steps	unique_paths	branch_sites	top_paths	statuses
319	0xba72f	1113	1113	100.0	0	1113	100.0	0	121982	0	319.0	7	0xba74a,0xba78b,0xba89f,0xba975,0xba983,0xba992,0xba9a0,0xbaa0a,0xbab08	475:9a21b656ce3dc52b:0xba74a:je:1;0xba78b:je:1;0xba89f:je:0;0xba975:jne:1;0xba983:jne:1;0xba992:jne:1;0xba9a0:jne:0;0xbaa0a:je:0;0xbab08:je:1|337:862159fb64299b44:0xba74a:je:0;0xba78b:je:1;0xba89f:je:0;0xba975:jne:1;0xba983:jne:1;0xba992:jne:1;0xba9a0:jne:0;0xbaa0a:je:0;0xbab08:je:1|128:810a972078607739:0xba74a:je:0;0xba78b:je:1;0xba89f:je:0;0xba975:jne:1;0xba983:jne:1;0xba992:jne:0;0xba9a0:jne:1;0xbaa0a:je:0;0xbab08:je:0|73:63730cfda0ffb9fb:0xba74a:je:1;0xba78b:je:1;0xba89f:je:0;0xba975:jne:1;0xba983:jne:1;0xba992:jne:0;0xba9a0:jne:1;0xbaa0a:je:0;0xbab08:je:0|64:0c39ce7926ed9f89:0xba74a:je:1;0xba78b:je:1;0xba89f:je:0;0xba975:jne:0;0xba983:jne:1;0xba992:jne:1;0xba9a0:jne:1;0xbaa0a:je:0;0xbab08:je:0	ok:1113
273	0xb11ca	1072	1072	100.0	0	1072	100.0	0	107200	0	194.0	1		1072:e3b0c44298fc1c14:-	ok:1072
171	0x9b4b3	1069	1069	100.0	0	1069	100.0	0	24587	0	95.0	1	0x9b594	1069:6a4f585c5930d681:0x9b594:je:1	ok:1069
30	0x7e849	1050	1050	100.0	0	1050	100.0	0	47250	4200	245.2	2	0x7e868,0x7e896,0x7e8b1,0x7e913,0x7e92e,0x7eb45	838:a8fe593d2a856ce5:0x7e868:je:?;0x7e896:je:?;0x7e8b1:je:?;0x7e913:je:?;0x7e92e:je:1;0x7eb45:je:1|212:c9474e5fdbe3f9aa:0x7e868:je:?;0x7e896:je:?;0x7e8b1:je:?;0x7e913:je:?;0x7e92e:je:0;0x7eb45:je:0	ok:1050
37	0x80685	1003	1003	100.0	0	1003	100.0	0	103201	1003	355.0	5	0x806c4,0x8075e,0x807c6,0x808c1,0x808d1,0x808ef,0x8090d,0x8099e,0x809da,0x80ac9	559:cc1a5587a9eaab7e:0x806c4:je:?;0x8075e:je:1;0x807c6:je:0;0x808c1:jne:1;0x808d1:jne:1;0x808ef:jne:1;0x8090d:jne:0;0x8099e:je:0;0x809da:je:0;0x80ac9:je:1|259:c82ae72208809d96:0x806c4:je:?;0x8075e:je:1;0x807c6:je:0;0x808c1:jne:1;0x808d1:jne:1;0x808ef:jne:0;0x8090d:jne:1;0x8099e:je:0;0x809da:je:0;0x80ac9:je:0|115:0fe96b50f81a5b03:0x806c4:je:?;0x8075e:je:0;0x807c6:je:0;0x808c1:jne:1;0x808d1:jne:1;0x808ef:jne:1;0x8090d:jne:0;0x8099e:je:0;0x809da:je:0;0x80ac9:je:1|39:a929a69000c63fb3:0x806c4:je:?;0x8075e:je:0;0x807c6:je:0;0x808c1:jne:1;0x808d1:jne:1;0x808ef:jne:1;0x8090d:jne:0;0x8099e:je:0;0x809da:je:0;0x80ac9:je:0|31:65a05eb26d23e0fc:0x806c4:je:?;0x8075e:je:1;0x807c6:je:0;0x808c1:jne:1;0x808d1:jne:1;0x808ef:jne:1;0x8090d:jne:0;0x8099e:je:0;0x809da:je:0;0x80ac9:je:0	ok:1003
3	0x78c77	999	999	100.0	0	999	100.0	0	159840	1998	350.0	1	0x78c93,0x78cd4,0x79161	999:0f263ac4d353d4da:0x78c93:je:?;0x78cd4:je:?;0x79161:je:1	ok:999
128	0x9299b	955	955	100.0	0	955	100.0	0	12367	0	263.8	6	0x929dd,0x92a2e,0x92a94,0x92cb8,0x92cdb,0x92ceb,0x92d07,0x92d9f	773:1cc26e6017eab5d3:0x929dd:je:1;0x92a2e:je:1;0x92a94:je:0;0x92cb8:jne:0;0x92cdb:jne:1;0x92ceb:jne:1;0x92d07:jne:1;0x92d9f:je:1|65:19d51e80d17f4b6e:0x929dd:je:0;0x92a2e:je:1;0x92a94:je:0;0x92cb8:jne:0;0x92cdb:jne:1;0x92ceb:jne:1;0x92d07:jne:1;0x92d9f:je:1|41:a63c04819ab1404c:0x929dd:je:0;0x92a2e:je:1;0x92a94:je:0;0x92cb8:jne:1;0x92cdb:jne:1;0x92ceb:jne:1;0x92d07:jne:0;0x92d9f:je:1|34:51e06e44bdfa5e39:0x929dd:je:1;0x92a2e:je:1;0x92a94:je:0;0x92cb8:jne:1;0x92cdb:jne:1;0x92ceb:jne:0;0x92d07:jne:1;0x92d9f:je:1|28:91bf05f3f343e4b6:0x929dd:je:1;0x92a2e:je:1;0x92a94:je:0;0x92cb8:jne:1;0x92cdb:jne:1;0x92ceb:jne:1;0x92d07:jne:0;0x92d9f:je:1	ok:955
269	0xb045b	900	900	100.0	0	900	100.0	0	45000	0	235.9	2	0xb061d,0xb0723	763:002580e3f4159fc1:0xb061d:je:1;0xb0723:je:1|137:6901ad8af83fa830:0xb061d:je:0;0xb0723:je:1	ok:900
154	0x97ce6	869	869	100.0	0	869	100.0	0	49533	0	197.6	3	0x97d15,0x97d58	542:2bda520e96f2c598:0x97d15:je:1;0x97d58:je:1|193:5b78998740ff7852:0x97d15:je:0;0x97d58:je:0|134:77c4db6928c83d65:0x97d15:je:0;0x97d58:je:1	ok:869
345	0xc02e4	860	860	100.0	0	860	100.0	0	23220	860	119.0	1	0xc0300,0xc037b,0xc03a7	860:1c529afc204a9b46:0xc0300:je:?;0xc037b:je:0;0xc03a7:je:1	ok:860
322	0xbb3c9	834	834	100.0	0	834	100.0	0	22518	0	168.6	2	0xbb4c1	646:fd79160f5b9f1866:0xbb4c1:je:0|188:10e8593b486b88a6:0xbb4c1:je:1	ok:834
254	0xad32c	822	822	100.0	0	822	100.0	0	59184	0	221.8	2	0xad53c,0xad598	712:654b5ded1981085b:0xad53c:je:0;0xad598:je:1|110:121148e630ade341:0xad53c:je:0;0xad598:je:0	ok:822
121	0x91379	737	737	100.0	0	737	100.0	0	65593	0	206.0	1		737:e3b0c44298fc1c14:-	ok:737
320	0xbada5	731	731	100.0	0	731	100.0	0	34012	0	201.4	2	0xbae90,0xbae9e,0xbaead,0xbaebb,0xbb012	654:5f045809296d5b3d:0xbae90:jne:1;0xbae9e:jne:1;0xbaead:jne:1;0xbaebb:jne:0;0xbb012:je:1|77:8d912487d9d4ff9c:0xbae90:jne:1;0xbae9e:jne:1;0xbaead:jne:1;0xbaebb:jne:0;0xbb012:je:0	ok:731
52	0x833c7	726	726	100.0	0	726	100.0	0	38561	0	174.9	2	0x834bc,0x834ca,0x834d9,0x834ee,0x835bd	643:a5bdf261163619f8:0x834bc:jne:1;0x834ca:jne:1;0x834d9:jne:1;0x834ee:jne:0;0x835bd:je:0|83:e530d65417b7204a:0x834bc:jne:1;0x834ca:jne:1;0x834d9:jne:0;0x834ee:jne:1;0x835bd:je:0	ok:726
167	0x9a8d2	726	726	100.0	0	726	100.0	0	31218	0	98.0	1		726:e3b0c44298fc1c14:-	ok:726
83	0x8947b	714	714	100.0	0	714	100.0	0	42840	0	189.7	2	0x895f2,0x8963c,0x89666,0x896a4	397:51cc8bda8af23024:0x895f2:je:1;0x8963c:je:0;0x89666:je:1;0x896a4:je:0|317:5a30d3b6ba886a30:0x895f2:je:0;0x8963c:je:0;0x89666:je:1;0x896a4:je:0	ok:714
253	0xacfb1	708	708	100.0	0	708	100.0	0	29028	1416	187.0	1	0xacff9,0xad075	708:4989c9c06e15747d:0xacff9:je:?;0xad075:je:?	ok:708
237	0xa8e1f	706	706	100.0	0	706	100.0	0	67920	706	304.2	8	0xa8efb,0xa8f3c,0xa8fc9,0xa9000,0xa900c,0xa9019,0xa9025,0xa90d7,0xa9292	359:a821fa9d6ee85a9c:0xa8efb:je:?;0xa8f3c:je:0;0xa8fc9:je:0;0xa9000:jne:1;0xa900c:jne:1;0xa9019:jne:1;0xa9025:jne:0;0xa90d7:je:1;0xa9292:je:0|150:07122ecb14f3e2fb:0xa8efb:je:?;0xa8f3c:je:1;0xa8fc9:je:0;0xa9000:jne:1;0xa900c:jne:1;0xa9019:jne:1;0xa9025:jne:0;0xa90d7:je:1;0xa9292:je:1|135:1b474d2f6e9ff2df:0xa8efb:je:?;0xa8f3c:je:0;0xa8fc9:je:0;0xa9000:jne:1;0xa900c:jne:1;0xa9019:jne:1;0xa9025:jne:0;0xa90d7:je:1;0xa9292:je:1|36:3139f403be9b9713:0xa8efb:je:?;0xa8f3c:je:1;0xa8fc9:je:0;0xa9000:jne:1;0xa900c:jne:1;0xa9019:jne:1;0xa9025:jne:0;0xa90d7:je:0;0xa9292:je:1|15:7ca3e505037dba8b:0xa8efb:je:?;0xa8f3c:je:0;0xa8fc9:je:0;0xa9000:jne:1;0xa900c:jne:1;0xa9019:jne:1;0xa9025:jne:0;0xa90d7:je:0;0xa9292:je:1	ok:706
70	0x8610e	697	697	100.0	0	697	100.0	0	79375	0	325.8	4	0x86334,0x8634a,0x8635f,0x8636c,0x8648a,0x865a3	327:490afcdddd0d9c29:0x86334:jne:1;0x8634a:jne:1;0x8635f:jne:1;0x8636c:jne:0;0x8648a:je:1;0x865a3:je:0|256:4550a35d86c6e9dc:0x86334:jne:1;0x8634a:jne:1;0x8635f:jne:0;0x8636c:jne:1;0x8648a:je:0;0x865a3:je:0|64:864fa49bd935a147:0x86334:jne:0;0x8634a:jne:1;0x8635f:jne:1;0x8636c:jne:1;0x8648a:je:0;0x865a3:je:0|50:8056e776ed725f33:0x86334:jne:1;0x8634a:jne:1;0x8635f:jne:1;0x8636c:jne:0;0x8648a:je:0;0x865a3:je:0	ok:697
124	0x91e81	639	639	100.0	0	639	100.0	0	26838	0	225.0	2	0x91eac,0x91efe	424:720d13cce365bff2:0x91eac:je:1;0x91efe:je:0|215:2ee011e838763ccd:0x91eac:je:0;0x91efe:je:0	ok:639
165	0x9a24c	632	632	100.0	0	632	100.0	0	17064	0	111.0	1		632:e3b0c44298fc1c14:-	ok:632
239	0xa991e	619	619	100.0	0	619	100.0	0	47044	619	194.7	2	0xa9967,0xa99c8,0xa9b87	442:f6bbd4e926e5f796:0xa9967:je:?;0xa99c8:je:1;0xa9b87:je:1|177:e5ee6ce01834c50b:0xa9967:je:?;0xa99c8:je:0;0xa9b87:je:1	ok:619
183	0x9d495	611	611	100.0	0	611	100.0	0	24440	0	101.5	2	0x9d556	359:7633afa8259cedcd:0x9d556:je:1|252:9c00903a53cb9c74:0x9d556:je:0	ok:611
140	0x94e5a	560	560	100.0	0	560	100.0	0	14000	1120	175.3	6	0x94e85,0x94f11,0x94fab,0x94fdd,0x95000,0x9504c	232:025ebb6aefd19d3b:0x94e85:je:1;0x94f11:je:?;0x94fab:je:?;0x94fdd:je:0;0x95000:je:0;0x9504c:je:0|114:f1c3cb816869545a:0x94e85:je:1;0x94f11:je:?;0x94fab:je:?;0x94fdd:je:0;0x95000:je:0;0x9504c:je:1|87:8737500273fab3c0:0x94e85:je:1;0x94f11:je:?;0x94fab:je:?;0x94fdd:je:0;0x95000:je:1;0x9504c:je:1|77:0787fc84bfeaa1fb:0x94e85:je:0;0x94f11:je:?;0x94fab:je:?;0x94fdd:je:0;0x95000:je:1;0x9504c:je:1|45:de4caea284baf91f:0x94e85:je:0;0x94f11:je:?;0x94fab:je:?;0x94fdd:je:0;0x95000:je:0;0x9504c:je:0	ok:560
91	0x8b6de	546	546	100.0	0	546	100.0	0	13650	546	109.0	1	0x8b6ee	546:5caf9c58d429c404:0x8b6ee:je:?	ok:546
351	0xc1d48	542	542	100.0	0	542	100.0	0	18970	0	85.0	1		542:e3b0c44298fc1c14:-	ok:542
99	0x8c99a	531	531	100.0	0	531	100.0	0	34515	1062	140.0	1	0x8ca79,0x8ca94,0x8cb4e	531:d8849544b4403acd:0x8ca79:jne:?;0x8ca94:jne:?;0x8cb4e:je:1	ok:531
180	0x9cf32	478	478	100.0	0	478	100.0	0	4302	0	105.8	2	0x9cfd4,0x9cffa	303:840c57e172be5a2e:0x9cfd4:je:1;0x9cffa:je:0|175:8d3726fc6281a26d:0x9cfd4:je:0;0x9cffa:je:0	ok:478
292	0xb540f	476	476	100.0	0	476	100.0	0	52062	476	274.9	7	0xb5688,0xb56bb,0xb56c8,0xb56f3,0xb5771,0xb57c8	389:0ad9e3ae8721cba8:0xb5688:jne:0;0xb56bb:jne:1;0xb56c8:jne:1;0xb56f3:jne:1;0xb5771:je:?;0xb57c8:je:0|26:d2f4776235d71434:0xb5688:jne:1;0xb56bb:jne:1;0xb56c8:jne:0;0xb56f3:jne:1;0xb5771:je:?;0xb57c8:je:0|22:71211457091f54df:0xb5688:jne:1;0xb56bb:jne:1;0xb56c8:jne:1;0xb56f3:jne:0;0xb5771:je:?;0xb57c8:je:0|21:533c896a11f15624:0xb5688:jne:1;0xb56bb:jne:1;0xb56c8:jne:0;0xb56f3:jne:1;0xb5771:je:?;0xb57c8:je:1|13:d36cba5d23b786af:0xb5688:jne:1;0xb56bb:jne:1;0xb56c8:jne:1;0xb56f3:jne:0;0xb5771:je:?;0xb57c8:je:1	ok:476
208	0xa2361	456	456	100.0	0	456	100.0	0	20779	0	278.9	11	0xa237a,0xa23bd,0xa24d5,0xa2510,0xa26dc,0xa270b,0xa272d,0xa2755	136:0be4b13bf60bd4a5:0xa237a:je:1;0xa23bd:je:1;0xa24d5:je:1;0xa2510:je:1;0xa26dc:jne:0;0xa270b:jne:1;0xa272d:jne:1;0xa2755:jne:1|130:b204364d3b79fdd3:0xa237a:je:0;0xa23bd:je:0;0xa24d5:je:0;0xa2510:je:0;0xa26dc:jne:0;0xa270b:jne:1;0xa272d:jne:1;0xa2755:jne:1|65:c98768020b6486fc:0xa237a:je:1;0xa23bd:je:1;0xa24d5:je:0;0xa2510:je:0;0xa26dc:jne:0;0xa270b:jne:1;0xa272d:jne:1;0xa2755:jne:1|26:945ec9e23a70eb7d:0xa237a:je:1;0xa23bd:je:1;0xa24d5:je:1;0xa2510:je:1;0xa26dc:jne:1;0xa270b:jne:1;0xa272d:jne:1;0xa2755:jne:0|22:5273b21feba7b6a2:0xa237a:je:1;0xa23bd:je:1;0xa24d5:je:1;0xa2510:je:1;0xa26dc:jne:1;0xa270b:jne:1;0xa272d:jne:0;0xa2755:jne:1	ok:456
181	0x9d13f	453	453	100.0	0	453	100.0	0	7701	0	58.0	1		453:e3b0c44298fc1c14:-	ok:453
90	0x8b334	441	441	100.0	0	441	100.0	0	33516	0	201.0	1		441:e3b0c44298fc1c14:-	ok:441
200	0xa0a9e	437	437	100.0	0	437	100.0	0	4370	437	160.6	2	0xa0ae2,0xa0b3f,0xa0bb1,0xa0bf9	294:60584ca31975e643:0xa0ae2:je:?;0xa0b3f:je:1;0xa0bb1:je:1;0xa0bf9:je:1|143:d4d1031a7957f648:0xa0ae2:je:?;0xa0b3f:je:0;0xa0bb1:je:0;0xa0bf9:je:1	ok:437
105	0x8e6b4	414	414	100.0	0	414	100.0	0	39094	0	237.7	7	0x8e713,0x8e925,0x8e94d,0x8e96f,0x8e9a6	328:cf8d4e548fe382ef:0x8e713:je:0;0x8e925:jne:0;0x8e94d:jne:1;0x8e96f:jne:1;0x8e9a6:jne:1|24:91b6ae9102ae61fe:0x8e713:je:0;0x8e925:jne:1;0x8e94d:jne:1;0x8e96f:jne:0;0x8e9a6:jne:1|22:60e314aeef6f3feb:0x8e713:je:1;0x8e925:jne:1;0x8e94d:jne:1;0x8e96f:jne:1;0x8e9a6:jne:0|19:8ec2bf719d6351c7:0x8e713:je:1;0x8e925:jne:1;0x8e94d:jne:1;0x8e96f:jne:0;0x8e9a6:jne:1|15:3baff5e6f167d75f:0x8e713:je:0;0x8e925:jne:1;0x8e94d:jne:1;0x8e96f:jne:1;0x8e9a6:jne:0	ok:414
118	0x90c23	390	390	100.0	0	390	100.0	0	12090	0	132.0	2	0x90c71,0x90c94,0x90d19	325:0c2ec304c56dd3de:0x90c71:je:0;0x90c94:je:1;0x90d19:je:0|65:c682e41fb0d4fdce:0x90c71:je:0;0x90c94:je:0;0x90d19:je:0	ok:390
338	0xbf128	387	387	100.0	0	387	100.0	0	14706	774	95.0	1	0xbf141,0xbf15d	387:a5daee48e4e3170b:0xbf141:je:?;0xbf15d:je:?	ok:387
127	0x926c3	384	384	100.0	0	384	100.0	0	20096	0	149.2	2	0x92773,0x92782,0x92798,0x927ad,0x92862	320:a24732f3bf1ecb29:0x92773:jne:1;0x92782:jne:1;0x92798:jne:1;0x927ad:jne:0;0x92862:je:0|64:1910477798590f8b:0x92773:jne:1;0x92782:jne:1;0x92798:jne:0;0x927ad:jne:1;0x92862:je:0	ok:384
283	0xb3612	381	381	100.0	0	381	100.0	0	11049	0	80.0	1		381:e3b0c44298fc1c14:-	ok:381
349	0xc140b	366	366	100.0	0	366	100.0	0	9882	0	273.2	3	0xc164c,0xc173f,0xc177b,0xc17c3	293:15bcc1ea74bf0193:0xc164c:je:1;0xc173f:je:0;0xc177b:je:0;0xc17c3:je:1|72:91e884abd6c40602:0xc164c:je:0;0xc173f:je:0;0xc177b:je:0;0xc17c3:je:1|1:56d1c35330251181:0xc164c:je:1;0xc173f:je:0;0xc177b:je:0;0xc17c3:je:0	ok:366
281	0xb2db6	347	347	100.0	0	347	100.0	0	9369	0	192.0	1	0xb2fc0	347:bf19bc7c26ba5d0e:0xb2fc0:je:0	ok:347
17	0x7bae9	346	346	100.0	0	346	100.0	0	3806	346	188.3	6	0x7bafa,0x7bbdd,0x7bbea,0x7bbf8,0x7bc05,0x7bc7b,0x7bd0e	259:db3cbbbc0c0a8e41:0x7bafa:je:?;0x7bbdd:jne:0;0x7bbea:jne:1;0x7bbf8:jne:1;0x7bc05:jne:1;0x7bc7b:je:0;0x7bd0e:je:1|31:dfbfe5a7641750c5:0x7bafa:je:?;0x7bbdd:jne:1;0x7bbea:jne:1;0x7bbf8:jne:0;0x7bc05:jne:1;0x7bc7b:je:0;0x7bd0e:je:1|19:94ed757ea46b6bbf:0x7bafa:je:?;0x7bbdd:jne:1;0x7bbea:jne:1;0x7bbf8:jne:0;0x7bc05:jne:1;0x7bc7b:je:1;0x7bd0e:je:1|16:a7ac9449621c75fc:0x7bafa:je:?;0x7bbdd:jne:1;0x7bbea:jne:1;0x7bbf8:jne:1;0x7bc05:jne:0;0x7bc7b:je:1;0x7bd0e:je:1|13:e32326016dd10226:0x7bafa:je:?;0x7bbdd:jne:1;0x7bbea:jne:1;0x7bbf8:jne:1;0x7bc05:jne:0;0x7bc7b:je:0;0x7bd0e:je:1	ok:346
201	0xa0dca	340	340	100.0	0	340	100.0	0	20400	0	312.7	2	0xa0f21,0xa0fa7,0xa10cd,0xa10e7,0xa10f6,0xa1117,0xa1190,0xa124a	266:1519cd726560d643:0xa0f21:je:0;0xa0fa7:je:0;0xa10cd:jne:1;0xa10e7:jne:1;0xa10f6:jne:0;0xa1117:jne:1;0xa1190:je:0;0xa124a:je:0|74:e0921d3affc3a863:0xa0f21:je:0;0xa0fa7:je:0;0xa10cd:jne:1;0xa10e7:jne:1;0xa10f6:jne:0;0xa1117:jne:1;0xa1190:je:1;0xa124a:je:0	ok:340
354	0xc2241	334	334	100.0	0	334	100.0	0	4008	0	90.9	2	0xc22d7	231:00cfcc3534d46b1f:0xc22d7:je:1|103:d69e7237559ac86b:0xc22d7:je:0	ok:334
291	0xb4edd	311	311	100.0	0	311	100.0	0	6842	311	270.8	2	0xb4f4a,0xb4f8e,0xb4fd9,0xb5234	200:ddc91461f8e63b16:0xb4f4a:je:?;0xb4f8e:je:1;0xb4fd9:je:0;0xb5234:je:0|111:9e0d4514e47a2add:0xb4f4a:je:?;0xb4f8e:je:0;0xb4fd9:je:0;0xb5234:je:0	ok:311
169	0x9af18	296	296	100.0	0	296	100.0	0	3256	0	88.0	1		296:e3b0c44298fc1c14:-	ok:296
179	0x9ca8d	271	271	100.0	0	271	100.0	0	20175	0	235.5	3	0x9cad3,0x9cc3c,0x9cd28,0x9cd50,0x9cd62,0x9cd9f	120:5d3cc113707387d4:0x9cad3:je:0;0x9cc3c:je:0;0x9cd28:jne:1;0x9cd50:jne:1;0x9cd62:jne:1;0x9cd9f:jne:0|81:21983abea23f320f:0x9cad3:je:0;0x9cc3c:je:0;0x9cd28:jne:1;0x9cd50:jne:1;0x9cd62:jne:0;0x9cd9f:jne:1|70:46e84a014b0ff9a5:0x9cad3:je:0;0x9cc3c:je:0;0x9cd28:jne:0;0x9cd50:jne:1;0x9cd62:jne:1;0x9cd9f:jne:1	ok:271
310	0xb8556	266	266	100.0	0	266	100.0	0	6118	0	74.9	2	0xb8595,0xb8617	138:c0f3368511d55f61:0xb8595:je:1;0xb8617:je:1|128:edf2aaace7a1b424:0xb8595:je:0;0xb8617:je:1	ok:266
107	0x8eef4	256	256	100.0	0	256	100.0	0	21760	0	182.0	1	0x8f00a,0x8f02a,0x8f03d,0x8f060,0x8f14a	256:e5cd368af7da2ede:0x8f00a:jne:1;0x8f02a:jne:1;0x8f03d:jne:1;0x8f060:jne:0;0x8f14a:je:0	ok:256
261	0xaeda2	250	250	100.0	0	250	100.0	0	8000	0	77.0	1		250:e3b0c44298fc1c14:-	ok:250
119	0x90ebc	243	243	100.0	0	243	100.0	0	7812	0	84.5	2	0x90f2a	158:4c73699f63238b6f:0x90f2a:je:1|85:73da1b628e200f11:0x90f2a:je:0	ok:243
146	0x96407	238	238	100.0	0	238	100.0	0	3283	238	251.7	6	0x96428,0x96492,0x966c4,0x966d3,0x966f8,0x9671d	67:49439122ab0b053b:0x96428:je:?;0x96492:je:1;0x966c4:jne:0;0x966d3:jne:1;0x966f8:jne:1;0x9671d:jne:1|64:8af30cdd4efdb932:0x96428:je:?;0x96492:je:1;0x966c4:jne:1;0x966d3:jne:1;0x966f8:jne:1;0x9671d:jne:0|45:5413c9a6bc7d0fe5:0x96428:je:?;0x96492:je:1;0x966c4:jne:1;0x966d3:jne:1;0x966f8:jne:0;0x9671d:jne:1|31:2bcd541e1be8bdbf:0x96428:je:?;0x96492:je:0;0x966c4:jne:1;0x966d3:jne:1;0x966f8:jne:1;0x9671d:jne:0|26:b6febcf4e14ed176:0x96428:je:?;0x96492:je:0;0x966c4:jne:1;0x966d3:jne:1;0x966f8:jne:0;0x9671d:jne:1	ok:238
40	0x8115d	235	235	100.0	0	235	100.0	0	3055	0	70.0	1		235:e3b0c44298fc1c14:-	ok:235
217	0xa4b11	206	206	100.0	0	206	100.0	0	13390	412	149.0	1	0xa4bfa,0xa4c0e,0xa4cf8	206:ead8aee9446c3f22:0xa4bfa:jne:?;0xa4c0e:jne:?;0xa4cf8:je:1	ok:206
295	0xb60e0	190	190	100.0	0	190	100.0	0	7790	0	82.0	1		190:e3b0c44298fc1c14:-	ok:190
222	0xa5f3c	177	177	100.0	0	177	100.0	0	6586	0	266.4	6	0xa5fbf,0xa600d,0xa6222,0xa622f,0xa6250,0xa6276	65:3c5c7e2ac6164709:0xa5fbf:je:1;0xa600d:je:1;0xa6222:jne:0;0xa622f:jne:1;0xa6250:jne:1;0xa6276:jne:1|36:8dbc619ae0cc1785:0xa5fbf:je:1;0xa600d:je:1;0xa6222:jne:1;0xa622f:jne:1;0xa6250:jne:0;0xa6276:jne:1|28:0256233ac9698073:0xa5fbf:je:1;0xa600d:je:1;0xa6222:jne:1;0xa622f:jne:1;0xa6250:jne:1;0xa6276:jne:0|27:3949013ea1513bf7:0xa5fbf:je:0;0xa600d:je:0;0xa6222:jne:1;0xa622f:jne:1;0xa6250:jne:1;0xa6276:jne:0|20:155b8bfb7079c907:0xa5fbf:je:0;0xa600d:je:0;0xa6222:jne:1;0xa622f:jne:1;0xa6250:jne:0;0xa6276:jne:1	ok:177
330	0xbc9b8	169	169	100.0	0	169	100.0	0	3034	169	289.6	12	0xbc9d3,0xbca25,0xbcaa5,0xbcabc,0xbcaf6,0xbcd08,0xbcd41,0xbcd64,0xbcd99	67:054cc8eb8df0154c:0xbc9d3:je:1;0xbca25:je:1;0xbcaa5:je:?;0xbcabc:je:0;0xbcaf6:je:0;0xbcd08:jne:0;0xbcd41:jne:1;0xbcd64:jne:1;0xbcd99:jne:1|32:30428f99b75c6180:0xbc9d3:je:1;0xbca25:je:1;0xbcaa5:je:?;0xbcabc:je:0;0xbcaf6:je:0;0xbcd08:jne:1;0xbcd41:jne:1;0xbcd64:jne:1;0xbcd99:jne:0|16:1cef9c31fa313403:0xbc9d3:je:1;0xbca25:je:1;0xbcaa5:je:?;0xbcabc:je:0;0xbcaf6:je:1;0xbcd08:jne:1;0xbcd41:jne:1;0xbcd64:jne:1;0xbcd99:jne:0|15:48a5cae376f693ad:0xbc9d3:je:1;0xbca25:je:1;0xbcaa5:je:?;0xbcabc:je:0;0xbcaf6:je:0;0xbcd08:jne:1;0xbcd41:jne:1;0xbcd64:jne:0;0xbcd99:jne:1|12:e4dd6eeb5b9745ed:0xbc9d3:je:0;0xbca25:je:1;0xbcaa5:je:?;0xbcabc:je:0;0xbcaf6:je:0;0xbcd08:jne:1;0xbcd41:jne:1;0xbcd64:jne:0;0xbcd99:jne:1	ok:169
282	0xb3128	165	165	100.0	0	165	100.0	0	15080	165	242.9	6	0xb3145,0xb3178,0xb31f8,0xb3253,0xb3455,0xb348a,0xb34a1,0xb34b6	71:9ac1e1e4dc1df8fb:0xb3145:je:?;0xb3178:je:0;0xb31f8:je:1;0xb3253:je:0;0xb3455:jne:0;0xb348a:jne:1;0xb34a1:jne:1;0xb34b6:jne:1|34:a8f4a9fe1a789292:0xb3145:je:?;0xb3178:je:1;0xb31f8:je:1;0xb3253:je:0;0xb3455:jne:1;0xb348a:jne:1;0xb34a1:jne:0;0xb34b6:jne:1|27:b3758133b3417323:0xb3145:je:?;0xb3178:je:1;0xb31f8:je:1;0xb3253:je:0;0xb3455:jne:1;0xb348a:jne:1;0xb34a1:jne:1;0xb34b6:jne:0|15:407afb74f13af625:0xb3145:je:?;0xb3178:je:0;0xb31f8:je:1;0xb3253:je:0;0xb3455:jne:1;0xb348a:jne:1;0xb34a1:jne:1;0xb34b6:jne:0|9:1764677ecc937783:0xb3145:je:?;0xb3178:je:0;0xb31f8:je:1;0xb3253:je:0;0xb3455:jne:1;0xb348a:jne:1;0xb34a1:jne:0;0xb34b6:jne:1	ok:165
92	0x8b8cb	158	158	100.0	0	158	100.0	0	6794	0	223.6	2	0x8b8e4,0x8ba76,0x8ba9f,0x8bb1c,0x8bb58	95:a78244aaaf9f074f:0x8b8e4:je:0;0x8ba76:je:0;0x8ba9f:je:0;0x8bb1c:je:0;0x8bb58:je:0|63:4e1b79c9e1b36bcb:0x8b8e4:je:1;0x8ba76:je:0;0x8ba9f:je:0;0x8bb1c:je:1;0x8bb58:je:0	ok:158
88	0x8aa14	145	145	100.0	0	145	100.0	0	16854	145	310.2	2	0x8aa9c,0x8acf1,0x8ad18,0x8ad2e,0x8ad3a,0x8aeac	81:b614dd163c96d723:0x8aa9c:je:?;0x8acf1:jne:1;0x8ad18:jne:1;0x8ad2e:jne:0;0x8ad3a:jne:1;0x8aeac:je:0|64:7e6c611ab75b044e:0x8aa9c:je:?;0x8acf1:jne:0;0x8ad18:jne:1;0x8ad2e:jne:1;0x8ad3a:jne:1;0x8aeac:je:0	ok:145
129	0x92f21	136	136	100.0	0	136	100.0	0	272	0	141.1	2	0x93007	134:88af7305685357cd:0x93007:je:1|2:2d7de7f338ef1eb3:0x93007:je:0	ok:136
