source_entry	source_target	events	target_matched_events	target_coverage_pct	target_mismatched_events	ip_matched_events	ip_coverage_pct	ip_mismatched_events	unknown_ops	branch_unknown	avg_steps	statuses	unique_target_exprs	unique_slot_exprs	unique_ip_exprs	top_target_exprs	top_slot_exprs	top_ip_exprs	example_status	example_pred_entry	example_actual_entry	example_bytes	example_target_expr
186	0x9dcae	29	29	100.0	0	29	100.0	0	29	0	187.9	ok:29	1	1	1	29=T[(mask32((mask32(u16_3 + state0)) + 0x72198f10)) & 0xffff]	29=(mask32((mask32(u16_3 + state0)) + 0x72198f10)) & 0xffff	29=0x5					
348	0xc0d7d	28	28	100.0	0	28	100.0	0	28	0	345.5	ok:28	2	2	1	19=T[(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 & 0x4ead272)) + flags0)) | (mask32(flags0 | 0x2730b0cc)))) & 0x19c08712)))) - 0x369ef0d5)) & 0xffff];9=T[(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 & 0x4ead272)) + flags0)) | (mask32((mask32((mask32((mask32(flags0 | 0x2730b0cc)) - 0x5c278a20)) & 0x31691179)) - 0x5c3efee3)))) & 0x19c08712)))) - 0x369ef0d5)) & 0xffff]	19=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 & 0x4ead272)) + flags0)) | (mask32(flags0 | 0x2730b0cc)))) & 0x19c08712)))) - 0x369ef0d5)) & 0xffff;9=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 & 0x4ead272)) + flags0)) | (mask32((mask32((mask32((mask32(flags0 | 0x2730b0cc)) - 0x5c278a20)) & 0x31691179)) - 0x5c3efee3)))) & 0x19c08712)))) - 0x369ef0d5)) & 0xffff	28=0x5					
74	0x86d43	25	25	100.0	0	25	100.0	0	25	0	359.2	ok:25	1	1	1	25=T[(mask32(u16_0 - (mask32((mask32((mask32(state0 - (mask32((mask32(flags0 & (mask32(state0 - 0x7af5a4e2)))) - 0x619b65dc)))) ^ 0x65dcaffc)) + 0x33d7fc12)))) & 0xffff]	25=(mask32(u16_0 - (mask32((mask32((mask32(state0 - (mask32((mask32(flags0 & (mask32(state0 - 0x7af5a4e2)))) - 0x619b65dc)))) ^ 0x65dcaffc)) + 0x33d7fc12)))) & 0xffff	25=0x5					
125	0x922c4	19	19	100.0	0	19	100.0	0	19	0	171.1	ok:19	1	1	1	19=T[(mask32((mask32(u16_0 + state0)) - 0x7b275316)) & 0xffff]	19=(mask32((mask32(u16_0 + state0)) - 0x7b275316)) & 0xffff	19=0x5					
321	0xbb1dd	19	0	0.0	19	0	0.0	19	76	0	212.9	unknown_target:19	1	1	1	19=T[(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 + (mask32(u16_0 ^ flags0)))) | 0x2d680d90)) + 0x69cbe1a0)))) + 0x7ba65dc4)) & 0xffff]	19=(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 + (mask32(u16_0 ^ flags0)))) | 0x2d680d90)) + 0x69cbe1a0)))) + 0x7ba65dc4)) & 0xffff	19=0x4	unknown_target	-1	310	4ef42eb2cc110d725534008000	T[(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 + (mask32(u16_0 ^ flags0)))) | 0x2d680d90)) + 0x69cbe1a0)))) + 0x7ba65dc4)) & 0xffff]
251	0xacbc5	17	17	100.0	0	17	100.0	0	374	0	165.0	ok:17	1	1	1	17=T[(mask32((mask32(u16_3 - state0)) ^ 0x7cf1b821)) & 0xffff]	17=(mask32((mask32(u16_3 - state0)) ^ 0x7cf1b821)) & 0xffff	17=0x5					
290	0xb4c00	17	17	100.0	0	17	100.0	0	85	0	155.0	ok:17	1	1	1	17=T[(mask32((mask32(u16_2 + (mask32(state0 | (mask32(flags0 & 0x3acb356d)))))) ^ 0x29d9517b)) & 0xffff]	17=(mask32((mask32(u16_2 + (mask32(state0 | (mask32(flags0 & 0x3acb356d)))))) ^ 0x29d9517b)) & 0xffff	17=0x5					
248	0xac110	15	15	100.0	0	15	100.0	0	45	0	170.5	ok:15	1	1	1	15=T[(mask32(u16_2 ^ 0x4160066b)) & 0xffff]	15=(mask32(u16_2 ^ 0x4160066b)) & 0xffff	15=0x4					
131	0x937d0	14	14	100.0	0	14	100.0	0	14	0	374.6	ok:14	2	2	1	10=T[(mask32((mask32(u16_1 + (mask32((mask32((mask32((mask32((mask32(state0 | 0x8fb57c3)) - 0x45a18ca4)) | (mask32((mask32((mask32((mask32(flags0 - (mask32((mask32(state0 | 0x8fb57c3)) + 0x4674713d)))) ^ 0x4382f497)) - 0x95703a1)) ^ 0xea909d9)))) - (mask32((mask32((mask32((mask32((mask32((mask32(flags0 - ...#ba03a588846d;4=T[(mask32((mask32(u16_1 + (mask32((mask32((mask32((mask32((mask32(state0 | 0x8fb57c3)) - 0x45a18ca4)) | (mask32((mask32((mask32((mask32((mask32((mask32(flags0 + 0x75229706)) - 0x1ec4fc3d)) - (mask32((mask32(state0 | 0x8fb57c3)) + 0x4674713d)))) ^ 0x4382f497)) - 0x95703a1)) ^ 0xea909d9)))) - (mask32((ma...#dd8dbc3118a8	10=(mask32((mask32(u16_1 + (mask32((mask32((mask32((mask32((mask32(state0 | 0x8fb57c3)) - 0x45a18ca4)) | (mask32((mask32((mask32((mask32(flags0 - (mask32((mask32(state0 | 0x8fb57c3)) + 0x4674713d)))) ^ 0x4382f497)) - 0x95703a1)) ^ 0xea909d9)))) - (mask32((mask32((mask32((mask32((mask32((mask32(flags0 - (m...#a154e422c74f;4=(mask32((mask32(u16_1 + (mask32((mask32((mask32((mask32((mask32(state0 | 0x8fb57c3)) - 0x45a18ca4)) | (mask32((mask32((mask32((mask32((mask32((mask32(flags0 + 0x75229706)) - 0x1ec4fc3d)) - (mask32((mask32(state0 | 0x8fb57c3)) + 0x4674713d)))) ^ 0x4382f497)) - 0x95703a1)) ^ 0xea909d9)))) - (mask32((mask...#6790f617ef78	14=0x5					
87	0x8a49e	12	12	100.0	0	12	100.0	0	12	0	289.0	ok:12	1	1	1	12=T[u16_2 & 0xffff]	12=u16_2 & 0xffff	12=0x5					
245	0xab141	12	12	100.0	0	12	100.0	0	12	0	156.0	ok:12	1	1	1	12=T[(mask32((mask32(u16_0 + state0)) ^ 0x3a835417)) & 0xffff]	12=(mask32((mask32(u16_0 + state0)) ^ 0x3a835417)) & 0xffff	12=0x5					
153	0x979ab	10	10	100.0	0	10	100.0	0	20	0	171.0	ok:10	1	1	1	10=T[(mask32((mask32(u16_0 - state0)) ^ 0x6f642592)) & 0xffff]	10=(mask32((mask32(u16_0 - state0)) ^ 0x6f642592)) & 0xffff	10=0x5					
65	0x85371	9	9	100.0	0	9	100.0	0	27	0	152.0	ok:9	1	1	1	9=T[(mask32((mask32(u16_0 ^ state0)) - 0x5db84d25)) & 0xffff]	9=(mask32((mask32(u16_0 ^ state0)) - 0x5db84d25)) & 0xffff	9=0x4					
56	0x83e76	6	6	100.0	0	6	100.0	0	18	0	187.0	ok:6	1	1	1	6=T[(mask32((mask32(u16_0 - state0)) ^ 0x5380ff71)) & 0xffff]	6=(mask32((mask32(u16_0 - state0)) ^ 0x5380ff71)) & 0xffff	6=0x5					
357	0xc29cf	6	6	100.0	0	6	100.0	0	180	0	181.0	ok:6	1	1	1	6=T[(mask32((mask32(u16_0 ^ (mask32(state0 ^ flags0)))) + 0x70d7d4a7)) & 0xffff]	6=(mask32((mask32(u16_0 ^ (mask32(state0 ^ flags0)))) + 0x70d7d4a7)) & 0xffff	6=0x5					
13	0x7aee8	5	5	100.0	0	5	100.0	0	5	0	263.0	ok:5	1	1	1	5=T[(mask32((mask32(u16_0 - (mask32((mask32(state0 ^ 0x67934603)) ^ (mask32((mask32((mask32((mask32(flags0 - 0x1c36555)) | 0x771fee31)) | 0x1490ac71)) - 0x2de02e8)))))) - 0x5ad3c2e8)) & 0xffff]	5=(mask32((mask32(u16_0 - (mask32((mask32(state0 ^ 0x67934603)) ^ (mask32((mask32((mask32((mask32(flags0 - 0x1c36555)) | 0x771fee31)) | 0x1490ac71)) - 0x2de02e8)))))) - 0x5ad3c2e8)) & 0xffff	5=0x5					
187	0x9e07d	5	5	100.0	0	5	100.0	0	15	0	144.0	ok:5	1	1	1	5=T[(mask32(u16_3 - state0)) & 0xffff]	5=(mask32(u16_3 - state0)) & 0xffff	5=0x5					
240	0xa9cf7	5	5	100.0	0	5	100.0	0	10	0	161.0	ok:5	1	1	1	5=T[(mask32((mask32(u16_3 - state0)) - 0x7bec2197)) & 0xffff]	5=(mask32((mask32(u16_3 - state0)) - 0x7bec2197)) & 0xffff	5=0x5					
331	0xbcfc8	5	5	100.0	0	5	100.0	0	0	0	193.4	ok:5	1	1	1	5=T[(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32(state0 & 0x3eb8b067)) + flags0)) & (mask32(flags0 ^ 0x1f891278)))) + flags0)) + 0x6859cefd)) | 0x47dd4277)))) - 0x35a6d51)) & 0xffff]	5=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32(state0 & 0x3eb8b067)) + flags0)) & (mask32(flags0 ^ 0x1f891278)))) + flags0)) + 0x6859cefd)) | 0x47dd4277)))) - 0x35a6d51)) & 0xffff	5=0x3					
36	0x800a1	4	4	100.0	0	4	100.0	0	4	0	319.0	ok:4	1	1	1	4=T[(mask32(u16_0 - (mask32((mask32((mask32((mask32(state0 + flags0)) ^ (mask32((mask32(flags0 & 0x73966fc6)) & 0x348b11be)))) ^ 0x72d0ef43)) | 0x7af5a860)))) & 0xffff]	4=(mask32(u16_0 - (mask32((mask32((mask32((mask32(state0 + flags0)) ^ (mask32((mask32(flags0 & 0x73966fc6)) & 0x348b11be)))) ^ 0x72d0ef43)) | 0x7af5a860)))) & 0xffff	4=0x5					
86	0x8a37f	4	4	100.0	0	4	100.0	0	32	0	61.0	ok:4	1	1	1	4=T[u16_0 << 0x3]	4=u16_0 << 0x3	4=0x4					
130	0x931d3	4	4	100.0	0	4	100.0	0	0	0	283.0	ok:4	1	1	1	4=T[(mask32((mask32(u16_0 + (mask32((mask32(state0 | (mask32(flags0 - (mask32(state0 + 0x42718c2a)))))) + (mask32((mask32(flags0 - (mask32(state0 + 0x42718c2a)))) & 0x3a044344)))))) - 0x5121ff33)) & 0xffff]	4=(mask32((mask32(u16_0 + (mask32((mask32(state0 | (mask32(flags0 - (mask32(state0 + 0x42718c2a)))))) + (mask32((mask32(flags0 - (mask32(state0 + 0x42718c2a)))) & 0x3a044344)))))) - 0x5121ff33)) & 0xffff	4=0x5					
214	0xa3fe9	4	4	100.0	0	4	100.0	0	4	0	326.0	ok:4	1	1	1	4=T[(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32((mask32(state0 ^ (mask32(flags0 + 0x784f7133)))) ^ 0x7e64782)) & 0x5bda5c23)) + 0x352ca91c)) | (mask32((mask32((mask32((mask32((mask32(flags0 + 0x784f7133)) & 0x4cc9d7b)) & 0x79233229)) - 0x234dc07a)) - 0x2ce4baee)))) - 0x3231759e)))) - ...#5d83ea2fd74f	4=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32((mask32(state0 ^ (mask32(flags0 + 0x784f7133)))) ^ 0x7e64782)) & 0x5bda5c23)) + 0x352ca91c)) | (mask32((mask32((mask32((mask32((mask32(flags0 + 0x784f7133)) & 0x4cc9d7b)) & 0x79233229)) - 0x234dc07a)) - 0x2ce4baee)))) - 0x3231759e)))) - 0x...#efed1af306b7	4=0x5					
221	0xa5889	4	4	100.0	0	4	100.0	0	4	0	326.0	ok:4	1	1	1	4=T[u16_1 & 0xffff]	4=u16_1 & 0xffff	4=0x5					
231	0xa799b	4	4	100.0	0	4	100.0	0	4	0	287.0	ok:4	1	1	1	4=T[(mask32((mask32(u16_3 - (mask32((mask32((mask32((mask32((mask32(state0 + (mask32((mask32(flags0 + 0x37d0b9a9)) ^ 0x6307e167)))) + (mask32((mask32(flags0 + 0x37d0b9a9)) ^ 0x6307e167)))) ^ 0x69e2cccd)) ^ 0x500184b)) - 0x796ead7f)))) + 0x5041c185)) & 0xffff]	4=(mask32((mask32(u16_3 - (mask32((mask32((mask32((mask32((mask32(state0 + (mask32((mask32(flags0 + 0x37d0b9a9)) ^ 0x6307e167)))) + (mask32((mask32(flags0 + 0x37d0b9a9)) ^ 0x6307e167)))) ^ 0x69e2cccd)) ^ 0x500184b)) - 0x796ead7f)))) + 0x5041c185)) & 0xffff	4=0x5					
267	0xafa1f	4	4	100.0	0	4	100.0	0	4	0	316.0	ok:4	1	1	1	4=T[(mask32((mask32(u16_0 + (mask32((mask32((mask32(state0 & 0x22c7ea36)) | (mask32((mask32((mask32((mask32(flags0 | 0x10c4506b)) ^ 0x5cdc1fad)) + 0x50bb45db)) - 0x13e853fe)))) & (mask32((mask32((mask32((mask32((mask32(flags0 | 0x10c4506b)) ^ 0x5cdc1fad)) + 0x50bb45db)) - 0x13e853fe)) & 0x18f9e0e8)))))) ...#5d39bcf52600	4=(mask32((mask32(u16_0 + (mask32((mask32((mask32(state0 & 0x22c7ea36)) | (mask32((mask32((mask32((mask32(flags0 | 0x10c4506b)) ^ 0x5cdc1fad)) + 0x50bb45db)) - 0x13e853fe)))) & (mask32((mask32((mask32((mask32((mask32(flags0 | 0x10c4506b)) ^ 0x5cdc1fad)) + 0x50bb45db)) - 0x13e853fe)) & 0x18f9e0e8)))))) ^ ...#e5c9d55f4c6c	4=0x5					
313	0xb8b42	4	4	100.0	0	4	100.0	0	4	0	235.0	ok:4	1	1	1	4=T[(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32(state0 - (mask32(flags0 + 0x40989976)))) | 0x2f39160a)) ^ (mask32((mask32((mask32((mask32(flags0 - (mask32((mask32((mask32(state0 - (mask32(flags0 + 0x40989976)))) | 0x2f39160a)) ^ 0x7af00ac1)))) ^ (mask32((mask32((mask32(state0 - (mask3...#f19b483adb3f	4=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32(state0 - (mask32(flags0 + 0x40989976)))) | 0x2f39160a)) ^ (mask32((mask32((mask32((mask32(flags0 - (mask32((mask32((mask32(state0 - (mask32(flags0 + 0x40989976)))) | 0x2f39160a)) ^ 0x7af00ac1)))) ^ (mask32((mask32((mask32(state0 - (mask32(...#3dc98223fd15	4=0x5					
359	0xc3406	4	4	100.0	0	4	100.0	0	40	0	150.0	ok:4	1	1	1	4=T[(mask32((mask32(u16_2 + (mask32(state0 & (mask32(flags0 | 0x16bae797)))))) - 0x6683bbe1)) & 0xffff]	4=(mask32((mask32(u16_2 + (mask32(state0 & (mask32(flags0 | 0x16bae797)))))) - 0x6683bbe1)) & 0xffff	4=0x5					
42	0x815ea	3	3	100.0	0	3	100.0	0	0	0	74.0	ok:3	1	1	1	3=T[u16_2 << 0x3]	3=u16_2 << 0x3	3=0x4					
31	0x7ecd2	2	2	100.0	0	2	100.0	0	16	0	154.0	ok:2	1	1	1	2=T[(mask32((mask32(u16_2 + state0)) - 0x72a124af)) & 0xffff]	2=(mask32((mask32(u16_2 + state0)) - 0x72a124af)) & 0xffff	2=0x5					
136	0x9461b	2	2	100.0	0	2	100.0	0	6	0	177.0	ok:2	1	1	1	2=T[(mask32((mask32(u16_0 ^ state0)) - 0x2eae4eac)) & 0xffff]	2=(mask32((mask32(u16_0 ^ state0)) - 0x2eae4eac)) & 0xffff	2=0x5					
35	0x7fd4d	1	1	100.0	0	1	100.0	0	2	0	154.0	ok:1	1	1	1	1=T[(mask32((mask32(u16_0 - state0)) ^ 0x2c39edf6)) & 0xffff]	1=(mask32((mask32(u16_0 - state0)) ^ 0x2c39edf6)) & 0xffff	1=0x5					
54	0x837cb	1	1	100.0	0	1	100.0	0	2	0	180.0	ok:1	1	1	1	1=T[(mask32((mask32(u16_0 ^ (mask32((mask32(state0 & flags0)) - 0x68b4ad2f)))) ^ 0x437360e7)) & 0xffff]	1=(mask32((mask32(u16_0 ^ (mask32((mask32(state0 & flags0)) - 0x68b4ad2f)))) ^ 0x437360e7)) & 0xffff	1=0x5					
78	0x883c0	1	0	0.0	1	0	0.0	1	7	0	307.0	unknown_target:1	1	1	1	1=T[(mask32(u16_0 ^ (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 - (mask32((mask32(flags0 ^ 0xc7e744f)) ^ 0x623ccce4)))) & 0xd4da920)) | (mask32((mask32(flags0 ^ 0xc7e744f)) ^ 0x225dfa31)))) - 0x6110d031)) ^ 0x3fcb6e9a)) ^ (mask32(flags0 ^ 0xc7e744f)))) + 0x60a9dba6)))) & 0xffff]	1=(mask32(u16_0 ^ (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 - (mask32((mask32(flags0 ^ 0xc7e744f)) ^ 0x623ccce4)))) & 0xd4da920)) | (mask32((mask32(flags0 ^ 0xc7e744f)) ^ 0x225dfa31)))) - 0x6110d031)) ^ 0x3fcb6e9a)) ^ (mask32(flags0 ^ 0xc7e744f)))) + 0x60a9dba6)))) & 0xffff	1=0x5	unknown_target	-1	310	d5a3e8f5b13421dfd233008000	T[(mask32(u16_0 ^ (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 - (mask32((mask32(flags0 ^ 0xc7e744f)) ^ 0x623ccce4)))) & 0xd4da920)) | (mask32((mask32(flags0 ^ 0xc7e744f)) ^ 0x225dfa31)))) - 0x6110d031)) ^ 0x3fcb6e9a)) ^ (mask32(flags0 ^ 0xc7e744f)))) + 0x60a9dba6)))) & 0xffff]
85	0x89b37	1	1	100.0	0	1	100.0	0	3	0	181.0	ok:1	1	1	1	1=T[u16_11 & 0xffff]	1=u16_11 & 0xffff	1=0xd					
101	0x8ceb4	1	1	100.0	0	1	100.0	0	3	0	184.0	ok:1	1	1	1	1=T[(mask32((mask32(u16_11 ^ state0)) ^ 0x44422ebb)) & 0xffff]	1=(mask32((mask32(u16_11 ^ state0)) ^ 0x44422ebb)) & 0xffff	1=0xd					
209	0xa2935	1	1	100.0	0	1	100.0	0	1	0	221.0	ok:1	1	1	1	1=T[(mask32(u16_0 ^ (mask32(state0 & (mask32(flags0 | 0x22939484)))))) & 0xffff]	1=(mask32(u16_0 ^ (mask32(state0 & (mask32(flags0 | 0x22939484)))))) & 0xffff	1=0x5					
241	0xa9ffa	1	1	100.0	0	1	100.0	0	1	0	141.0	ok:1	1	1	1	1=T[(mask32(u16_11 + state0)) & 0xffff]	1=(mask32(u16_11 + state0)) & 0xffff	1=0xd					
284	0xb379b	1	1	100.0	0	1	100.0	0	15	0	187.0	ok:1	1	1	1	1=T[(mask32(u16_11 - 0x14b96a4c)) & 0xffff]	1=(mask32(u16_11 - 0x14b96a4c)) & 0xffff	1=0xd					
285	0xb3ff4	1	1	100.0	0	1	100.0	0	2	0	152.0	ok:1	1	1	1	1=T[(mask32(u16_2 - (mask32(state0 ^ flags0)))) & 0xffff]	1=(mask32(u16_2 - (mask32(state0 ^ flags0)))) & 0xffff	1=0x5					
314	0xb8fcf	1	1	100.0	0	1	100.0	0	0	0	244.0	ok:1	1	1	1	1=T[(mask32((mask32(u16_8 + (mask32((mask32(state0 - (mask32(u32_0 ^ state0)))) + 0x477d7abb)))) - 0x5861bc11)) & 0xffff]	1=(mask32((mask32(u16_8 + (mask32((mask32(state0 - (mask32(u32_0 ^ state0)))) + 0x477d7abb)))) - 0x5861bc11)) & 0xffff	1=0xa					
323	0xbb6e6	1	1	100.0	0	1	100.0	0	0	0	98.0	ok:1	1	1	1	1=T[u16_0 << 0x3]	1=u16_0 << 0x3	1=0x4					
