source_entry	source_target	branch_site	branch_mnemonic	events	taken_events	not_taken_events	unknown_events	unknown_pct	avg_steps_to_branch	top_predicate_classes	condition_sites	condition_mnemonics	top_condition_ops	top_left_exprs	top_right_exprs	top_left_values	top_right_values	zf_values	top_conditions
158	0x99029	0x990e7	jne	2632	2632	0	0	0.0	38.0	resolved:2632	0x990e5:2632	cmp:2632	al, 0x32:2632	vm_byte0:2632	0x32:2632	0x3a:2632	0x32:2632	False:2632	0x990e5:cmp:al, 0x32:vm_byte0(0x3a) ? 0x32(0x32):zf=False:constant,vm_byte:2632
287	0xb45d2	0xb461d	je	2612	0	2612	0	0.0	18.0	resolved:2612	0xb461a:2612	cmp:2612	cl, 0:2612	low8((frame + 0x194)):2612	0x0:2612	frame+0x194:2612	0x0:2612	False:2612	0xb461a:cmp:cl, 0:low8((frame + 0x194))(frame+0x194) ? 0x0(0x0):zf=False:constant,frame_pointer,frame_ptr_low8:2612
287	0xb45d2	0xb464a	je	2612	1510	1102	0	0.0	26.0	resolved:2612	0xb4644:2612	cmp:2612	esi, 0:2612	(flags0 & 0x2):2612	0x0:2612	0x0:1510,0x2:1102	0x0:2612	True:1510,False:1102	0xb4644:cmp:esi, 0:(flags0 & 0x2)(0x0) ? 0x0(0x0):zf=True:constant,flags:1510,0xb4644:cmp:esi, 0:(flags0 & 0x2)(0x2) ? 0x0(0x0):zf=False:constant,flags:1102
287	0xb45d2	0xb468d	je	2612	0	2612	0	0.0	36.5	resolved:2612	0xb4689:2612	cmp:2612	r12b, 0:2612	low8((frame + 0x170)):2612	0x0:2612	frame+0x170:2612	0x0:2612	False:2612	0xb4689:cmp:r12b, 0:low8((frame + 0x170))(frame+0x170) ? 0x0(0x0):zf=False:constant,frame_pointer,frame_ptr_low8:2612
287	0xb45d2	0xb46fa	je	2612	2612	0	0	0.0	57.5	resolved:2612	0xb46f4:2612	cmp:2612	ebx, 0:2612	(flags0 & 0x2):1510,(((flags0 - 0x67686890) + 0x609b810a) & 0x2):1102	0x0:2612	0x0:2612	0x0:2612	True:2612	0xb46f4:cmp:ebx, 0:(flags0 & 0x2)(0x0) ? 0x0(0x0):zf=True:constant,flags:1510,0xb46f4:cmp:ebx, 0:(((flags0 - 0x67686890) + 0x609b810a) & 0x2)(0x0) ? 0x0(0x0):zf=True:constant,flags:1102
287	0xb45d2	0xb47a7	jne	2612	2612	0	0	0.0	84.5	resolved:2612	0xb47a4:2612	cmp:2612	rsi, rbx:2612	(u16_2 + frame):2612	(seed_frame(0x81) + 0x1a44e4ef):2612	frame+0x1e8:2612	frame+0x13:491,frame+0x68:472,frame+0xb3:322,frame+0xab:216,frame+0x91:171	False:2612	0xb47a4:cmp:rsi, rbx:(u16_2 + frame)(frame+0x1e8) ? (seed_frame(0x81) + 0x1a44e4ef)(frame+0x13):zf=False:constant,frame_pointer,frame_scratch_seed,vm_bytecode:491,0xb47a4:cmp:rsi, rbx:(u16_2 + frame)(frame+0x1e8) ? (seed_frame(0x81) + 0x1a44e4ef)(frame+0x68):zf=False:constant,frame_pointer,frame_scratch_seed,vm_bytecode:472,0xb47a4:cmp:rsi, rbx:(u16_2 + frame)(frame+0x1e8) ? (seed_frame(0x81) + 0x1a44e4ef)(frame+0xb3):zf=False:constant,frame_pointer,frame_scratch_seed,vm_bytecode:322,0xb47a4:cmp:rsi, rbx:(u16_2 + frame)(frame+0x1e8) ? (seed_frame(0x81) + 0x1a44e4ef)(frame+0xab):zf=False:constant,frame_pointer,frame_scratch_seed,vm_bytecode:216,0xb47a4:cmp:rsi, rbx:(u16_2 + frame)(frame+0x1e8) ? (seed_frame(0x81) + 0x1a44e4ef)(frame+0x91):zf=False:constant,frame_pointer,frame_scratch_seed,vm_bytecode:171
287	0xb45d2	0xb47b8	jne	2612	2612	0	0	0.0	86.5	resolved:2612	0xb47b4:2612	cmp:2612	r9b, 0x32:2612	vm_byte0:2612	0x32:2612	0x3a:2612	0x32:2612	False:2612	0xb47b4:cmp:r9b, 0x32:vm_byte0(0x3a) ? 0x32(0x32):zf=False:constant,vm_byte:2612
287	0xb45d2	0xb47d9	je	2612	0	2612	0	0.0	88.5	resolved:2612	0xb47d5:2612	cmp:2612	r9b, 0x32:2612	vm_byte0:2612	0x32:2612	0x3a:2612	0x32:2612	False:2612	0xb47d5:cmp:r9b, 0x32:vm_byte0(0x3a) ? 0x32(0x32):zf=False:constant,vm_byte:2612
287	0xb45d2	0xb47e8	je	2612	0	2612	0	0.0	91.5	resolved:2612	0xb47e1:2612	cmp:2612	rsi, 0:2612	(u16_2 + frame):2612	0x0:2612	frame+0x1e8:2612	0x0:2612	False:2612	0xb47e1:cmp:rsi, 0:(u16_2 + frame)(frame+0x1e8) ? 0x0(0x0):zf=False:constant,frame_pointer,vm_bytecode:2612
287	0xb45d2	0xb4810	je	2612	0	2612	0	0.0	99.5	resolved:2612	0xb480c:2612	cmp:2612	dil, 0:2612	low8(seed_frame(0x81)):2612	0x0:2612	frame-0x1a44e4dc:491,frame-0x1a44e487:472,frame-0x1a44e43c:322,frame-0x1a44e444:216,frame-0x1a44e45e:171	0x0:2612	False:2612	0xb480c:cmp:dil, 0:low8(seed_frame(0x81))(frame-0x1a44e4dc) ? 0x0(0x0):zf=False:constant,frame_ptr_low8,frame_scratch_seed:491,0xb480c:cmp:dil, 0:low8(seed_frame(0x81))(frame-0x1a44e487) ? 0x0(0x0):zf=False:constant,frame_ptr_low8,frame_scratch_seed:472,0xb480c:cmp:dil, 0:low8(seed_frame(0x81))(frame-0x1a44e43c) ? 0x0(0x0):zf=False:constant,frame_ptr_low8,frame_scratch_seed:322,0xb480c:cmp:dil, 0:low8(seed_frame(0x81))(frame-0x1a44e444) ? 0x0(0x0):zf=False:constant,frame_ptr_low8,frame_scratch_seed:216,0xb480c:cmp:dil, 0:low8(seed_frame(0x81))(frame-0x1a44e45e) ? 0x0(0x0):zf=False:constant,frame_ptr_low8,frame_scratch_seed:171
176	0x9c10b	0x9c1c7	jne	2512	2512	0	0	0.0	42.0	resolved:2512	0x9c1c4:2512	cmp:2512	cl, 0x32:2512	vm_byte0:2512	0x32:2512	0x3a:2512	0x32:2512	False:2512	0x9c1c4:cmp:cl, 0x32:vm_byte0(0x3a) ? 0x32(0x32):zf=False:constant,vm_byte:2512
176	0x9c10b	0x9c215	je	2512	1598	914	0	0.0	55.0	resolved:2512	0x9c20e:2512	cmp:2512	r14d, 0:2512	(flags0 & 0x2):2512	0x0:2512	0x0:1598,0x2:914	0x0:2512	True:1598,False:914	0x9c20e:cmp:r14d, 0:(flags0 & 0x2)(0x0) ? 0x0(0x0):zf=True:constant,flags:1598,0x9c20e:cmp:r14d, 0:(flags0 & 0x2)(0x2) ? 0x0(0x0):zf=False:constant,flags:914
176	0x9c10b	0x9c25d	je	2512	0	2512	0	0.0	66.8	resolved:2512	0x9c259:2512	cmp:2512	r15b, 0:2512	low8((ip+0x0 + 0x0)):2512	0x0:2512	ip+0x0:2512	0x0:2512	False:2512	0x9c259:cmp:r15b, 0:low8((ip+0x0 + 0x0))(ip+0x0) ? 0x0(0x0):zf=False:constant,ptr_partial,vm_ip_pointer:2512
20	0x7c62b	0x7c649	je	2490	267	2223	0	0.0	8.0	resolved:2490	0x7c645:2490	cmp:2490	r14b, 0:2490	seed(r14):1583,low8(seed(r14)):907	0x0:2490	frame+0x170:429,0x0:265,0xff:183,frame+0xa:165,frame+0x71:118	0x0:2490	False:2223,True:267	0x7c645:cmp:r14b, 0:low8(seed(r14))(frame+0x170) ? 0x0(0x0):zf=False:constant,frame_pointer,frame_ptr_low8,gpr_seed:429,0x7c645:cmp:r14b, 0:seed(r14)(0x0) ? 0x0(0x0):zf=True:constant,gpr_seed,image_offset:265,0x7c645:cmp:r14b, 0:seed(r14)(0xff) ? 0x0(0x0):zf=False:constant,gpr_seed,image_offset:183,0x7c645:cmp:r14b, 0:low8(seed(r14))(frame+0xa) ? 0x0(0x0):zf=False:constant,frame_pointer,frame_ptr_low8,gpr_seed:165,0x7c645:cmp:r14b, 0:low8(seed(r14))(frame+0x71) ? 0x0(0x0):zf=False:constant,frame_pointer,frame_ptr_low8,gpr_seed:118
20	0x7c62b	0x7c702	je	2490	1434	1056	0	0.0	45.9	resolved:2490	0x7c6fb:2490	cmp:2490	r8d, 0:2490	(flags0 & 0x2):2490	0x0:2490	0x0:1434,0x2:1056	0x0:2490	True:1434,False:1056	0x7c6fb:cmp:r8d, 0:(flags0 & 0x2)(0x0) ? 0x0(0x0):zf=True:constant,flags:1434,0x7c6fb:cmp:r8d, 0:(flags0 & 0x2)(0x2) ? 0x0(0x0):zf=False:constant,flags:1056
20	0x7c62b	0x7c858	jne	2490	2490	0	0	0.0	99.2	resolved:2490	0x7c854:2490	cmp:2490	r11b, 0x32:2490	vm_byte0:2490	0x32:2490	0x3a:2490	0x32:2490	False:2490	0x7c854:cmp:r11b, 0x32:vm_byte0(0x3a) ? 0x32(0x32):zf=False:constant,vm_byte:2490
198	0xa037e	0xa0391	je	2441	291	2150	0	0.0	6.0	resolved:2441	0xa038e:2441	cmp:2441	bl, 0:2441	seed(rbx):1650,low8(seed(rbx)):791	0x0:2441	0x0:275,frame+0x170:255,0x18:89,0xff:81,frame+0xa:78	0x0:2441	False:2150,True:291	0xa038e:cmp:bl, 0:seed(rbx)(0x0) ? 0x0(0x0):zf=True:constant,gpr_seed,image_offset:275,0xa038e:cmp:bl, 0:low8(seed(rbx))(frame+0x170) ? 0x0(0x0):zf=False:constant,frame_pointer,frame_ptr_low8,gpr_seed:255,0xa038e:cmp:bl, 0:seed(rbx)(0x18) ? 0x0(0x0):zf=False:constant,gpr_seed,image_offset:89,0xa038e:cmp:bl, 0:seed(rbx)(0xff) ? 0x0(0x0):zf=False:constant,gpr_seed,image_offset:81,0xa038e:cmp:bl, 0:low8(seed(rbx))(frame+0xa) ? 0x0(0x0):zf=False:constant,frame_pointer,frame_ptr_low8,gpr_seed:78
198	0xa037e	0xa04a9	jne	2441	1893	548	0	0.0	64.9	resolved:2441	0xa04a5:2441	cmp:2441	r11b, 0x62:2441	vm_byte0:2441	0x62:2441	0x3a:1341,0x50:552,0x62:548	0x62:2441	False:1893,True:548	0xa04a5:cmp:r11b, 0x62:vm_byte0(0x3a) ? 0x62(0x62):zf=False:constant,vm_byte:1341,0xa04a5:cmp:r11b, 0x62:vm_byte0(0x50) ? 0x62(0x62):zf=False:constant,vm_byte:552,0xa04a5:cmp:r11b, 0x62:vm_byte0(0x62) ? 0x62(0x62):zf=True:constant,vm_byte:548
198	0xa037e	0xa04b6	jne	2441	2441	0	0	0.0	67.1	resolved:2441	0xa04b2:2441	cmp:2441	r11b, 0x32:2441	vm_byte0:2441	0x32:2441	0x3a:1341,0x50:552,0x62:548	0x32:2441	False:2441	0xa04b2:cmp:r11b, 0x32:vm_byte0(0x3a) ? 0x32(0x32):zf=False:constant,vm_byte:1341,0xa04b2:cmp:r11b, 0x32:vm_byte0(0x50) ? 0x32(0x32):zf=False:constant,vm_byte:552,0xa04b2:cmp:r11b, 0x32:vm_byte0(0x62) ? 0x32(0x32):zf=False:constant,vm_byte:548
198	0xa037e	0xa04c4	jne	2441	1889	552	0	0.0	69.1	resolved:2441	0xa04c0:2441	cmp:2441	r11b, 0x50:2441	vm_byte0:2441	0x50:2441	0x3a:1341,0x50:552,0x62:548	0x50:2441	False:1889,True:552	0xa04c0:cmp:r11b, 0x50:vm_byte0(0x3a) ? 0x50(0x50):zf=False:constant,vm_byte:1341,0xa04c0:cmp:r11b, 0x50:vm_byte0(0x50) ? 0x50(0x50):zf=True:constant,vm_byte:552,0xa04c0:cmp:r11b, 0x50:vm_byte0(0x62) ? 0x50(0x50):zf=False:constant,vm_byte:548
198	0xa037e	0xa04f1	jne	2441	1100	1341	0	0.0	72.7	resolved:2441	0xa04ed:2441	cmp:2441	r11b, 0x3a:2441	vm_byte0:2441	0x3a:2441	0x3a:1341,0x50:552,0x62:548	0x3a:2441	True:1341,False:1100	0xa04ed:cmp:r11b, 0x3a:vm_byte0(0x3a) ? 0x3a(0x3a):zf=True:constant,vm_byte:1341,0xa04ed:cmp:r11b, 0x3a:vm_byte0(0x50) ? 0x3a(0x3a):zf=False:constant,vm_byte:552,0xa04ed:cmp:r11b, 0x3a:vm_byte0(0x62) ? 0x3a(0x3a):zf=False:constant,vm_byte:548
108	0x8f24b	0x8f368	jne	2430	2163	267	0	0.0	62.0	resolved:2430	0x8f365:2430	cmp:2430	bl, 0x62:2430	vm_byte0:2430	0x62:2430	0x3a:1749,0x50:413,0x62:267,0x32:1	0x62:2430	False:2163,True:267	0x8f365:cmp:bl, 0x62:vm_byte0(0x3a) ? 0x62(0x62):zf=False:constant,vm_byte:1749,0x8f365:cmp:bl, 0x62:vm_byte0(0x50) ? 0x62(0x62):zf=False:constant,vm_byte:413,0x8f365:cmp:bl, 0x62:vm_byte0(0x62) ? 0x62(0x62):zf=True:constant,vm_byte:267,0x8f365:cmp:bl, 0x62:vm_byte0(0x32) ? 0x62(0x62):zf=False:constant,vm_byte:1
108	0x8f24b	0x8f38e	jne	2430	2429	1	0	0.0	64.8	resolved:2430	0x8f38b:2430	cmp:2430	bl, 0x32:2430	vm_byte0:2430	0x32:2430	0x3a:1749,0x50:413,0x62:267,0x32:1	0x32:2430	False:2429,True:1	0x8f38b:cmp:bl, 0x32:vm_byte0(0x3a) ? 0x32(0x32):zf=False:constant,vm_byte:1749,0x8f38b:cmp:bl, 0x32:vm_byte0(0x50) ? 0x32(0x32):zf=False:constant,vm_byte:413,0x8f38b:cmp:bl, 0x32:vm_byte0(0x62) ? 0x32(0x32):zf=False:constant,vm_byte:267,0x8f38b:cmp:bl, 0x32:vm_byte0(0x32) ? 0x32(0x32):zf=True:constant,vm_byte:1
108	0x8f24b	0x8f3a8	jne	2430	2017	413	0	0.0	66.8	resolved:2430	0x8f3a5:2430	cmp:2430	bl, 0x50:2430	vm_byte0:2430	0x50:2430	0x3a:1749,0x50:413,0x62:267,0x32:1	0x50:2430	False:2017,True:413	0x8f3a5:cmp:bl, 0x50:vm_byte0(0x3a) ? 0x50(0x50):zf=False:constant,vm_byte:1749,0x8f3a5:cmp:bl, 0x50:vm_byte0(0x50) ? 0x50(0x50):zf=True:constant,vm_byte:413,0x8f3a5:cmp:bl, 0x50:vm_byte0(0x62) ? 0x50(0x50):zf=False:constant,vm_byte:267,0x8f3a5:cmp:bl, 0x50:vm_byte0(0x32) ? 0x50(0x50):zf=False:constant,vm_byte:1
108	0x8f24b	0x8f438	jne	2430	681	1749	0	0.0	73.4	resolved:2430	0x8f435:2430	cmp:2430	bl, 0x3a:2430	vm_byte0:2430	0x3a:2430	0x3a:1749,0x50:413,0x62:267,0x32:1	0x3a:2430	True:1749,False:681	0x8f435:cmp:bl, 0x3a:vm_byte0(0x3a) ? 0x3a(0x3a):zf=True:constant,vm_byte:1749,0x8f435:cmp:bl, 0x3a:vm_byte0(0x50) ? 0x3a(0x3a):zf=False:constant,vm_byte:413,0x8f435:cmp:bl, 0x3a:vm_byte0(0x62) ? 0x3a(0x3a):zf=False:constant,vm_byte:267,0x8f435:cmp:bl, 0x3a:vm_byte0(0x32) ? 0x3a(0x3a):zf=False:constant,vm_byte:1
108	0x8f24b	0x8f4f4	je	2430	1954	476	0	0.0	109.6	resolved:2430	0x8f4ed:2430	cmp:2430	r11d, 0:2430	(flags0 & 0x2):2430	0x0:2430	0x0:1954,0x2:476	0x0:2430	True:1954,False:476	0x8f4ed:cmp:r11d, 0:(flags0 & 0x2)(0x0) ? 0x0(0x0):zf=True:constant,flags:1954,0x8f4ed:cmp:r11d, 0:(flags0 & 0x2)(0x2) ? 0x0(0x0):zf=False:constant,flags:476
108	0x8f24b	0x8f53a	je	2430	0	2430	0	0.0	118.8	resolved:2430	0x8f536:2430	cmp:2430	r8b, 0:2430	low8((frame + 0x0)):2430	0x0:2430	frame+0x0:2430	0x0:2430	False:2430	0x8f536:cmp:r8b, 0:low8((frame + 0x0))(frame+0x0) ? 0x0(0x0):zf=False:constant,frame_pointer,frame_ptr_low8:2430
108	0x8f24b	0x8f55b	je	2430	2430	0	0	0.0	123.8	resolved:2430	0x8f555:2430	cmp:2430	esi, 0:2430	(flags0 & 0x2):1954,(((flags0 ^ 0x1d98f07a) & 0x60594c67) & 0x2):476	0x0:2430	0x0:2430	0x0:2430	True:2430	0x8f555:cmp:esi, 0:(flags0 & 0x2)(0x0) ? 0x0(0x0):zf=True:constant,flags:1954,0x8f555:cmp:esi, 0:(((flags0 ^ 0x1d98f07a) & 0x60594c67) & 0x2)(0x0) ? 0x0(0x0):zf=True:constant,flags:476
257	0xadbfd	0xadc1e	je	2408	0	2408	0	0.0	8.0	resolved:2408	0xadc1a:2408	cmp:2408	r12b, 0:2408	low8((frame + 0x81)):2408	0x0:2408	frame+0x81:2408	0x0:2408	False:2408	0xadc1a:cmp:r12b, 0:low8((frame + 0x81))(frame+0x81) ? 0x0(0x0):zf=False:constant,frame_pointer,frame_ptr_low8:2408
257	0xadbfd	0xadcc0	jne	2408	2272	136	0	0.0	42.0	resolved:2408	0xadcbd:2408	cmp:2408	cl, 0x62:2408	vm_byte0:2408	0x62:2408	0x3a:1819,0x50:452,0x62:136,0x32:1	0x62:2408	False:2272,True:136	0xadcbd:cmp:cl, 0x62:vm_byte0(0x3a) ? 0x62(0x62):zf=False:constant,vm_byte:1819,0xadcbd:cmp:cl, 0x62:vm_byte0(0x50) ? 0x62(0x62):zf=False:constant,vm_byte:452,0xadcbd:cmp:cl, 0x62:vm_byte0(0x62) ? 0x62(0x62):zf=True:constant,vm_byte:136,0xadcbd:cmp:cl, 0x62:vm_byte0(0x32) ? 0x62(0x62):zf=False:constant,vm_byte:1
257	0xadbfd	0xadccc	jne	2408	2407	1	0	0.0	44.1	resolved:2408	0xadcc9:2408	cmp:2408	cl, 0x32:2408	vm_byte0:2408	0x32:2408	0x3a:1819,0x50:452,0x62:136,0x32:1	0x32:2408	False:2407,True:1	0xadcc9:cmp:cl, 0x32:vm_byte0(0x3a) ? 0x32(0x32):zf=False:constant,vm_byte:1819,0xadcc9:cmp:cl, 0x32:vm_byte0(0x50) ? 0x32(0x32):zf=False:constant,vm_byte:452,0xadcc9:cmp:cl, 0x32:vm_byte0(0x62) ? 0x32(0x32):zf=False:constant,vm_byte:136,0xadcc9:cmp:cl, 0x32:vm_byte0(0x32) ? 0x32(0x32):zf=True:constant,vm_byte:1
257	0xadbfd	0xadcd9	jne	2408	1956	452	0	0.0	46.1	resolved:2408	0xadcd6:2408	cmp:2408	cl, 0x50:2408	vm_byte0:2408	0x50:2408	0x3a:1819,0x50:452,0x62:136,0x32:1	0x50:2408	False:1956,True:452	0xadcd6:cmp:cl, 0x50:vm_byte0(0x3a) ? 0x50(0x50):zf=False:constant,vm_byte:1819,0xadcd6:cmp:cl, 0x50:vm_byte0(0x50) ? 0x50(0x50):zf=True:constant,vm_byte:452,0xadcd6:cmp:cl, 0x50:vm_byte0(0x62) ? 0x50(0x50):zf=False:constant,vm_byte:136,0xadcd6:cmp:cl, 0x50:vm_byte0(0x32) ? 0x50(0x50):zf=False:constant,vm_byte:1
257	0xadbfd	0xadd06	jne	2408	589	1819	0	0.0	49.3	resolved:2408	0xadd03:2408	cmp:2408	cl, 0x3a:2408	vm_byte0:2408	0x3a:2408	0x3a:1819,0x50:452,0x62:136,0x32:1	0x3a:2408	True:1819,False:589	0xadd03:cmp:cl, 0x3a:vm_byte0(0x3a) ? 0x3a(0x3a):zf=True:constant,vm_byte:1819,0xadd03:cmp:cl, 0x3a:vm_byte0(0x50) ? 0x3a(0x3a):zf=False:constant,vm_byte:452,0xadd03:cmp:cl, 0x3a:vm_byte0(0x62) ? 0x3a(0x3a):zf=False:constant,vm_byte:136,0xadd03:cmp:cl, 0x3a:vm_byte0(0x32) ? 0x3a(0x3a):zf=False:constant,vm_byte:1
257	0xadbfd	0xadd6a	je	2408	3	2405	0	0.0	70.1	resolved:2408	0xadd66:2408	cmp:2408	sil, 0:2408	low8((seed_frame(0x81) + 0x1a44e4ef)):1985,low8(((seed_frame(0x81) + 0x1a44e4ef) + 0x4)):421,(seed_frame(0x81) + 0x1a44e4ef):2	0x0:2408	frame+0x68:481,frame+0xb3:259,frame+0xab:246,frame+0x79:169,frame+0x13:160	0x0:2408	False:2405,True:3	0xadd66:cmp:sil, 0:low8((seed_frame(0x81) + 0x1a44e4ef))(frame+0x68) ? 0x0(0x0):zf=False:constant,frame_ptr_low8,frame_scratch_seed:481,0xadd66:cmp:sil, 0:low8((seed_frame(0x81) + 0x1a44e4ef))(frame+0xb3) ? 0x0(0x0):zf=False:constant,frame_ptr_low8,frame_scratch_seed:259,0xadd66:cmp:sil, 0:low8((seed_frame(0x81) + 0x1a44e4ef))(frame+0xab) ? 0x0(0x0):zf=False:constant,frame_ptr_low8,frame_scratch_seed:246,0xadd66:cmp:sil, 0:low8((seed_frame(0x81) + 0x1a44e4ef))(frame+0x79) ? 0x0(0x0):zf=False:constant,frame_ptr_low8,frame_scratch_seed:169,0xadd66:cmp:sil, 0:low8((seed_frame(0x81) + 0x1a44e4ef))(frame+0x13) ? 0x0(0x0):zf=False:constant,frame_ptr_low8,frame_scratch_seed:160
257	0xadbfd	0xadda4	je	2408	747	1661	0	0.0	80.1	resolved:2408	0xadd9d:2408	cmp:2408	r12d, 0:2408	((flags0 | 0x6cd0e9c0) & 0x2):2408	0x0:2408	0x2:1661,0x0:747	0x0:2408	False:1661,True:747	0xadd9d:cmp:r12d, 0:((flags0 | 0x6cd0e9c0) & 0x2)(0x2) ? 0x0(0x0):zf=False:constant,flags:1661,0xadd9d:cmp:r12d, 0:((flags0 | 0x6cd0e9c0) & 0x2)(0x0) ? 0x0(0x0):zf=True:constant,flags:747
173	0x9ba74	0x9bb4a	jne	2374	2305	69	0	0.0	44.0	resolved:2374	0x9bb46:2374	cmp:2374	r11b, 0x62:2374	vm_byte0:2374	0x62:2374	0x3a:1463,0x50:842,0x62:69	0x62:2374	False:2305,True:69	0x9bb46:cmp:r11b, 0x62:vm_byte0(0x3a) ? 0x62(0x62):zf=False:constant,vm_byte:1463,0x9bb46:cmp:r11b, 0x62:vm_byte0(0x50) ? 0x62(0x62):zf=False:constant,vm_byte:842,0x9bb46:cmp:r11b, 0x62:vm_byte0(0x62) ? 0x62(0x62):zf=True:constant,vm_byte:69
173	0x9ba74	0x9bb57	jne	2374	2374	0	0	0.0	46.0	resolved:2374	0x9bb53:2374	cmp:2374	r11b, 0x32:2374	vm_byte0:2374	0x32:2374	0x3a:1463,0x50:842,0x62:69	0x32:2374	False:2374	0x9bb53:cmp:r11b, 0x32:vm_byte0(0x3a) ? 0x32(0x32):zf=False:constant,vm_byte:1463,0x9bb53:cmp:r11b, 0x32:vm_byte0(0x50) ? 0x32(0x32):zf=False:constant,vm_byte:842,0x9bb53:cmp:r11b, 0x32:vm_byte0(0x62) ? 0x32(0x32):zf=False:constant,vm_byte:69
173	0x9ba74	0x9bb65	jne	2374	1532	842	0	0.0	48.0	resolved:2374	0x9bb61:2374	cmp:2374	r11b, 0x50:2374	vm_byte0:2374	0x50:2374	0x3a:1463,0x50:842,0x62:69	0x50:2374	False:1532,True:842	0x9bb61:cmp:r11b, 0x50:vm_byte0(0x3a) ? 0x50(0x50):zf=False:constant,vm_byte:1463,0x9bb61:cmp:r11b, 0x50:vm_byte0(0x50) ? 0x50(0x50):zf=True:constant,vm_byte:842,0x9bb61:cmp:r11b, 0x50:vm_byte0(0x62) ? 0x50(0x50):zf=False:constant,vm_byte:69
173	0x9ba74	0x9bb91	jne	2374	911	1463	0	0.0	52.5	resolved:2374	0x9bb8d:2374	cmp:2374	r11b, 0x3a:2374	vm_byte0:2374	0x3a:2374	0x3a:1463,0x50:842,0x62:69	0x3a:2374	True:1463,False:911	0x9bb8d:cmp:r11b, 0x3a:vm_byte0(0x3a) ? 0x3a(0x3a):zf=True:constant,vm_byte:1463,0x9bb8d:cmp:r11b, 0x3a:vm_byte0(0x50) ? 0x3a(0x3a):zf=False:constant,vm_byte:842,0x9bb8d:cmp:r11b, 0x3a:vm_byte0(0x62) ? 0x3a(0x3a):zf=False:constant,vm_byte:69
173	0x9ba74	0x9bbb5	je	2374	0	2374	0	0.0	60.1	resolved:2374	0x9bbb1:2374	cmp:2374	r11b, 0:2374	vm_byte0:2374	0x0:2374	0x3a:1463,0x50:842,0x62:69	0x0:2374	False:2374	0x9bbb1:cmp:r11b, 0:vm_byte0(0x3a) ? 0x0(0x0):zf=False:constant,vm_byte:1463,0x9bbb1:cmp:r11b, 0:vm_byte0(0x50) ? 0x0(0x0):zf=False:constant,vm_byte:842,0x9bbb1:cmp:r11b, 0:vm_byte0(0x62) ? 0x0(0x0):zf=False:constant,vm_byte:69
173	0x9ba74	0x9bbfa	je	2374	8	2366	0	0.0	74.1	resolved:2374	0x9bbf6:2374	cmp:2374	r9b, 0:2374	low8(((((frame + 0x23) - 0x5cce574a) + seed_frame(0x71)) - seed(r13))):1477,((((frame + 0x23) - 0x5cce574a) + seed_frame(0x71)) - seed(r13)):897	0x0:2374	frame+0x7ffe1255746e:26,0xfe:22,0x4b:12,0xbe:12,0xb8:10	0x0:2374	False:2366,True:8	0x9bbf6:cmp:r9b, 0:low8(((((frame + 0x23) - 0x5cce574a) + seed_frame(0x71)) - seed(r13)))(frame+0x7ffe1255746e) ? 0x0(0x0):zf=False:constant,frame_pointer,frame_ptr_low8,frame_scratch_seed,gpr_seed,image_offset:26,0x9bbf6:cmp:r9b, 0:((((frame + 0x23) - 0x5cce574a) + seed_frame(0x71)) - seed(r13))(0xfe) ? 0x0(0x0):zf=False:constant,frame_pointer,frame_scratch_seed,gpr_seed:22,0x9bbf6:cmp:r9b, 0:((((frame + 0x23) - 0x5cce574a) + seed_frame(0x71)) - seed(r13))(0x4b) ? 0x0(0x0):zf=False:constant,frame_pointer,frame_scratch_seed,gpr_seed:12,0x9bbf6:cmp:r9b, 0:((((frame + 0x23) - 0x5cce574a) + seed_frame(0x71)) - seed(r13))(0xbe) ? 0x0(0x0):zf=False:constant,frame_pointer,frame_scratch_seed,gpr_seed:12,0x9bbf6:cmp:r9b, 0:((((frame + 0x23) - 0x5cce574a) + seed_frame(0x71)) - seed(r13))(0xb8) ? 0x0(0x0):zf=False:constant,frame_pointer,frame_scratch_seed,gpr_seed:10
300	0xb6c36	0xb6c57	je	2210	140	2070	0	0.0	8.0	resolved:2210	0xb6c53:2210	cmp:2210	r8b, 0:2210	seed(r8):1390,low8(seed(r8)):820	0x0:2210	frame+0x170:295,0x8a:256,0x0:131,frame+0x0:61,0x3a:59	0x0:2210	False:2070,True:140	0xb6c53:cmp:r8b, 0:low8(seed(r8))(frame+0x170) ? 0x0(0x0):zf=False:constant,frame_pointer,frame_ptr_low8,gpr_seed:295,0xb6c53:cmp:r8b, 0:seed(r8)(0x8a) ? 0x0(0x0):zf=False:constant,gpr_seed,image_offset:256,0xb6c53:cmp:r8b, 0:seed(r8)(0x0) ? 0x0(0x0):zf=True:constant,gpr_seed,image_offset:131,0xb6c53:cmp:r8b, 0:low8(seed(r8))(frame+0x0) ? 0x0(0x0):zf=False:constant,frame_pointer,frame_ptr_low8,gpr_seed:61,0xb6c53:cmp:r8b, 0:seed(r8)(0x3a) ? 0x0(0x0):zf=False:constant,gpr_seed,image_offset:59
300	0xb6c36	0xb6c87	je	2210	0	2210	0	0.0	16.9	resolved:2210	0xb6c83:2210	cmp:2210	r14b, 0:2210	low8((frame + 0x81)):2210	0x0:2210	frame+0x81:2210	0x0:2210	False:2210	0xb6c83:cmp:r14b, 0:low8((frame + 0x81))(frame+0x81) ? 0x0(0x0):zf=False:constant,frame_pointer,frame_ptr_low8:2210
