source_entry	source_target	path_hash	events	target_matched_events	target_coverage_pct	ip_matched_events	ip_coverage_pct	statuses	unique_target_exprs	unique_slot_exprs	unique_ip_exprs	top_target_exprs	top_slot_exprs	top_ip_exprs	top_actual_targets	path
3	0x78c77	0f263ac4d353d4da	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32((mask32((mask32(state0 - flags0)) - 0x1c03cc82)) - flags0)) | 0x38c49877)) - 0x742d9511)) + 0x4ddaed7b)))) + 0x4bc0d288)) & 0xffff]	128=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32((mask32((mask32(state0 - flags0)) - 0x1c03cc82)) - flags0)) | 0x38c49877)) - 0x742d9511)) + 0x4ddaed7b)))) + 0x4bc0d288)) & 0xffff	128=0x5	173@0x9ba74:37,160@0x994cf:35,352@0xc1ec4:17,144@0x95887:15,108@0x8f24b:11	0x78c93:je:?;0x78cd4:je:?;0x79161:je:1
40	0x8115d	e3b0c44298fc1c14	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32(u16_4 ^ state0)) & 0xffff]	128=(mask32(u16_4 ^ state0)) & 0xffff	128=0x6	114@0x90319:69,64@0x85059:8,189@0x9e7af:7,215@0xa4609:7,340@0xbf435:7	-
49	0x82820	14dc36f04060df7a	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32((mask32(u16_1 + (mask32((mask32((mask32((mask32(state0 & flags0)) + flags0)) - 0x353700ed)) + 0x55a592d8)))) + 0x55b8ef8d)) & 0xffff]	128=(mask32((mask32(u16_1 + (mask32((mask32((mask32((mask32(state0 & flags0)) + flags0)) - 0x353700ed)) + 0x55a592d8)))) + 0x55b8ef8d)) & 0xffff	128=0x5	144@0x95887:81,108@0x8f24b:13,352@0xc1ec4:13,173@0x9ba74:11,257@0xadbfd:4	0x829d6:je:0;0x82c04:je:1;0x82cc1:je:0
52	0x833c7	a5bdf261163619f8	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32((mask32(u16_0 + state0)) ^ 0x7823b2da)) & 0xffff]	128=(mask32((mask32(u16_0 + state0)) ^ 0x7823b2da)) & 0xffff	128=0x5	75@0x873fc:126,145@0x95b5c:1,334@0xbdd18:1	0x834bc:jne:1;0x834ca:jne:1;0x834d9:jne:1;0x834ee:jne:0;0x835bd:je:0
82	0x8920e	5ee207afa2d8cc77	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32((mask32(u16_0 + (mask32(state0 + flags0)))) + 0x5cc5e4d8)) & 0xffff]	128=(mask32((mask32(u16_0 + (mask32(state0 + flags0)))) + 0x5cc5e4d8)) & 0xffff	128=0x3	333@0xbd8af:64,99@0x8c99a:64	0x8922d:je:?;0x8925b:je:1;0x89293:je:1;0x892c8:je:?;0x89338:je:?
90	0x8b334	e3b0c44298fc1c14	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32(u16_0 + 0x224914c1)) & 0xffff]	128=(mask32(u16_0 + 0x224914c1)) & 0xffff	128=0x4	49@0x82820:126,330@0xbc9b8:2	-
91	0x8b6de	5caf9c58d429c404	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32(u16_0 ^ state0)) & 0xffff]	128=(mask32(u16_0 ^ state0)) & 0xffff	128=0x4	220@0xa522e:10,168@0x9aa83:9,333@0xbd8af:8,189@0x9e7af:7,28@0x7e390:7	0x8b6ee:je:?
99	0x8c99a	d8849544b4403acd	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32((mask32(u16_1 ^ state0)) - 0x48503105)) & 0xffff]	128=(mask32((mask32(u16_1 ^ state0)) - 0x48503105)) & 0xffff	128=0x5	198@0xa037e:124,160@0x994cf:4	0x8ca79:jne:?;0x8ca94:jne:?;0x8cb4e:je:1
107	0x8eef4	e5cd368af7da2ede	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32(u16_0 ^ state0)) & 0xffff]	128=(mask32(u16_0 ^ state0)) & 0xffff	128=0x5	160@0x994cf:128	0x8f00a:jne:1;0x8f02a:jne:1;0x8f03d:jne:1;0x8f060:jne:0;0x8f14a:je:0
118	0x90c23	0c2ec304c56dd3de	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32((mask32(u16_1 ^ state0)) - 0x52d3aa4)) & 0xffff]	128=(mask32((mask32(u16_1 ^ state0)) - 0x52d3aa4)) & 0xffff	128=0x3	332@0xbd36d:128	0x90c71:je:0;0x90c94:je:1;0x90d19:je:0
121	0x91379	e3b0c44298fc1c14	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32((mask32(u16_2 ^ (mask32((mask32((mask32(state0 ^ (mask32(flags0 + 0x3154e54a)))) - 0x288d43ba)) + (mask32((mask32(u16_0 + (mask32((mask32(state0 ^ (mask32(flags0 + 0x3154e54a)))) - 0x288d43ba)))) - flags0)))))) + 0x7609a96c)) & 0xffff]	128=(mask32((mask32(u16_2 ^ (mask32((mask32((mask32(state0 ^ (mask32(flags0 + 0x3154e54a)))) - 0x288d43ba)) + (mask32((mask32(u16_0 + (mask32((mask32(state0 ^ (mask32(flags0 + 0x3154e54a)))) - 0x288d43ba)))) - flags0)))))) + 0x7609a96c)) & 0xffff	128=0x4	307@0xb8064:89,91@0x8b6de:9,180@0x9cf32:6,64@0x85059:4,189@0x9e7af:3	-
127	0x926c3	a24732f3bf1ecb29	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32((mask32(u16_0 - state0)) + 0xf376a6a)) & 0xffff]	128=(mask32((mask32(u16_0 - state0)) + 0xf376a6a)) & 0xffff	128=0x5	108@0x8f24b:128	0x92773:jne:1;0x92782:jne:1;0x92798:jne:1;0x927ad:jne:0;0x92862:je:0
129	0x92f21	88af7305685357cd	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32(state0 & (mask32(flags0 | 0x77ecded8)))) + 0x14f8aa88)) + 0x5f119f37)) + (mask32(flags0 + (mask32((mask32((mask32((mask32(state0 & (mask32(flags0 | 0x77ecded8)))) + 0x14f8aa88)) + 0x5f119f37)) - 0x42c8b2fa)))))) & 0x63b683d)))) & 0xffff]	128=(mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32(state0 & (mask32(flags0 | 0x77ecded8)))) + 0x14f8aa88)) + 0x5f119f37)) + (mask32(flags0 + (mask32((mask32((mask32((mask32(state0 & (mask32(flags0 | 0x77ecded8)))) + 0x14f8aa88)) + 0x5f119f37)) - 0x42c8b2fa)))))) & 0x63b683d)))) & 0xffff	128=0x3	215@0xa4609:63,99@0x8c99a:63,172@0x9b68a:1,300@0xb6c36:1	0x93007:je:1
165	0x9a24c	e3b0c44298fc1c14	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[u16_0 << 0x3]	128=u16_0 << 0x3	128=0x2	114@0x90319:98,199@0xa0631:6,28@0x7e390:6,18@0x7be9b:5,340@0xbf435:4	-
167	0x9a8d2	e3b0c44298fc1c14	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32((mask32(u16_4 ^ state0)) ^ 0x5f92615)) & 0xffff]	128=(mask32((mask32(u16_4 ^ state0)) ^ 0x5f92615)) & 0xffff	128=0x6	351@0xc1d48:109,283@0xb3612:14,295@0xb60e0:5	-
169	0x9af18	e3b0c44298fc1c14	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[u16_0 << 0x3]	128=u16_0 << 0x3	128=0x4	171@0x9b4b3:54,354@0xc2241:48,165@0x9a24c:26	-
171	0x9b4b3	6a4f585c5930d681	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[u16_0 << 0x3]	128=u16_0 << 0x3	128=0x2	322@0xbb3c9:91,297@0xb64d7:7,66@0x855ff:6,337@0xbec0e:5,268@0xb0007:4	0x9b594:je:1
174	0x9bd8f	1d005b75b3304463	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32(state0 - flags0)) & flags0)) ^ flags0)) + flags0)) ^ 0x5fa9d2b1)))) + 0x397fd954)) & 0xffff]	128=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32(state0 - flags0)) & flags0)) ^ flags0)) + flags0)) ^ 0x5fa9d2b1)))) + 0x397fd954)) & 0xffff	128=0x4	28@0x7e390:18,18@0x7be9b:13,258@0xadf2c:12,307@0xb8064:12,340@0xbf435:11	0x9bf10:jne:1
181	0x9d13f	e3b0c44298fc1c14	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32(u16_4 - state0)) & 0xffff]	128=(mask32(u16_4 - state0)) & 0xffff	128=0x6	215@0xa4609:116,114@0x90319:3,337@0xbec0e:3,64@0x85059:3,347@0xc088d:2	-
184	0x9d694	e4bc9d81d7bb0910	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32(state0 | (mask32(flags0 | 0x19d0d4d)))) + 0x3c030b15)) ^ (mask32(flags0 + 0x7db9efb0)))) ^ flags0)) - flags0)) ^ flags0)))) + 0x3f05b2f0)) & 0xffff]	128=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32(state0 | (mask32(flags0 | 0x19d0d4d)))) + 0x3c030b15)) ^ (mask32(flags0 + 0x7db9efb0)))) ^ flags0)) - flags0)) ^ flags0)))) + 0x3f05b2f0)) & 0xffff	128=0x4	258@0xadf2c:14,114@0x90319:13,18@0x7be9b:13,66@0x855ff:12,189@0x9e7af:9	0x9d710:jne:1
185	0x9d964	6a2102f5edeb1c96	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 ^ (mask32(flags0 | 0x17e55682)))) ^ 0x2000c224)) & 0x1f29f35)) + (mask32((mask32((mask32((mask32((mask32(flags0 | 0x17e55682)) + 0x28030c24)) ^ 0x30d03eec)) | 0x7fa981a)) ^ 0x5ea8d1c5)))))) & 0xffff]	128=(mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 ^ (mask32(flags0 | 0x17e55682)))) ^ 0x2000c224)) & 0x1f29f35)) + (mask32((mask32((mask32((mask32((mask32(flags0 | 0x17e55682)) + 0x28030c24)) ^ 0x30d03eec)) | 0x7fa981a)) ^ 0x5ea8d1c5)))))) & 0xffff	128=0x3	64@0x85059:15,347@0xc088d:10,184@0x9d694:9,189@0x9e7af:9,305@0xb78b0:9	0x9da8d:je:0;0x9dace:je:0;0x9db05:je:0;0x9db82:je:?
201	0xa0dca	1519cd726560d643	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32(u16_2 - 0x289c039)) & 0xffff]	128=(mask32(u16_2 - 0x289c039)) & 0xffff	128=0x5	173@0x9ba74:128	0xa0f21:je:0;0xa0fa7:je:0;0xa10cd:jne:1;0xa10e7:jne:1;0xa10f6:jne:0;0xa1117:jne:1;0xa1190:je:0;0xa124a:je:0
217	0xa4b11	ead8aee9446c3f22	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32(u16_1 - (mask32(state0 ^ flags0)))) & 0xffff]	128=(mask32(u16_1 - (mask32(state0 ^ flags0)))) & 0xffff	128=0x5	198@0xa037e:43,352@0xc1ec4:43,144@0x95887:42	0xa4bfa:jne:?;0xa4c0e:jne:?;0xa4cf8:je:1
253	0xacfb1	4989c9c06e15747d	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32(u16_0 + 0x7c5d4802)) & 0xffff]	128=(mask32(u16_0 + 0x7c5d4802)) & 0xffff	128=0x6	297@0xb64d7:82,28@0x7e390:12,43@0x8173d:6,70@0x8610e:4,83@0x8947b:4	0xacff9:je:?;0xad075:je:?
261	0xaeda2	e3b0c44298fc1c14	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32(u16_2 + 0x4c539d29)) & 0xffff]	128=(mask32(u16_2 + 0x4c539d29)) & 0xffff	128=0x6	347@0xc088d:86,18@0x7be9b:13,258@0xadf2c:7,114@0x90319:4,297@0xb64d7:4	-
273	0xb11ca	e3b0c44298fc1c14	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32(state0 - flags0)) + 0x4b959cd0)) + flags0)) & 0x908616e)) + (mask32((mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 - flags0)) + 0x4b959cd0)) + flags0)) & 0x908616e)))) ^ flags0)))))) - 0x2e0be660)) & 0xffff]	128=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32(state0 - flags0)) + 0x4b959cd0)) + flags0)) & 0x908616e)) + (mask32((mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 - flags0)) + 0x4b959cd0)) + flags0)) & 0x908616e)))) ^ flags0)))))) - 0x2e0be660)) & 0xffff	128=0x4	199@0xa0631:90,183@0x9d495:13,91@0x8b6de:6,66@0x855ff:5,114@0x90319:3	-
281	0xb2db6	bf19bc7c26ba5d0e	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32((mask32((mask32(state0 - 0x31642a8c)) ^ 0x5b9839d1)) | flags0)) & (mask32((mask32(u16_2 + (mask32((mask32((mask32(state0 - 0x31642a8c)) ^ 0x5b9839d1)) | flags0)))) - flags0)))) - (mask32(flags0 - 0x1ec23851)))) ^ 0x6445395f)))) - 0x519e8380)) & 0xffff]	128=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32((mask32((mask32(state0 - 0x31642a8c)) ^ 0x5b9839d1)) | flags0)) & (mask32((mask32(u16_2 + (mask32((mask32((mask32(state0 - 0x31642a8c)) ^ 0x5b9839d1)) | flags0)))) - flags0)))) - (mask32(flags0 - 0x1ec23851)))) ^ 0x6445395f)))) - 0x519e8380)) & 0xffff	128=0x4	269@0xb045b:122,292@0xb540f:4,300@0xb6c36:2	0xb2fc0:je:0
283	0xb3612	e3b0c44298fc1c14	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32(u16_3 - 0x8ad5ab4)) & 0xffff]	128=(mask32(u16_3 - 0x8ad5ab4)) & 0xffff	128=0x5	258@0xadf2c:54,260@0xae90b:49,114@0x90319:5,121@0x91379:5,185@0x9d964:4	-
295	0xb60e0	e3b0c44298fc1c14	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32(u16_2 - 0x396ecbf2)) & 0xffff]	128=(mask32(u16_2 - 0x396ecbf2)) & 0xffff	128=0x5	258@0xadf2c:18,196@0x9fbcd:13,28@0x7e390:13,66@0x855ff:13,64@0x85059:12	-
307	0xb8064	594cbf6454cdfe82	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32(u16_1 - 0x665a9b5)) & 0xffff]	128=(mask32(u16_1 - 0x665a9b5)) & 0xffff	128=0x3	64@0x85059:15,114@0x90319:12,189@0x9e7af:10,347@0xc088d:9,337@0xbec0e:8	0xb80ac:je:?;0xb8188:je:1
333	0xbd8af	9d487206b525255d	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32(state0 ^ (mask32((mask32(flags0 ^ state0)) | 0x37ccc6ea)))) - 0x61e56767)) & (mask32(flags0 ^ state0)))) + (mask32((mask32(flags0 ^ state0)) | 0x71cc1ee8)))) | 0x569ecec3)))) & 0xffff]	128=(mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32(state0 ^ (mask32((mask32(flags0 ^ state0)) | 0x37ccc6ea)))) - 0x61e56767)) & (mask32(flags0 ^ state0)))) + (mask32((mask32(flags0 ^ state0)) | 0x71cc1ee8)))) | 0x569ecec3)))) & 0xffff	128=0x4	18@0x7be9b:15,66@0x855ff:11,346@0xc0535:9,114@0x90319:8,28@0x7e390:8	0xbd8d9:je:?;0xbd9ec:je:0;0xbda3c:je:0
338	0xbf128	a5daee48e4e3170b	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32((mask32(u16_0 - state0)) - 0x4bf8be0c)) & 0xffff]	128=(mask32((mask32(u16_0 - state0)) - 0x4bf8be0c)) & 0xffff	128=0x6	283@0xb3612:83,351@0xc1d48:24,295@0xb60e0:21	0xbf141:je:?;0xbf15d:je:?
345	0xc02e4	1c529afc204a9b46	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32(u16_0 + (mask32(state0 + (mask32((mask32(u32_2 ^ state0)) + flags0)))))) & 0xffff]	128=(mask32(u16_0 + (mask32(state0 + (mask32((mask32(u32_2 ^ state0)) + flags0)))))) & 0xffff	128=0x6	52@0x833c7:71,196@0x9fbcd:8,64@0x85059:8,340@0xbf435:7,157@0x98a9a:6	0xc0300:je:?;0xc037b:je:0;0xc03a7:je:1
349	0xc140b	15bcc1ea74bf0193	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[u16_2 & 0xffff]	128=u16_2 & 0xffff	128=0x4	17@0x7bae9:127,282@0xb3128:1	0xc164c:je:1;0xc173f:je:0;0xc177b:je:0;0xc17c3:je:1
350	0xc1926	4fe792b99d9f1417	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32((mask32(u16_2 ^ (mask32((mask32((mask32((mask32(state0 + 0x5c4fb994)) - 0x33be5a8b)) ^ (mask32(flags0 & (mask32((mask32(state0 + 0x5c4fb994)) + 0x261f270f)))))) & (mask32(u16_0 ^ (mask32((mask32((mask32(state0 + 0x5c4fb994)) - 0x33be5a8b)) ^ (mask32(flags0 & (mask32((mask32(state0 + 0x5c4fb99...#a45776e77afb	128=(mask32((mask32(u16_2 ^ (mask32((mask32((mask32((mask32(state0 + 0x5c4fb994)) - 0x33be5a8b)) ^ (mask32(flags0 & (mask32((mask32(state0 + 0x5c4fb994)) + 0x261f270f)))))) & (mask32(u16_0 ^ (mask32((mask32((mask32(state0 + 0x5c4fb994)) - 0x33be5a8b)) ^ (mask32(flags0 & (mask32((mask32(state0 + 0x5c4fb994)...#5ed56bcd5582	128=0x4	258@0xadf2c:40,281@0xb2db6:40,91@0x8b6de:10,43@0x8173d:5,168@0x9aa83:4	0xc1974:je:0
351	0xc1d48	e3b0c44298fc1c14	128	128	100.0	128	100.0	ok:128	1	1	1	128=T[(mask32((mask32(u16_2 + state0)) - 0x7b3a2d18)) & 0xffff]	128=(mask32((mask32(u16_2 + state0)) - 0x7b3a2d18)) & 0xffff	128=0x5	297@0xb64d7:88,28@0x7e390:7,121@0x91379:4,337@0xbec0e:4,66@0x855ff:4	-
105	0x8e6b4	cf8d4e548fe382ef	127	127	100.0	127	100.0	ok:127	1	1	1	127=T[u16_2 & 0xffff]	127=u16_2 & 0xffff	127=0x5	350@0xc1926:127	0x8e713:je:0;0x8e925:jne:0;0x8e94d:jne:1;0x8e96f:jne:1;0x8e9a6:jne:1
17	0x7bae9	db3cbbbc0c0a8e41	124	124	100.0	124	100.0	ok:124	1	1	1	124=T[(mask32(u16_3 - (mask32((mask32((mask32(state0 | (mask32(flags0 ^ 0x4365071c)))) & (mask32((mask32(u16_0 ^ (mask32(state0 | (mask32(flags0 ^ 0x4365071c)))))) + (mask32(flags0 ^ 0x4365071c)))))) ^ 0x95f9698)))) & 0xffff]	124=(mask32(u16_3 - (mask32((mask32((mask32(state0 | (mask32(flags0 ^ 0x4365071c)))) & (mask32((mask32(u16_0 ^ (mask32(state0 | (mask32(flags0 ^ 0x4365071c)))))) + (mask32(flags0 ^ 0x4365071c)))))) ^ 0x95f9698)))) & 0xffff	124=0x5	300@0xb6c36:124	0x7bafa:je:?;0x7bbdd:jne:0;0x7bbea:jne:1;0x7bbf8:jne:1;0x7bc05:jne:1;0x7bc7b:je:0;0x7bd0e:je:1
292	0xb540f	0ad9e3ae8721cba8	124	124	100.0	124	100.0	ok:124	1	1	1	124=T[(mask32((mask32(u16_3 ^ (mask32((mask32(state0 | flags0)) + (mask32(u16_1 - (mask32(state0 | flags0)))))))) + 0x628c34bc)) & 0xffff]	124=(mask32((mask32(u16_3 ^ (mask32((mask32(state0 | flags0)) + (mask32(u16_1 - (mask32(state0 | flags0)))))))) + 0x628c34bc)) & 0xffff	124=0x5	185@0x9d964:124	0xb5688:jne:0;0xb56bb:jne:1;0xb56c8:jne:1;0xb56f3:jne:1;0xb5771:je:?;0xb57c8:je:0
322	0xbb3c9	fd79160f5b9f1866	122	122	100.0	122	100.0	ok:122	1	1	1	122=T[(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 + (mask32(u16_0 ^ flags0)))) | 0x2d680d90)) + 0x69cbe1a0)))) + 0x7ba65dc4)) & 0xffff]	122=(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 + (mask32(u16_0 ^ flags0)))) | 0x2d680d90)) + 0x69cbe1a0)))) + 0x7ba65dc4)) & 0xffff	122=0x4	157@0x98a9a:103,91@0x8b6de:6,183@0x9d495:3,180@0x9cf32:2,215@0xa4609:2	0xbb4c1:je:0
256	0xad849	1413958a75f2cf9a	120	120	100.0	120	100.0	ok:120	1	1	1	120=T[(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32(state0 ^ 0x3e93f8db)) + 0x1734aabd)) ^ (mask32((mask32(flags0 - (mask32(state0 ^ 0x3e93f8db)))) ^ 0x7a7f365a)))) | (mask32((mask32(flags0 - (mask32(state0 ^ 0x3e93f8db)))) ^ 0x7a7f365a)))) ^ 0x30de4dc1)))) - 0x3817cdcc)) & 0xffff]	120=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32(state0 ^ 0x3e93f8db)) + 0x1734aabd)) ^ (mask32((mask32(flags0 - (mask32(state0 ^ 0x3e93f8db)))) ^ 0x7a7f365a)))) | (mask32((mask32(flags0 - (mask32(state0 ^ 0x3e93f8db)))) ^ 0x7a7f365a)))) ^ 0x30de4dc1)))) - 0x3817cdcc)) & 0xffff	120=0x2	340@0xbf435:56,258@0xadf2c:9,200@0xa0a9e:7,114@0x90319:6,140@0x94e5a:4	0xad89b:jne:1;0xad8a7:jne:1;0xad8b4:jne:1;0xad8e1:jne:0;0xad973:je:0;0xad9da:je:0;0xada6f:je:0
300	0xb6c36	b75ed1b046c72a97	120	120	100.0	120	100.0	ok:120	1	1	1	120=T[(mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)) - (mask32((mask32(u16_0 + (mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)))) + flags0)))) | (mask32(flags0 & 0x1011ba33)))))) & 0xffff]	120=(mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)) - (mask32((mask32(u16_0 + (mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)))) + flags0)))) | (mask32(flags0 & 0x1011ba33)))))) & 0xffff	120=0x4	258@0xadf2c:112,183@0x9d495:4,114@0x90319:1,180@0x9cf32:1,43@0x8173d:1	0xb6c57:je:?;0xb6c87:je:0;0xb6d00:je:1;0xb6f5c:je:0
332	0xbd36d	4f5515d24278f4bf	120	120	100.0	120	100.0	ok:120	1	1	1	120=T[(mask32((mask32(u16_2 ^ (mask32((mask32((mask32((mask32((mask32((mask32(state0 | 0x30661b97)) & 0x57d9fe65)) | (mask32((mask32((mask32(flags0 & (mask32(state0 | 0x2f0ca7d2)))) & (mask32((mask32(state0 | 0x30661b97)) - 0x23cebdbc)))) ^ (mask32((mask32(state0 | 0x30661b97)) & 0x57d9fe65)))))) & (mask32...#28b2a4779a3e	120=(mask32((mask32(u16_2 ^ (mask32((mask32((mask32((mask32((mask32((mask32(state0 | 0x30661b97)) & 0x57d9fe65)) | (mask32((mask32((mask32(flags0 & (mask32(state0 | 0x2f0ca7d2)))) & (mask32((mask32(state0 | 0x30661b97)) - 0x23cebdbc)))) ^ (mask32((mask32(state0 | 0x30661b97)) & 0x57d9fe65)))))) & (mask32((...#3cd6875dc360	120=0x4	90@0x8b334:100,183@0x9d495:5,203@0xa1484:4,43@0x8173d:4,196@0x9fbcd:2	0xbd488:je:0;0xbd544:je:?;0xbd6ed:je:0;0xbd73d:je:0
254	0xad32c	654b5ded1981085b	119	119	100.0	119	100.0	ok:119	1	1	1	119=T[(mask32(u16_2 - 0x228a41a2)) & 0xffff]	119=(mask32(u16_2 - 0x228a41a2)) & 0xffff	119=0x4	66@0x855ff:97,91@0x8b6de:6,297@0xb64d7:4,183@0x9d495:3,172@0x9b68a:2	0xad53c:je:0;0xad598:je:1
356	0xc291a	7af0b6860c39318d	116	0	0.0	0	0.0	ok:13,unknown_target:103	1	1	1	116=T[(mask32((mask32(u16_0 ^ (mask32(state0 ^ flags0)))) + 0x70d7d4a7)) & 0xffff]	116=(mask32((mask32(u16_0 ^ (mask32(state0 ^ flags0)))) + 0x70d7d4a7)) & 0xffff	116=0x5	310@0xb8556:61,169@0x9af18:55	0xc2b01:jne:1;0xc2b1d:jne:1;0xc2b39:jne:1;0xc2b57:jne:0;0xc2c03:je:0
320	0xbada5	5f045809296d5b3d	114	114	100.0	114	100.0	ok:114	1	1	1	114=T[(mask32(u16_3 - (mask32((mask32((mask32(state0 & flags0)) - flags0)) - 0x7e143884)))) & 0xffff]	114=(mask32(u16_3 - (mask32((mask32((mask32(state0 & flags0)) - flags0)) - 0x7e143884)))) & 0xffff	114=0x5	256@0xad849:25,198@0xa037e:23,108@0x8f24b:22,160@0x994cf:22,173@0x9ba74:13	0xbae90:jne:1;0xbae9e:jne:1;0xbaead:jne:1;0xbaebb:jne:0;0xbb012:je:1
30	0x7e849	a8fe593d2a856ce5	113	113	100.0	113	100.0	ok:113	1	1	1	113=T[(mask32((mask32(u16_0 ^ (mask32((mask32(state0 | flags0)) + 0x64fd160c)))) + 0x5903fc84)) & 0xffff]	113=(mask32((mask32(u16_0 ^ (mask32((mask32(state0 | flags0)) + 0x64fd160c)))) + 0x5903fc84)) & 0xffff	113=0x4	192@0x9f00a:46,203@0xa1484:46,180@0x9cf32:6,337@0xbec0e:3,79@0x885b0:3	0x7e868:je:?;0x7e896:je:?;0x7e8b1:je:?;0x7e913:je:?;0x7e92e:je:1;0x7eb45:je:1
192	0x9f00a	d4c8fd95d9a6d339	113	113	100.0	113	100.0	ok:113	1	1	1	113=T[(mask32(u16_0 ^ (mask32((mask32((mask32(state0 + flags0)) + (mask32((mask32((mask32((mask32((mask32(flags0 + (mask32((mask32(state0 + flags0)) ^ 0x5d641cd7)))) | 0x76a1e6e7)) ^ 0x1ea5bfdc)) & 0x4f4379b7)) | 0x563159ce)))) + (mask32((mask32((mask32((mask32((mask32(flags0 + (mask32((mask32(state0 + fla...#10019d14302b	113=(mask32(u16_0 ^ (mask32((mask32((mask32(state0 + flags0)) + (mask32((mask32((mask32((mask32((mask32(flags0 + (mask32((mask32(state0 + flags0)) ^ 0x5d641cd7)))) | 0x76a1e6e7)) ^ 0x1ea5bfdc)) & 0x4f4379b7)) | 0x563159ce)))) + (mask32((mask32((mask32((mask32((mask32(flags0 + (mask32((mask32(state0 + flags...#41021c953f7f	113=0x5	198@0xa037e:49,257@0xadbfd:45,173@0x9ba74:10,144@0x95887:5,352@0xc1ec4:4	0x9f0c6:je:0;0x9f163:je:0;0x9f2a8:jne:1;0x9f2ce:jne:1;0x9f2ea:jne:1;0x9f309:jne:0;0x9f512:je:1
216	0xa4a61	de9dc520734f9ffa	112	0	0.0	0	0.0	unknown_target:112	1	1	1	112=T[(mask32(u16_1 - (mask32(state0 ^ flags0)))) & 0xffff]	112=(mask32(u16_1 - (mask32(state0 ^ flags0)))) & 0xffff	112=0x5	310@0xb8556:82,169@0x9af18:30	0xa4bfa:jne:?;0xa4c0e:jne:?;0xa4cf8:je:0
