source_block	source_range	target_block	target_range	class	events	unique_start_ips	top_sources	top_targets	top_deltas	byte_statuses
280	0x341a75-0x341d7a	280	0x341a75-0x341d7a	intra_block	338	202	18:17,189:17,307:15,64:14,114:13,337:12,184:12,20:12	18:17,189:17,307:15,64:14,114:13,337:12,184:12,20:12	+0x4:172,+0x3:78,+0x5:39,+0x2:34,+0x6:15	exact:338
212	0x3355e0-0x335853	212	0x3355e0-0x335853	intra_block	324	162	307:18,168:14,220:12,28:12,108:10,173:10,258:10,256:8	307:18,168:14,220:12,28:12,256:10,108:10,173:10,258:10	+0x4:134,+0x5:70,+0x3:52,+0x2:50,+0x6:18	exact:324
273	0x340b20-0x340d92	273	0x340b20-0x340d92	intra_block	324	162	168:16,297:12,160:12,183:10,340:10,185:10,108:10,189:8	168:16,297:12,160:12,340:10,185:10,108:10,189:8,301:8	+0x4:132,+0x5:70,+0x3:54,+0x2:50,+0x6:18	exact:324
284	0x3423d2-0x342644	284	0x3423d2-0x342644	intra_block	324	162	347:12,157:10,18:10,160:10,337:10,257:10,268:8,114:8	347:12,18:10,160:10,337:10,144:10,257:10,268:8,114:8	+0x4:132,+0x5:70,+0x3:54,+0x2:50,+0x6:18	exact:324
290	0x343132-0x3433a5	290	0x343132-0x3433a5	intra_block	324	162	108:14,18:14,189:10,154:10,203:10,28:10,114:10,3:10	108:14,18:14,154:10,203:10,28:10,114:10,3:10,352:8	+0x4:134,+0x5:70,+0x3:52,+0x2:50,+0x6:18	exact:324
77	0x24a02d-0x24a292	77	0x24a02d-0x24a292	intra_block	322	161	189:18,28:16,18:16,337:14,340:12,307:12,123:12,168:10	189:18,28:16,18:16,337:14,340:12,307:12,123:12,168:10	+0x4:196,+0x3:80,+0x5:18,+0x2:16,+0x6:12	exact:322
271	0x3406dc-0x34094b	271	0x3406dc-0x34094b	intra_block	322	161	28:12,297:10,64:10,160:10,198:10,340:10,91:8,257:8	160:12,28:12,64:10,198:10,340:10,91:8,257:8,66:8	+0x4:132,+0x5:70,+0x3:52,+0x2:50,+0x6:18	exact:322
282	0x341f8e-0x3421fd	282	0x341f8e-0x3421fd	intra_block	322	161	144:12,114:12,333:12,28:10,185:10,199:10,352:10,64:10	144:14,114:12,333:12,28:10,185:10,199:10,352:10,64:10	+0x4:132,+0x5:70,+0x3:52,+0x2:50,+0x6:18	exact:322
153	0x31aed4-0x31b31b	153	0x31aed4-0x31b31b	intra_block	320	285	337:15,168:14,43:13,307:12,258:10,28:9,124:9,215:8	337:15,168:14,43:13,307:12,258:10,28:9,124:9,215:8	+0x4:154,+0x3:58,+0x2:43,+0x5:43,+0x6:22	exact:320
252	0x33db28-0x33dcbd	252	0x33db28-0x33dcbd	intra_block	312	104	307:15,43:15,315:15,333:12,64:12,26:12,189:12,66:12	307:15,43:15,315:15,333:12,64:12,26:12,189:12,66:12	+0x4:189,+0x3:66,+0x5:24,+0x2:18,+0x6:15	exact:312
152	0x31aa27-0x31aec3	152	0x31aa27-0x31aec3	intra_block	306	306	66:11,28:10,258:9,340:9,157:9,337:9,199:9,307:8	66:11,28:10,258:9,340:9,157:9,337:9,199:9,307:8	+0x4:155,+0x3:62,+0x5:40,+0x2:31,+0x6:18	exact:306
162	0x31c34b-0x31c596	162	0x31c34b-0x31c596	intra_block	304	152	347:18,199:14,157:14,66:12,203:12,185:10,26:10,18:10	347:18,199:14,157:14,66:12,203:12,185:10,26:10,18:10	+0x4:166,+0x3:60,+0x5:36,+0x2:28,+0x6:14	exact:304
74	0x249964-0x249b99	74	0x249964-0x249b99	intra_block	298	149	347:16,28:14,66:14,114:12,157:12,18:12,243:12,337:12	347:16,28:14,66:14,114:12,157:12,18:12,243:12,337:12	+0x4:188,+0x3:76,+0x5:14,+0x2:12,+0x6:8	exact:298
75	0x249ba7-0x249ddc	75	0x249ba7-0x249ddc	intra_block	298	149	189:16,18:14,66:12,340:12,28:12,258:12,337:12,114:10	189:16,18:14,66:12,340:12,28:12,258:12,337:12,114:10	+0x4:188,+0x3:76,+0x5:14,+0x2:12,+0x6:8	exact:298
76	0x249dea-0x24a01f	76	0x249dea-0x24a01f	intra_block	298	149	114:16,64:14,18:14,66:12,199:12,347:12,185:12,258:10	114:16,64:14,18:14,66:12,199:12,347:12,185:12,258:10	+0x4:188,+0x3:76,+0x5:14,+0x2:12,+0x6:8	exact:298
78	0x24a2a0-0x24a4d5	78	0x24a2a0-0x24a4d5	intra_block	298	149	28:18,189:18,114:14,297:14,307:12,161:12,258:10,43:10	28:18,189:18,114:14,297:14,307:12,161:12,258:10,43:10	+0x4:188,+0x3:76,+0x5:14,+0x2:12,+0x6:8	exact:298
82	0x24ae1d-0x24b052	82	0x24ae1d-0x24b052	intra_block	298	149	297:24,337:18,43:14,340:14,114:12,28:10,185:10,64:10	297:24,337:18,43:14,340:14,114:12,28:10,185:10,64:10	+0x4:188,+0x3:76,+0x5:14,+0x2:12,+0x6:8	exact:298
85	0x24b64e-0x24b883	85	0x24b64e-0x24b883	intra_block	298	149	258:18,18:16,161:16,215:14,297:12,189:12,337:12,340:10	258:18,18:16,161:16,215:14,297:12,189:12,337:12,340:10	+0x4:188,+0x3:76,+0x5:14,+0x2:12,+0x6:8	exact:298
267	0x33fe02-0x340193	267	0x33fe02-0x340193	intra_block	288	238	172:16,189:15,199:12,200:12,354:11,43:10,258:9,18:8	172:16,189:15,199:12,200:12,122:11,43:10,258:9,18:8	+0x4:121,+0x2:49,+0x3:49,+0x5:45,+0x6:24	exact:288
278	0x3416b4-0x341a45	278	0x3416b4-0x341a45	intra_block	288	238	172:17,18:14,189:14,253:13,171:11,28:9,340:7,43:7	172:17,18:14,189:14,253:13,122:11,28:9,340:7,43:7	+0x4:121,+0x2:49,+0x3:49,+0x5:45,+0x6:24	exact:288
73	0x249739-0x249956	73	0x249739-0x249956	intra_block	286	143	258:20,337:16,18:14,66:14,157:12,64:10,346:10,340:10	258:20,337:16,18:14,66:14,157:12,64:10,346:10,340:10	+0x4:184,+0x3:74,+0x5:12,+0x2:10,+0x6:6	exact:286
161	0x31c035-0x31c33a	161	0x31c035-0x31c33a	intra_block	270	202	18:16,258:12,307:12,340:10,347:9,64:8,28:7,198:7	18:16,258:12,307:12,340:10,347:9,64:8,176:8,28:7	+0x4:133,+0x3:59,+0x5:35,+0x2:30,+0x6:13	exact:270
227	0x3386de-0x3387d9	227	0x3386de-0x3387d9	intra_block	264	66	258:20,340:16,28:16,337:16,66:16,199:12,20:12,174:12	258:20,340:16,28:16,337:16,66:16,158:16,199:12,20:12	+0x4:152,+0x3:76,+0x5:16,+0x2:12,+0x6:8	exact:264
64	0x22fe2d-0x22ffb1			out_of_recovered	256	1	52:256	75:256	+0x5:256	exact:256
65	0x22ffc2-0x230111			out_of_recovered	256	1	123:256	50:256	+0x4:256	exact:256
66	0x230122-0x2303ae			out_of_recovered	256	1	52:256	316:256	+0x5:256	exact:256
104	0x30f64d-0x30fa0f	104	0x30f64d-0x30fa0f	intra_block	253	253	307:11,64:11,189:10,28:10,66:9,157:7,18:7,340:7	307:11,64:11,189:10,28:10,66:9,157:7,18:7,340:7	+0x4:119,+0x3:50,+0x5:40,+0x2:33,+0x6:11	exact:253
48	0x11c690-0x11ca2a	48	0x11c690-0x11ca2a	intra_block	243	243	307:11,64:10,297:8,114:8,337:8,18:8,347:7,28:7	307:11,64:10,297:8,114:8,337:8,18:8,347:7,28:7	+0x4:136,+0x3:53,+0x5:25,+0x2:21,+0x6:8	exact:243
189	0x33170b-0x331945	189	0x33170b-0x331945	intra_block	233	148	196:22,258:22,199:20,171:18,239:18,172:6,189:5,66:5	196:22,258:22,199:20,239:18,122:18,172:6,189:5,66:5	+0x4:117,+0x3:46,+0x2:31,+0x6:25,+0x5:14	exact:233
87	0x24bb77-0x24bd2a	87	0x24bb77-0x24bd2a	intra_block	230	115	258:14,307:12,347:12,18:12,337:12,20:12,287:10,64:10	258:14,20:14,307:12,347:12,18:12,337:12,287:10,64:10	+0x4:158,+0x3:64,+0x6:4,+0x2:2,+0x5:2	exact:230
194	0x332105-0x332469	194	0x332105-0x332469	intra_block	228	228	297:13,340:10,258:9,66:8,108:7,307:7,160:6,215:6	297:13,340:10,258:9,66:8,108:7,307:7,160:6,215:6	+0x4:107,+0x3:46,+0x5:36,+0x2:29,+0x6:10	exact:228
207	0x334a3d-0x334c7b	207	0x334a3d-0x334c7b	intra_block	219	149	64:20,345:17,185:16,333:16,165:15,18:8,196:7,43:6	64:20,345:17,185:16,333:16,52:15,18:8,196:7,43:6	+0x4:112,+0x3:43,+0x2:28,+0x6:22,+0x5:14	exact:219
59	0x18ba69-0x18bd8c	59	0x18ba69-0x18bd8c	intra_block	212	212	18:11,258:11,189:8,337:8,43:8,347:7,64:7,199:6	18:11,258:11,189:8,337:8,43:8,347:7,64:7,199:6	+0x4:123,+0x3:48,+0x5:19,+0x2:16,+0x6:6	exact:212
261	0x33e8de-0x33e9e2	261	0x33e8de-0x33e9e2	intra_block	207	69	174:18,258:15,215:12,189:12,199:9,28:9,123:9,340:9	174:18,258:15,215:12,189:12,199:9,28:9,123:9,340:9	+0x4:117,+0x3:60,+0x2:12,+0x5:12,+0x6:6	exact:207
1	0xd0c86-0xd0d43	1	0xd0c86-0xd0d43	intra_block	200	50	114:20,158:20,307:16,66:12,184:12,18:12,64:12,123:12	114:20,158:20,174:16,307:16,184:12,18:12,64:12,123:12	+0x4:128,+0x3:68,+0x6:4	exact:200
100	0x30eccb-0x30eeba	100	0x30eccb-0x30eeba	intra_block	194	129	185:20,168:20,64:17,165:14,345:14,189:6,337:5,157:5	185:20,168:20,64:17,345:14,52:14,189:6,337:5,157:5	+0x4:102,+0x3:39,+0x2:24,+0x6:19,+0x5:10	exact:194
51	0x11cf2f-0x11d207	51	0x11cf2f-0x11d207	intra_block	192	192	258:11,66:8,114:7,337:7,172:7,185:7,297:6,347:6	258:11,66:8,114:7,337:7,172:7,185:7,297:6,347:6	+0x4:113,+0x3:45,+0x5:15,+0x2:13,+0x6:6	exact:192
285	0x34264c-0x3427cd	285	0x34264c-0x3427cd	intra_block	190	100	172:22,340:22,28:22,171:19,140:19,108:5,18:4,3:4	172:22,340:22,28:22,140:19,52:19,108:5,18:4,3:4	+0x4:80,+0x2:35,+0x3:34,+0x6:25,+0x5:16	exact:190
108	0x30ff4c-0x310212	108	0x30ff4c-0x310212	intra_block	188	188	114:12,199:10,28:7,337:7,297:7,157:7,18:7,347:7	114:12,199:10,28:7,337:7,297:7,157:7,18:7,347:7	+0x4:115,+0x3:44,+0x2:12,+0x5:12,+0x6:5	exact:188
110	0x310446-0x31070f	110	0x310446-0x31070f	intra_block	188	188	189:10,18:9,199:9,185:8,340:7,114:7,64:7,315:6	189:10,18:9,199:9,185:8,340:7,114:7,64:7,315:6	+0x4:112,+0x3:44,+0x5:15,+0x2:12,+0x6:5	exact:188
49	0x11ca38-0x11ccf7	49	0x11ca38-0x11ccf7	intra_block	186	186	64:9,258:8,189:8,215:8,114:8,66:7,28:7,307:7	64:9,258:8,189:8,215:8,114:8,66:7,28:7,307:7	+0x4:112,+0x3:44,+0x5:13,+0x2:12,+0x6:5	exact:186
53	0x11d3e1-0x11d6a2	53	0x11d3e1-0x11d6a2	intra_block	186	186	337:8,185:8,340:8,114:7,215:7,18:7,258:6,172:6	337:8,185:8,340:8,114:7,215:7,18:7,258:6,172:6	+0x4:110,+0x3:44,+0x5:15,+0x2:12,+0x6:5	exact:186
274	0x340d9a-0x340f1b	274	0x340d9a-0x340f1b	intra_block	185	100	43:21,337:20,171:19,28:19,345:18,189:4,144:4,18:4	43:21,337:20,28:19,345:18,52:18,189:4,144:4,18:4	+0x4:78,+0x2:34,+0x3:33,+0x6:24,+0x5:16	exact:185
111	0x310719-0x3109c8	111	0x310719-0x3109c8	intra_block	181	181	215:9,340:9,189:8,297:8,18:8,347:8,337:6,20:6	215:9,340:9,189:8,297:8,18:8,347:8,337:6,20:6	+0x4:108,+0x3:43,+0x5:14,+0x2:11,+0x6:5	exact:181
168	0x31cfc4-0x31d273	168	0x31cfc4-0x31d273	intra_block	181	181	189:7,340:7,18:7,347:7,64:6,215:6,28:6,258:6	189:7,340:7,18:7,347:7,64:6,215:6,28:6,258:6	+0x4:109,+0x3:43,+0x5:12,+0x2:11,+0x6:6	exact:181
170	0x31d4ab-0x31d75a	170	0x31d4ab-0x31d75a	intra_block	181	181	340:12,18:8,114:7,307:6,199:6,189:6,297:6,157:5	340:12,18:8,114:7,307:6,199:6,189:6,297:6,157:5	+0x4:109,+0x3:43,+0x5:12,+0x2:11,+0x6:6	exact:181
172	0x31d992-0x31dc41	172	0x31d992-0x31dc41	intra_block	181	181	28:10,347:10,66:8,258:8,199:7,337:5,43:5,64:5	28:10,347:10,66:8,258:8,199:7,337:5,43:5,64:5	+0x4:109,+0x3:43,+0x5:12,+0x2:11,+0x6:6	exact:181
250	0x33ce91-0x33d118	250	0x33ce91-0x33d118	intra_block	171	171	337:10,297:9,258:9,18:8,114:7,28:7,184:6,340:5	337:10,297:9,258:9,18:8,114:7,28:7,184:6,340:5	+0x4:103,+0x3:42,+0x5:11,+0x2:10,+0x6:5	exact:171
260	0x33e889-0x33e8d6	260	0x33e889-0x33e8d6	intra_block	171	19	108:18,320:18,165:9,189:9,157:9,30:9,183:9,199:9	108:18,320:18,189:9,157:9,30:9,183:9,199:9,79:9	+0x4:63,+0x5:36,+0x2:27,+0x3:27,+0x6:18	exact:171
32	0x11ac5e-0x11aee0	32	0x11ac5e-0x11aee0	intra_block	169	169	18:10,337:9,340:8,66:7,258:6,189:6,215:6,287:5	18:10,337:9,340:8,66:7,258:6,189:6,215:6,287:5	+0x4:103,+0x3:41,+0x5:11,+0x2:9,+0x6:5	exact:169
47	0x11c407-0x11c682	47	0x11c407-0x11c682	intra_block	168	168	347:8,28:8,297:7,258:7,215:7,333:7,114:7,185:6	347:8,28:8,297:7,258:7,215:7,333:7,114:7,185:6	+0x4:104,+0x3:41,+0x5:10,+0x2:9,+0x6:4	exact:168
157	0x31ba3d-0x31bbf9	157	0x31ba3d-0x31bbf9	intra_block	168	114	18:10,183:7,37:6,220:6,256:6,297:6,157:6,239:5	18:10,183:7,37:6,220:6,256:6,297:6,157:6,239:5	+0x4:67,+0x5:32,+0x2:28,+0x3:27,+0x6:14	exact:168
164	0x31c7a7-0x31c963	164	0x31c7a7-0x31c963	intra_block	168	114	66:11,173:11,253:6,220:6,347:6,258:6,124:6,215:5	66:11,173:11,253:6,220:6,347:6,258:6,124:6,215:5	+0x4:67,+0x5:32,+0x2:28,+0x3:27,+0x6:14	exact:168
215	0x335bf9-0x335e75	215	0x335bf9-0x335e75	intra_block	168	168	337:9,18:8,172:7,307:7,189:7,185:7,64:7,258:6	337:9,18:8,172:7,307:7,189:7,185:7,64:7,258:6	+0x4:104,+0x3:41,+0x2:9,+0x5:9,+0x6:5	exact:168
196	0x3326b7-0x33292f	196	0x3326b7-0x33292f	intra_block	167	167	168:8,18:8,347:8,258:7,185:7,307:6,297:6,28:6	168:8,18:8,347:8,258:7,185:7,307:6,297:6,28:6	+0x4:103,+0x3:41,+0x2:9,+0x5:9,+0x6:5	exact:167
231	0x3391ba-0x339432	231	0x3391ba-0x339432	intra_block	167	167	64:10,307:8,340:7,199:7,189:6,28:6,174:6,43:5	64:10,307:8,340:7,199:7,189:6,28:6,174:6,43:5	+0x4:103,+0x3:41,+0x2:9,+0x5:9,+0x6:5	exact:167
4	0xd1010-0xd1284	4	0xd1010-0xd1284	intra_block	166	166	340:11,18:10,258:7,199:7,337:6,114:6,189:6,347:5	340:11,18:10,258:7,199:7,337:6,114:6,189:6,347:5	+0x4:101,+0x3:41,+0x5:11,+0x2:9,+0x6:4	exact:166
222	0x3369fc-0x336c68	222	0x3369fc-0x336c68	intra_block	164	164	258:10,28:8,215:8,114:6,66:6,337:5,168:5,64:5	258:10,28:8,215:8,114:6,66:6,337:5,168:5,64:5	+0x4:101,+0x3:40,+0x5:10,+0x2:9,+0x6:4	exact:164
262	0x33f278-0x33f4e7	262	0x33f278-0x33f4e7	intra_block	164	164	347:8,18:7,185:7,337:7,258:6,189:6,307:6,64:6	347:8,18:7,185:7,337:7,258:6,189:6,307:6,64:6	+0x4:102,+0x3:40,+0x5:9,+0x2:8,+0x6:5	exact:164
54	0x11d6b0-0x11d91b	54	0x11d6b0-0x11d91b	intra_block	163	163	347:9,28:9,114:8,18:6,340:6,307:5,196:5,297:5	347:9,28:9,114:8,18:6,340:6,307:5,196:5,297:5	+0x4:99,+0x3:41,+0x5:10,+0x2:8,+0x6:5	exact:163
203	0x3334ba-0x333722	203	0x3334ba-0x333722	intra_block	163	163	189:10,199:8,64:6,28:6,114:6,185:6,168:5,215:5	189:10,199:8,64:6,28:6,114:6,185:6,168:5,215:5	+0x4:100,+0x3:40,+0x5:10,+0x2:9,+0x6:4	exact:163
238	0x339fbd-0x33a225	238	0x339fbd-0x33a225	intra_block	163	163	189:11,337:10,297:9,185:7,18:6,287:6,66:6,168:6	189:11,337:10,297:9,185:7,18:6,287:6,66:6,168:6	+0x4:100,+0x3:40,+0x5:10,+0x2:9,+0x6:4	exact:163
217	0x3360c1-0x336329	217	0x3360c1-0x336329	intra_block	162	162	66:9,114:9,189:8,346:6,28:6,333:5,258:5,196:5	66:9,114:9,189:8,346:6,28:6,333:5,258:5,196:5	+0x4:100,+0x3:40,+0x2:8,+0x5:8,+0x6:6	exact:162
198	0x332b7f-0x332de3	198	0x332b7f-0x332de3	intra_block	161	161	340:11,215:10,66:9,346:7,203:6,185:6,347:6,189:6	340:11,215:10,66:9,346:7,203:6,185:6,347:6,189:6	+0x4:99,+0x3:40,+0x2:8,+0x5:8,+0x6:6	exact:161
233	0x339682-0x3398e6	233	0x339682-0x3398e6	intra_block	161	161	340:9,307:7,66:7,18:7,28:7,347:7,114:7,337:6	340:9,307:7,66:7,18:7,28:7,347:7,114:7,337:6	+0x4:99,+0x3:40,+0x2:8,+0x5:8,+0x6:6	exact:161
6	0xd3fac-0xd420b	6	0xd3fac-0xd420b	intra_block	160	160	114:9,64:8,189:8,297:7,28:7,18:6,43:5,258:5	114:9,64:8,189:8,297:7,28:7,18:6,43:5,258:5	+0x4:98,+0x3:40,+0x5:9,+0x2:8,+0x6:5	exact:160
105	0x30fa19-0x30fc65	105	0x30fa19-0x30fc65	intra_block	156	156	347:11,199:9,18:7,307:7,28:6,340:5,337:5,333:5	347:11,199:9,18:7,307:7,28:6,340:5,337:5,333:5	+0x4:100,+0x3:39,+0x2:7,+0x5:7,+0x6:3	exact:156
263	0x33f4f1-0x33f6e0	263	0x33f4f1-0x33f6e0	intra_block	154	129	347:12,196:9,28:8,345:7,185:6,157:6,354:6,189:5	347:12,196:9,28:8,345:7,185:6,157:6,52:6,189:5	+0x4:86,+0x3:31,+0x2:16,+0x6:11,+0x5:10	exact:154
211	0x335414-0x3355d0	211	0x335414-0x3355d0	intra_block	150	114	340:8,183:6,49:6,268:6,345:6,66:5,144:5,18:5	340:8,183:6,49:6,268:6,345:6,66:5,144:5,18:5	+0x4:60,+0x5:29,+0x2:25,+0x3:24,+0x6:12	exact:150
214	0x3359b9-0x335bef	214	0x3359b9-0x335bef	intra_block	150	150	66:12,28:8,347:7,189:7,43:6,33:6,337:6,340:6	66:12,28:8,347:7,189:7,43:6,33:6,337:6,340:6	+0x4:97,+0x3:38,+0x2:6,+0x5:6,+0x6:3	exact:150
216	0x335e7f-0x3360b7	216	0x335e7f-0x3360b7	intra_block	150	150	337:7,114:7,297:7,340:7,203:6,18:6,215:5,28:5	337:7,114:7,297:7,340:7,203:6,18:6,215:5,28:5	+0x4:96,+0x3:38,+0x2:6,+0x5:6,+0x6:4	exact:150
272	0x340953-0x340b0f	272	0x340953-0x340b0f	intra_block	150	114	66:9,43:9,253:8,189:7,199:6,183:5,269:5,354:4	66:9,43:9,253:8,189:7,199:6,183:5,269:5,198:4	+0x4:60,+0x5:29,+0x2:25,+0x3:24,+0x6:12	exact:150
283	0x342205-0x3423c1	283	0x342205-0x3423c1	intra_block	150	114	199:6,108:6,215:5,43:5,220:5,18:4,66:4,37:4	199:6,108:6,215:5,43:5,220:5,18:4,66:4,37:4	+0x4:60,+0x5:29,+0x2:25,+0x3:24,+0x6:12	exact:150
289	0x342f66-0x343122	289	0x342f66-0x343122	intra_block	150	114	180:7,108:7,337:7,160:6,330:6,43:5,18:5,140:5	180:7,108:7,337:7,160:6,330:6,43:5,18:5,140:5	+0x4:60,+0x5:29,+0x2:25,+0x3:24,+0x6:12	exact:150
25	0xd73bc-0xd75f1	25	0xd73bc-0xd75f1	intra_block	149	149	347:9,185:8,66:6,189:6,18:6,340:6,28:6,158:6	347:9,185:8,158:7,66:6,189:6,18:6,340:6,28:6	+0x4:94,+0x3:38,+0x5:7,+0x2:6,+0x6:4	exact:149
33	0x11aeee-0x11b122	33	0x11aeee-0x11b122	intra_block	149	149	340:7,185:7,307:7,114:6,26:6,258:6,184:6,203:5	340:7,185:7,307:7,114:6,26:6,258:6,184:6,203:5	+0x4:95,+0x3:38,+0x2:6,+0x5:6,+0x6:4	exact:149
34	0x11b130-0x11b364	34	0x11b130-0x11b364	intra_block	149	149	340:9,114:7,337:7,28:6,172:6,307:6,18:5,189:5	340:9,114:7,337:7,28:6,172:6,307:6,18:5,189:5	+0x4:95,+0x3:38,+0x2:6,+0x5:6,+0x6:4	exact:149
35	0x11b372-0x11b5a6	35	0x11b372-0x11b5a6	intra_block	149	149	114:8,66:7,18:7,258:7,185:7,333:6,189:6,346:5	114:8,66:7,18:7,258:7,185:7,333:6,189:6,346:5	+0x4:95,+0x3:38,+0x2:6,+0x5:6,+0x6:4	exact:149
36	0x11b5b4-0x11b7e8	36	0x11b5b4-0x11b7e8	intra_block	149	149	215:9,347:8,337:8,64:7,66:7,203:6,297:6,189:6	215:9,347:8,337:8,64:7,66:7,203:6,297:6,189:6	+0x4:95,+0x3:38,+0x2:6,+0x5:6,+0x6:4	exact:149
37	0x11b7f6-0x11ba2a	37	0x11b7f6-0x11ba2a	intra_block	149	149	337:9,189:8,340:8,307:7,28:6,297:6,199:6,168:5	337:9,189:8,340:8,307:7,28:6,297:6,199:6,168:5	+0x4:95,+0x3:38,+0x2:6,+0x5:6,+0x6:4	exact:149
186	0x31ec78-0x31eead	186	0x31ec78-0x31eead	intra_block	149	149	64:9,18:7,157:7,307:7,347:7,114:6,337:5,243:5	64:9,18:7,157:7,307:7,347:7,114:6,161:6,337:5	+0x4:94,+0x3:38,+0x5:7,+0x2:6,+0x6:4	exact:149
187	0x31eebb-0x31f0f0	187	0x31eebb-0x31f0f0	intra_block	149	149	66:8,258:7,340:7,199:7,337:6,28:6,172:5,114:5	66:8,258:7,340:7,199:7,337:6,28:6,172:5,114:5	+0x4:94,+0x3:38,+0x5:7,+0x2:6,+0x6:4	exact:149
195	0x332477-0x3326a9	195	0x332477-0x3326a9	intra_block	149	149	114:8,18:7,64:7,123:7,340:6,347:6,199:6,185:5	114:8,123:8,18:7,64:7,340:6,347:6,199:6,185:5	+0x4:96,+0x3:38,+0x2:6,+0x5:6,+0x6:3	exact:149
197	0x33293d-0x332b71	197	0x33293d-0x332b71	intra_block	149	149	297:8,64:8,114:8,189:6,199:6,337:6,168:5,28:5	297:8,64:8,114:8,189:6,199:6,337:6,168:5,28:5	+0x4:95,+0x3:38,+0x2:6,+0x5:6,+0x6:4	exact:149
230	0x338f7a-0x3391ac	230	0x338f7a-0x3391ac	intra_block	149	149	347:11,64:7,185:7,297:6,28:6,196:6,307:6,157:5	347:11,64:7,185:7,297:6,28:6,196:6,307:6,157:5	+0x4:96,+0x3:38,+0x2:6,+0x5:6,+0x6:3	exact:149
232	0x339440-0x339674	232	0x339440-0x339674	intra_block	149	149	189:10,28:9,114:6,307:6,337:6,258:5,199:5,297:5	189:10,28:9,114:6,307:6,337:6,258:5,199:5,297:5	+0x4:95,+0x3:38,+0x2:6,+0x5:6,+0x6:4	exact:149
98	0x30e872-0x30ea96	98	0x30e872-0x30ea96	intra_block	145	145	199:8,340:7,43:7,258:7,337:7,28:6,189:6,185:6	199:8,340:7,43:7,258:7,337:7,28:6,189:6,185:6	+0x4:95,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:145
24	0xd718e-0xd73ae	24	0xd718e-0xd73ae	intra_block	144	144	64:9,114:8,43:7,199:6,347:6,18:6,185:5,66:5	64:9,114:8,43:7,199:6,347:6,18:6,174:6,185:5	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:144
57	0x18b66f-0x18b88f	57	0x18b66f-0x18b88f	intra_block	144	144	337:8,18:8,307:7,340:7,215:6,347:6,114:6,346:5	337:8,18:8,307:7,340:7,215:6,347:6,114:6,346:5	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:144
62	0x18c088-0x18c2a6	62	0x18c088-0x18c2a6	intra_block	144	144	114:9,66:8,315:7,258:7,337:6,172:5,64:5,157:5	114:9,66:8,315:7,258:7,337:6,172:5,64:5,157:5	+0x4:93,+0x3:37,+0x2:6,+0x5:5,+0x6:3	exact:144
99	0x30eaa0-0x30ecc1	99	0x30eaa0-0x30ecc1	intra_block	144	144	114:8,340:7,189:7,185:7,66:6,18:6,315:5,297:5	114:8,340:7,189:7,185:7,66:6,18:6,315:5,297:5	+0x4:93,+0x3:37,+0x5:6,+0x2:5,+0x6:3	exact:144
109	0x31021c-0x31043c	109	0x31021c-0x31043c	intra_block	144	144	337:10,18:7,114:6,66:6,64:6,307:6,189:5,185:5	337:10,18:7,114:6,66:6,64:6,307:6,189:5,185:5	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:144
50	0x11cd05-0x11cf21	50	0x11cd05-0x11cf21	intra_block	143	143	18:10,114:10,337:7,199:6,196:6,297:6,305:5,258:5	18:10,114:10,337:7,199:6,196:6,297:6,305:5,258:5	+0x4:93,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:143
167	0x31cd9a-0x31cfb6	167	0x31cd9a-0x31cfb6	intra_block	143	143	189:8,114:7,297:7,199:7,66:7,337:6,347:5,315:5	189:8,114:7,297:7,199:7,66:7,337:6,174:6,347:5	+0x4:93,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:143
169	0x31d281-0x31d49d	169	0x31d281-0x31d49d	intra_block	143	143	337:8,189:8,18:7,258:7,28:6,196:5,66:5,185:5	337:8,189:8,18:7,258:7,28:6,196:5,66:5,185:5	+0x4:93,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:143
171	0x31d768-0x31d984	171	0x31d768-0x31d984	intra_block	143	143	337:8,189:8,28:7,18:7,340:6,199:6,215:6,157:5	337:8,189:8,28:7,18:7,340:6,199:6,215:6,157:5	+0x4:93,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:143
245	0x33c774-0x33c994	245	0x33c774-0x33c994	intra_block	143	143	28:10,114:9,337:7,347:7,307:6,268:5,18:5,66:4	28:10,114:9,337:7,347:7,307:6,268:5,18:5,66:4	+0x4:91,+0x3:37,+0x2:5,+0x6:5,+0x5:5	exact:143
0	0xd0ac0-0xd0c75	0	0xd0ac0-0xd0c75	intra_block	135	115	114:8,168:8,43:7,347:6,66:6,64:5,18:5,354:5	114:8,168:8,43:7,347:6,66:6,64:5,18:5,273:5	+0x4:83,+0x3:28,+0x2:13,+0x5:8,+0x6:3	exact:135
159	0x31be84-0x31c005	159	0x31be84-0x31c005	intra_block	135	100	168:10,18:10,114:9,171:8,253:8,215:5,196:4,28:4	168:10,18:10,114:9,253:8,52:8,215:5,196:4,28:4	+0x4:58,+0x2:24,+0x3:23,+0x5:16,+0x6:14	exact:135
