seq	frame	source_entry	source_target	start_vm_ip	end_vm_ip	delta	kind	site	target_entry	target	w0	w1	w2	w3	w4	w5	bytes	byte_status	pre_flags	post_flags	pre_state	post_state	state_delta	pre_byte	post_byte
1	0x7ef1e127836d	86	0x8a37f	0x26cd71	0x33f278	+0xd2507	dispatch	0xcdac7	323	0xbb6e6								prefix_0_of_861447	0x0	0xd56bbddf	0x0	0xbffcd2b0	+0xbffcd2b0	0x0	0x3a
