source_block	source_range	target_block	target_range	class	events	unique_start_ips	top_sources	top_targets	top_deltas	byte_statuses
210	0x34264c-0x3427cd	210	0x34264c-0x3427cd	intra_block	190	100	172:22,340:22,28:22,171:19,140:19,108:5,18:4,3:4	172:22,340:22,28:22,140:19,52:19,108:5,18:4,3:4	+0x4:80,+0x2:35,+0x3:34,+0x6:25,+0x5:16	exact:190
45	0x11ca38-0x11ccf7	45	0x11ca38-0x11ccf7	intra_block	186	186	64:9,258:8,189:8,215:8,114:8,66:7,28:7,307:7	64:9,258:8,189:8,215:8,114:8,66:7,28:7,307:7	+0x4:112,+0x3:44,+0x5:13,+0x2:12,+0x6:5	exact:186
49	0x11d3e1-0x11d6a2	49	0x11d3e1-0x11d6a2	intra_block	186	186	337:8,185:8,340:8,114:7,215:7,18:7,258:6,172:6	337:8,185:8,340:8,114:7,215:7,18:7,258:6,172:6	+0x4:110,+0x3:44,+0x5:15,+0x2:12,+0x6:5	exact:186
200	0x340d9a-0x340f1b	200	0x340d9a-0x340f1b	intra_block	185	100	43:21,337:20,171:19,28:19,345:18,189:4,144:4,18:4	43:21,337:20,28:19,345:18,52:18,189:4,144:4,18:4	+0x4:78,+0x2:34,+0x3:33,+0x6:24,+0x5:16	exact:185
110	0x31cfc4-0x31d273	110	0x31cfc4-0x31d273	intra_block	181	181	189:7,340:7,18:7,347:7,64:6,215:6,28:6,258:6	189:7,340:7,18:7,347:7,64:6,215:6,28:6,258:6	+0x4:109,+0x3:43,+0x5:12,+0x2:11,+0x6:6	exact:181
112	0x31d4ab-0x31d75a	112	0x31d4ab-0x31d75a	intra_block	181	181	340:12,18:8,114:7,307:6,199:6,189:6,297:6,157:5	340:12,18:8,114:7,307:6,199:6,189:6,297:6,157:5	+0x4:109,+0x3:43,+0x5:12,+0x2:11,+0x6:6	exact:181
114	0x31d992-0x31dc41	114	0x31d992-0x31dc41	intra_block	181	181	28:10,347:10,66:8,258:8,199:7,337:5,43:5,64:5	28:10,347:10,66:8,258:8,199:7,337:5,43:5,64:5	+0x4:109,+0x3:43,+0x5:12,+0x2:11,+0x6:6	exact:181
188	0x33e889-0x33e8d6	188	0x33e889-0x33e8d6	intra_block	171	19	108:18,320:18,165:9,189:9,157:9,30:9,183:9,199:9	108:18,320:18,189:9,157:9,30:9,183:9,199:9,79:9	+0x4:63,+0x5:36,+0x2:27,+0x3:27,+0x6:18	exact:171
28	0x11ac5e-0x11aee0	28	0x11ac5e-0x11aee0	intra_block	169	169	18:10,337:9,340:8,66:7,258:6,189:6,215:6,287:5	18:10,337:9,340:8,66:7,258:6,189:6,215:6,287:5	+0x4:103,+0x3:41,+0x5:11,+0x2:9,+0x6:5	exact:169
43	0x11c407-0x11c682	43	0x11c407-0x11c682	intra_block	168	168	347:8,28:8,297:7,258:7,215:7,333:7,114:7,185:6	347:8,28:8,297:7,258:7,215:7,333:7,114:7,185:6	+0x4:104,+0x3:41,+0x5:10,+0x2:9,+0x6:4	exact:168
99	0x31ba3d-0x31bbf9	99	0x31ba3d-0x31bbf9	intra_block	168	114	18:10,183:7,37:6,220:6,256:6,297:6,157:6,239:5	18:10,183:7,37:6,220:6,256:6,297:6,157:6,239:5	+0x4:67,+0x5:32,+0x2:28,+0x3:27,+0x6:14	exact:168
106	0x31c7a7-0x31c963	106	0x31c7a7-0x31c963	intra_block	168	114	66:11,173:11,253:6,220:6,347:6,258:6,124:6,215:5	66:11,173:11,253:6,220:6,347:6,258:6,124:6,215:5	+0x4:67,+0x5:32,+0x2:28,+0x3:27,+0x6:14	exact:168
138	0x3326b7-0x33292f	138	0x3326b7-0x33292f	intra_block	167	167	168:8,18:8,347:8,258:7,185:7,307:6,297:6,28:6	168:8,18:8,347:8,258:7,185:7,307:6,297:6,28:6	+0x4:103,+0x3:41,+0x2:9,+0x5:9,+0x6:5	exact:167
165	0x3391ba-0x339432	165	0x3391ba-0x339432	intra_block	167	167	64:10,307:8,340:7,199:7,189:6,28:6,174:6,43:5	64:10,307:8,340:7,199:7,189:6,28:6,174:6,43:5	+0x4:103,+0x3:41,+0x2:9,+0x5:9,+0x6:5	exact:167
4	0xd1010-0xd1284	4	0xd1010-0xd1284	intra_block	166	166	340:11,18:10,258:7,199:7,337:6,114:6,189:6,347:5	340:11,18:10,258:7,199:7,337:6,114:6,189:6,347:5	+0x4:101,+0x3:41,+0x5:11,+0x2:9,+0x6:4	exact:166
50	0x11d6b0-0x11d91b	50	0x11d6b0-0x11d91b	intra_block	163	163	347:9,28:9,114:8,18:6,340:6,307:5,196:5,297:5	347:9,28:9,114:8,18:6,340:6,307:5,196:5,297:5	+0x4:99,+0x3:41,+0x5:10,+0x2:8,+0x6:5	exact:163
145	0x3334ba-0x333722	145	0x3334ba-0x333722	intra_block	163	163	189:10,199:8,64:6,28:6,114:6,185:6,168:5,215:5	189:10,199:8,64:6,28:6,114:6,185:6,168:5,215:5	+0x4:100,+0x3:40,+0x5:10,+0x2:9,+0x6:4	exact:163
172	0x339fbd-0x33a225	172	0x339fbd-0x33a225	intra_block	163	163	189:11,337:10,297:9,185:7,18:6,287:6,66:6,168:6	189:11,337:10,297:9,185:7,18:6,287:6,66:6,168:6	+0x4:100,+0x3:40,+0x5:10,+0x2:9,+0x6:4	exact:163
140	0x332b7f-0x332de3	140	0x332b7f-0x332de3	intra_block	161	161	340:11,215:10,66:9,346:7,203:6,185:6,347:6,189:6	340:11,215:10,66:9,346:7,203:6,185:6,347:6,189:6	+0x4:99,+0x3:40,+0x2:8,+0x5:8,+0x6:6	exact:161
167	0x339682-0x3398e6	167	0x339682-0x3398e6	intra_block	161	161	340:9,307:7,66:7,18:7,28:7,347:7,114:7,337:6	340:9,307:7,66:7,18:7,28:7,347:7,114:7,337:6	+0x4:99,+0x3:40,+0x2:8,+0x5:8,+0x6:6	exact:161
6	0xd3fac-0xd420b	6	0xd3fac-0xd420b	intra_block	160	160	114:9,64:8,189:8,297:7,28:7,18:6,43:5,258:5	114:9,64:8,189:8,297:7,28:7,18:6,43:5,258:5	+0x4:98,+0x3:40,+0x5:9,+0x2:8,+0x6:5	exact:160
153	0x335414-0x3355d0	153	0x335414-0x3355d0	intra_block	150	114	340:8,183:6,49:6,268:6,345:6,66:5,144:5,18:5	340:8,183:6,49:6,268:6,345:6,66:5,144:5,18:5	+0x4:60,+0x5:29,+0x2:25,+0x3:24,+0x6:12	exact:150
198	0x340953-0x340b0f	198	0x340953-0x340b0f	intra_block	150	114	66:9,43:9,253:8,189:7,199:6,183:5,269:5,354:4	66:9,43:9,253:8,189:7,199:6,183:5,269:5,198:4	+0x4:60,+0x5:29,+0x2:25,+0x3:24,+0x6:12	exact:150
208	0x342205-0x3423c1	208	0x342205-0x3423c1	intra_block	150	114	199:6,108:6,215:5,43:5,220:5,18:4,66:4,37:4	199:6,108:6,215:5,43:5,220:5,18:4,66:4,37:4	+0x4:60,+0x5:29,+0x2:25,+0x3:24,+0x6:12	exact:150
214	0x342f66-0x343122	214	0x342f66-0x343122	intra_block	150	114	180:7,108:7,337:7,160:6,330:6,43:5,18:5,140:5	180:7,108:7,337:7,160:6,330:6,43:5,18:5,140:5	+0x4:60,+0x5:29,+0x2:25,+0x3:24,+0x6:12	exact:150
21	0xd73bc-0xd75f1	21	0xd73bc-0xd75f1	intra_block	149	149	347:9,185:8,66:6,189:6,18:6,340:6,28:6,158:6	347:9,185:8,158:7,66:6,189:6,18:6,340:6,28:6	+0x4:94,+0x3:38,+0x5:7,+0x2:6,+0x6:4	exact:149
29	0x11aeee-0x11b122	29	0x11aeee-0x11b122	intra_block	149	149	340:7,185:7,307:7,114:6,26:6,258:6,184:6,203:5	340:7,185:7,307:7,114:6,26:6,258:6,184:6,203:5	+0x4:95,+0x3:38,+0x2:6,+0x5:6,+0x6:4	exact:149
30	0x11b130-0x11b364	30	0x11b130-0x11b364	intra_block	149	149	340:9,114:7,337:7,28:6,172:6,307:6,18:5,189:5	340:9,114:7,337:7,28:6,172:6,307:6,18:5,189:5	+0x4:95,+0x3:38,+0x2:6,+0x5:6,+0x6:4	exact:149
31	0x11b372-0x11b5a6	31	0x11b372-0x11b5a6	intra_block	149	149	114:8,66:7,18:7,258:7,185:7,333:6,189:6,346:5	114:8,66:7,18:7,258:7,185:7,333:6,189:6,346:5	+0x4:95,+0x3:38,+0x2:6,+0x5:6,+0x6:4	exact:149
32	0x11b5b4-0x11b7e8	32	0x11b5b4-0x11b7e8	intra_block	149	149	215:9,347:8,337:8,64:7,66:7,203:6,297:6,189:6	215:9,347:8,337:8,64:7,66:7,203:6,297:6,189:6	+0x4:95,+0x3:38,+0x2:6,+0x5:6,+0x6:4	exact:149
33	0x11b7f6-0x11ba2a	33	0x11b7f6-0x11ba2a	intra_block	149	149	337:9,189:8,340:8,307:7,28:6,297:6,199:6,168:5	337:9,189:8,340:8,307:7,28:6,297:6,199:6,168:5	+0x4:95,+0x3:38,+0x2:6,+0x5:6,+0x6:4	exact:149
128	0x31ec78-0x31eead	128	0x31ec78-0x31eead	intra_block	149	149	64:9,18:7,157:7,307:7,347:7,114:6,337:5,243:5	64:9,18:7,157:7,307:7,347:7,114:6,161:6,337:5	+0x4:94,+0x3:38,+0x5:7,+0x2:6,+0x6:4	exact:149
129	0x31eebb-0x31f0f0	129	0x31eebb-0x31f0f0	intra_block	149	149	66:8,258:7,340:7,199:7,337:6,28:6,172:5,114:5	66:8,258:7,340:7,199:7,337:6,28:6,172:5,114:5	+0x4:94,+0x3:38,+0x5:7,+0x2:6,+0x6:4	exact:149
137	0x332477-0x3326a9	137	0x332477-0x3326a9	intra_block	149	149	114:8,18:7,64:7,123:7,340:6,347:6,199:6,185:5	114:8,123:8,18:7,64:7,340:6,347:6,199:6,185:5	+0x4:96,+0x3:38,+0x2:6,+0x5:6,+0x6:3	exact:149
139	0x33293d-0x332b71	139	0x33293d-0x332b71	intra_block	149	149	297:8,64:8,114:8,189:6,199:6,337:6,168:5,28:5	297:8,64:8,114:8,189:6,199:6,337:6,168:5,28:5	+0x4:95,+0x3:38,+0x2:6,+0x5:6,+0x6:4	exact:149
164	0x338f7a-0x3391ac	164	0x338f7a-0x3391ac	intra_block	149	149	347:11,64:7,185:7,297:6,28:6,196:6,307:6,157:5	347:11,64:7,185:7,297:6,28:6,196:6,307:6,157:5	+0x4:96,+0x3:38,+0x2:6,+0x5:6,+0x6:3	exact:149
166	0x339440-0x339674	166	0x339440-0x339674	intra_block	149	149	189:10,28:9,114:6,307:6,337:6,258:5,199:5,297:5	189:10,28:9,114:6,307:6,337:6,258:5,199:5,297:5	+0x4:95,+0x3:38,+0x2:6,+0x5:6,+0x6:4	exact:149
20	0xd718e-0xd73ae	20	0xd718e-0xd73ae	intra_block	144	144	64:9,114:8,43:7,199:6,347:6,18:6,185:5,66:5	64:9,114:8,43:7,199:6,347:6,18:6,174:6,185:5	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:144
53	0x18b66f-0x18b88f	53	0x18b66f-0x18b88f	intra_block	144	144	337:8,18:8,307:7,340:7,215:6,347:6,114:6,346:5	337:8,18:8,307:7,340:7,215:6,347:6,114:6,346:5	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:144
58	0x18c088-0x18c2a6	58	0x18c088-0x18c2a6	intra_block	144	144	114:9,66:8,315:7,258:7,337:6,172:5,64:5,157:5	114:9,66:8,315:7,258:7,337:6,172:5,64:5,157:5	+0x4:93,+0x3:37,+0x2:6,+0x5:5,+0x6:3	exact:144
46	0x11cd05-0x11cf21	46	0x11cd05-0x11cf21	intra_block	143	143	18:10,114:10,337:7,199:6,196:6,297:6,305:5,258:5	18:10,114:10,337:7,199:6,196:6,297:6,305:5,258:5	+0x4:93,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:143
109	0x31cd9a-0x31cfb6	109	0x31cd9a-0x31cfb6	intra_block	143	143	189:8,114:7,297:7,199:7,66:7,337:6,347:5,315:5	189:8,114:7,297:7,199:7,66:7,337:6,174:6,347:5	+0x4:93,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:143
111	0x31d281-0x31d49d	111	0x31d281-0x31d49d	intra_block	143	143	337:8,189:8,18:7,258:7,28:6,196:5,66:5,185:5	337:8,189:8,18:7,258:7,28:6,196:5,66:5,185:5	+0x4:93,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:143
113	0x31d768-0x31d984	113	0x31d768-0x31d984	intra_block	143	143	337:8,189:8,28:7,18:7,340:6,199:6,215:6,157:5	337:8,189:8,28:7,18:7,340:6,199:6,215:6,157:5	+0x4:93,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:143
0	0xd0ac0-0xd0c75	0	0xd0ac0-0xd0c75	intra_block	135	115	114:8,168:8,43:7,347:6,66:6,64:5,18:5,354:5	114:8,168:8,43:7,347:6,66:6,64:5,18:5,273:5	+0x4:83,+0x3:28,+0x2:13,+0x5:8,+0x6:3	exact:135
101	0x31be84-0x31c005	101	0x31be84-0x31c005	intra_block	135	100	168:10,18:10,114:9,171:8,253:8,215:5,196:4,28:4	168:10,18:10,114:9,253:8,52:8,215:5,196:4,28:4	+0x4:58,+0x2:24,+0x3:23,+0x5:16,+0x6:14	exact:135
10	0xd4897-0xd4a83	10	0xd4897-0xd4a83	intra_block	131	131	347:8,337:7,18:7,189:7,185:6,307:6,168:5,64:5	347:8,337:7,18:7,189:7,185:6,307:6,168:5,64:5	+0x4:87,+0x3:35,+0x2:4,+0x5:3,+0x6:2	exact:131
98	0x31b83d-0x31ba35	98	0x31b83d-0x31ba35	intra_block	130	130	337:5,307:5,157:5,3:4,144:4,203:4,108:4,180:3	337:5,307:5,157:5,3:4,144:4,203:4,108:4,180:3	+0x4:53,+0x5:29,+0x3:21,+0x2:20,+0x6:7	exact:130
105	0x31c5a7-0x31c79f	105	0x31c5a7-0x31c79f	intra_block	130	130	64:6,180:5,144:5,18:4,199:4,297:4,3:4,168:4	64:6,180:5,144:5,199:4,297:4,3:4,168:4,30:4	+0x4:53,+0x5:29,+0x3:21,+0x2:20,+0x6:7	exact:130
193	0x33fc02-0x33fdfa	193	0x33fc02-0x33fdfa	intra_block	130	130	269:5,144:5,189:5,268:4,257:4,43:4,66:4,3:4	269:5,144:5,189:5,268:4,257:4,43:4,66:4,3:4	+0x4:53,+0x5:29,+0x3:21,+0x2:20,+0x6:7	exact:130
18	0xd5b25-0xd5cfb	18	0xd5b25-0xd5cfb	intra_block	125	125	347:12,28:8,18:6,215:5,258:5,189:5,185:5,337:5	347:12,28:8,18:6,215:5,258:5,189:5,185:5,337:5	+0x4:84,+0x3:34,+0x2:3,+0x6:2,+0x5:2	exact:125
144	0x3332d1-0x3334ac	144	0x3332d1-0x3334ac	intra_block	125	125	347:8,199:6,18:5,307:5,189:4,160:4,114:4,184:4	347:8,199:6,18:5,307:5,189:4,160:4,114:4,184:4	+0x4:65,+0x3:29,+0x5:14,+0x2:12,+0x6:5	exact:125
157	0x336817-0x3369f2	157	0x336817-0x3369f2	intra_block	125	125	340:7,18:7,215:6,337:5,189:5,20:5,199:4,114:4	340:7,18:7,215:6,20:6,337:5,189:5,199:4,114:4	+0x4:65,+0x3:29,+0x5:14,+0x2:12,+0x6:5	exact:125
171	0x339dd4-0x339faf	171	0x339dd4-0x339faf	intra_block	125	125	114:9,340:6,18:5,199:5,66:5,347:5,158:5,297:4	114:9,340:6,18:5,199:5,66:5,347:5,158:5,297:4	+0x4:65,+0x3:29,+0x5:14,+0x2:12,+0x6:5	exact:125
14	0xd5055-0xd521e	14	0xd5055-0xd521e	intra_block	120	120	189:11,28:7,114:6,215:6,315:5,185:5,66:4,258:4	189:11,28:7,114:6,215:6,315:5,185:5,66:4,258:4	+0x4:81,+0x3:33,+0x6:3,+0x5:2,+0x2:1	exact:120
22	0xd75ff-0xd77c8	22	0xd75ff-0xd77c8	intra_block	120	120	337:9,66:7,199:5,64:5,340:5,114:5,28:5,18:5	337:9,66:7,199:5,64:5,340:5,114:5,28:5,18:5	+0x4:81,+0x3:33,+0x6:3,+0x5:2,+0x2:1	exact:120
48	0x11d215-0x11d3d3	48	0x11d215-0x11d3d3	intra_block	118	118	28:7,337:7,347:7,243:6,66:6,196:6,307:5,18:5	28:7,337:7,347:7,243:6,66:6,196:6,307:5,18:5	+0x4:81,+0x3:33,+0x6:2,+0x2:1,+0x5:1	exact:118
54	0x18b89d-0x18ba5b	54	0x18b89d-0x18ba5b	intra_block	118	118	28:8,347:8,66:7,189:6,18:6,114:6,199:5,307:4	28:8,347:8,66:7,189:6,18:6,114:6,199:5,307:4	+0x4:81,+0x3:33,+0x6:2,+0x2:1,+0x5:1	exact:118
57	0x18bebc-0x18c07a	57	0x18bebc-0x18c07a	intra_block	118	118	340:8,66:6,307:5,43:5,258:4,297:4,269:4,199:4	340:8,66:6,307:5,43:5,20:5,258:4,297:4,269:4	+0x4:63,+0x3:28,+0x5:12,+0x2:11,+0x6:4	exact:118
5	0xd1292-0xd1445	5	0xd1292-0xd1445	intra_block	115	115	66:7,185:7,18:6,258:6,28:5,337:5,43:5,114:5	66:7,185:7,18:6,258:6,28:5,337:5,43:5,114:5	+0x4:79,+0x3:32,+0x6:2,+0x2:1,+0x5:1	exact:115
7	0xd421c-0xd43cf	7	0xd421c-0xd43cf	intra_block	115	115	114:8,340:7,28:7,215:6,297:5,287:5,168:5,64:5	114:8,340:7,28:7,215:6,297:5,287:5,168:5,64:5	+0x4:79,+0x3:32,+0x6:2,+0x2:1,+0x5:1	exact:115
19	0xd5d09-0xd5ebc	19	0xd5d09-0xd5ebc	intra_block	115	115	64:8,185:8,347:8,66:7,189:6,28:5,176:5,305:4	64:8,185:8,347:8,66:7,189:6,28:5,176:5,305:4	+0x4:79,+0x3:32,+0x6:2,+0x2:1,+0x5:1	exact:115
27	0xdad86-0xdaf39	27	0xdad86-0xdaf39	intra_block	115	115	340:9,258:6,18:6,199:6,64:5,337:5,184:5,185:4	340:9,258:6,18:6,199:6,184:6,64:5,337:5,185:4	+0x4:79,+0x3:32,+0x6:2,+0x2:1,+0x5:1	exact:115
59	0x18c2b4-0x18c467	59	0x18c2b4-0x18c467	intra_block	115	115	189:9,64:9,66:6,199:6,114:6,196:5,315:4,287:4	189:9,64:9,66:6,199:6,114:6,196:5,315:4,287:4	+0x4:79,+0x3:32,+0x6:2,+0x2:1,+0x5:1	exact:115
130	0x31f0fe-0x31f2b1	130	0x31f0fe-0x31f2b1	intra_block	115	115	189:8,114:7,215:6,203:5,258:5,347:5,185:5,297:5	189:8,114:7,215:6,203:5,258:5,347:5,185:5,297:5	+0x4:79,+0x3:32,+0x6:2,+0x2:1,+0x5:1	exact:115
148	0x333a16-0x333bc9	148	0x333a16-0x333bc9	intra_block	115	115	114:6,215:6,33:6,189:6,18:6,185:6,340:5,64:5	114:6,215:6,33:6,189:6,18:6,185:6,340:5,64:5	+0x4:79,+0x3:32,+0x6:2,+0x2:1,+0x5:1	exact:115
175	0x33a519-0x33a6cc	175	0x33a519-0x33a6cc	intra_block	115	115	28:10,258:7,64:7,215:6,33:5,66:5,161:5,347:4	28:10,258:7,64:7,215:6,33:5,66:5,161:5,347:4	+0x4:79,+0x3:32,+0x6:2,+0x2:1,+0x5:1	exact:115
216	0x3433ad-0x34355f	216	0x3433ad-0x34355f	intra_block	115	115	66:5,114:5,184:5,189:4,185:4,64:4,347:4,28:4	66:5,114:5,184:5,189:4,185:4,64:4,347:4,28:4	+0x4:62,+0x3:27,+0x2:11,+0x5:11,+0x6:4	exact:115
108	0x31cbee-0x31cd8c	108	0x31cbee-0x31cd8c	intra_block	109	109	258:7,64:6,20:6,307:5,28:5,199:5,347:4,215:4	258:7,64:6,20:6,307:5,28:5,199:5,347:4,215:4	+0x4:58,+0x3:26,+0x2:10,+0x5:10,+0x6:5	exact:109
142	0x332f90-0x333123	142	0x332f90-0x333123	intra_block	106	106	337:7,64:7,258:6,161:6,144:5,66:5,28:5,18:5	337:7,64:7,161:6,144:5,66:5,28:5,18:5,258:5	+0x4:58,+0x3:25,+0x5:10,+0x2:9,+0x6:4	exact:106
169	0x339a94-0x339c26	169	0x339a94-0x339c26	intra_block	106	106	158:6,340:5,64:5,297:5,337:5,215:5,28:4,161:4	158:7,340:5,64:5,297:5,337:5,215:5,28:4,161:4	+0x4:57,+0x3:26,+0x5:10,+0x2:9,+0x6:4	exact:106
127	0x31eae4-0x31ec6a	127	0x31eae4-0x31ec6a	intra_block	103	103	337:7,297:6,28:5,189:5,340:5,307:4,123:4,157:3	337:7,297:6,28:5,189:5,340:5,307:4,123:4,157:3	+0x4:54,+0x3:26,+0x5:10,+0x2:9,+0x6:4	exact:103
141	0x332df1-0x332f80	141	0x332df1-0x332f80	intra_block	103	103	340:6,258:5,215:5,157:5,18:5,172:4,287:4,26:4	340:6,258:5,215:5,157:5,18:5,172:4,287:4,26:4	+0x4:63,+0x3:22,+0x5:8,+0x2:6,+0x6:4	exact:103
143	0x333131-0x3332c0	143	0x333131-0x3332c0	intra_block	103	103	258:7,185:6,297:6,203:5,33:4,157:4,337:4,28:4	258:7,185:6,297:6,203:5,33:4,157:4,337:4,28:4	+0x4:63,+0x3:22,+0x5:8,+0x2:6,+0x6:4	exact:103
147	0x333882-0x333a08	147	0x333882-0x333a08	intra_block	103	103	337:6,297:6,215:5,114:4,66:4,258:4,184:4,20:4	337:6,297:6,184:5,215:5,114:4,66:4,258:4,20:4	+0x4:54,+0x3:26,+0x5:10,+0x2:9,+0x6:4	exact:103
168	0x3398f4-0x339a83	168	0x3398f4-0x339a83	intra_block	103	103	64:8,18:7,305:6,215:4,157:4,114:4,43:4,346:4	64:8,18:7,305:6,215:4,157:4,114:4,43:4,346:4	+0x4:63,+0x3:22,+0x5:8,+0x2:6,+0x6:4	exact:103
170	0x339c34-0x339dc3	170	0x339c34-0x339dc3	intra_block	103	103	168:8,337:6,297:5,199:5,33:4,268:4,307:4,64:4	168:8,337:6,297:5,199:5,33:4,268:4,307:4,64:4	+0x4:63,+0x3:22,+0x5:8,+0x2:6,+0x6:4	exact:103
174	0x33a385-0x33a50b	174	0x33a385-0x33a50b	intra_block	103	103	114:8,20:6,337:5,185:5,297:5,18:5,189:5,258:4	114:8,20:6,337:5,185:5,297:5,18:5,189:5,258:4	+0x4:54,+0x3:26,+0x5:10,+0x2:9,+0x6:4	exact:103
8	0xd43e0-0xd4561	8	0xd43e0-0xd4561	intra_block	101	101	168:7,337:6,18:6,199:4,33:4,64:4,307:4,333:4	168:7,337:6,18:6,199:4,33:4,64:4,307:4,333:4	+0x4:63,+0x3:23,+0x5:8,+0x2:5,+0x6:2	exact:101
16	0xd564f-0xd57d4	16	0xd564f-0xd57d4	intra_block	101	101	64:6,185:5,297:5,347:4,168:4,203:4,337:3,43:3	64:6,185:5,297:5,347:4,168:4,203:4,337:3,43:3	+0x4:62,+0x3:22,+0x5:8,+0x2:6,+0x6:3	exact:101
11	0xd4a91-0xd4beb	11	0xd4a91-0xd4beb	intra_block	90	90	66:7,340:6,168:5,28:5,114:5,43:4,305:4,172:4	66:7,340:6,168:5,28:5,114:5,43:4,305:4,172:4	+0x4:59,+0x3:20,+0x5:5,+0x2:4,+0x6:2	exact:90
163	0x338e18-0x338f6c	163	0x338e18-0x338f6c	intra_block	90	90	189:5,297:5,199:5,347:4,66:4,114:4,176:4,196:3	189:5,297:5,199:5,176:5,347:4,66:4,114:4,196:3	+0x4:50,+0x3:23,+0x2:7,+0x5:7,+0x6:3	exact:90
3	0xd0eb3-0xd1002	3	0xd0eb3-0xd1002	intra_block	89	89	337:8,18:7,20:5,43:4,347:4,66:4,184:4,297:4	337:8,18:7,20:5,43:4,347:4,66:4,184:4,297:4	+0x4:50,+0x3:23,+0x2:7,+0x5:6,+0x6:3	exact:89
39	0x11bf5d-0x11c0ac	39	0x11bf5d-0x11c0ac	intra_block	89	89	347:6,18:5,333:4,114:4,66:4,297:4,176:4,340:3	347:6,18:5,333:4,114:4,66:4,297:4,176:4,20:4	+0x4:50,+0x3:23,+0x2:7,+0x5:6,+0x6:3	exact:89
42	0x11c2aa-0x11c3f9	42	0x11c2aa-0x11c3f9	intra_block	89	89	347:6,307:5,20:5,114:4,215:4,189:4,340:3,185:3	347:6,20:6,307:5,114:4,215:4,189:4,340:3,185:3	+0x4:50,+0x3:23,+0x2:7,+0x5:6,+0x6:3	exact:89
34	0x11ba38-0x11bb7e	34	0x11ba38-0x11bb7e	intra_block	84	84	28:5,337:5,18:4,157:4,268:4,347:4,305:4,243:4	28:5,337:5,18:4,157:4,268:4,347:4,305:4,243:4	+0x4:55,+0x3:19,+0x5:4,+0x2:3,+0x6:3	exact:84
37	0x11bd6d-0x11beb3	37	0x11bd6d-0x11beb3	intra_block	84	84	315:5,168:4,258:4,287:4,215:4,114:4,337:3,185:3	315:5,168:4,258:4,287:4,215:4,114:4,337:3,185:3	+0x4:55,+0x3:19,+0x5:4,+0x2:3,+0x6:3	exact:84
40	0x11c0ba-0x11c200	40	0x11c0ba-0x11c200	intra_block	84	84	64:4,307:4,203:4,315:4,168:3,287:3,66:3,243:3	64:4,307:4,203:4,315:4,168:3,287:3,66:3,243:3	+0x4:55,+0x3:19,+0x5:4,+0x2:3,+0x6:3	exact:84
115	0x31dc4f-0x31dd95	115	0x31dc4f-0x31dd95	intra_block	84	84	337:7,33:6,157:4,168:4,26:4,268:4,340:4,189:3	337:7,33:6,157:4,168:4,26:4,268:4,340:4,189:3	+0x4:55,+0x3:19,+0x5:4,+0x2:3,+0x6:3	exact:84
36	0x11bc28-0x11bd5f	36	0x11bc28-0x11bd5f	intra_block	83	83	123:6,66:5,64:4,114:4,28:4,347:4,337:4,273:3	123:7,66:5,64:4,114:4,28:4,347:4,337:4,273:3	+0x4:48,+0x3:22,+0x2:6,+0x5:5,+0x6:2	exact:83
24	0xda38f-0xda4b0	24	0xda38f-0xda4b0	intra_block	77	77	258:6,199:5,189:4,123:4,114:3,185:3,307:3,28:3	258:6,199:5,189:4,123:4,114:3,185:3,307:3,28:3	+0x4:45,+0x3:21,+0x2:5,+0x5:4,+0x6:2	exact:77
25	0xda4be-0xda5e7	25	0xda4be-0xda5e7	intra_block	77	77	18:7,26:5,64:4,66:4,114:4,168:4,333:3,43:3	18:7,26:5,64:4,66:4,114:4,168:4,333:3,43:3	+0x4:53,+0x3:18,+0x2:2,+0x6:2,+0x5:2	exact:77
26	0xdac57-0xdad78	26	0xdac57-0xdad78	intra_block	77	77	64:7,123:5,347:4,18:4,307:4,176:4,215:3,340:3	64:7,176:5,123:5,347:4,18:4,307:4,215:3,340:3	+0x4:45,+0x3:21,+0x2:5,+0x5:4,+0x6:2	exact:77
9	0xd476e-0xd4889	9	0xd476e-0xd4889	intra_block	76	76	340:7,337:5,185:5,258:4,215:4,176:4,199:3,350:3	340:7,337:5,185:5,258:4,215:4,176:4,199:3,350:3	+0x4:45,+0x3:21,+0x2:5,+0x5:4,+0x6:1	exact:76
211	0x3427e3-0x3427f5	211	0x3427e3-0x3427f5	intra_block	72	4	157:18,340:18,215:18,326:18	340:18,215:18,326:18,108:18	+0x4:36,+0x3:18,+0x5:18	exact:72
23	0xd77d9-0xd78ea	23	0xd77d9-0xd78ea	intra_block	71	71	64:6,43:5,18:4,258:3,243:3,196:3,66:3,347:3	64:6,43:5,18:4,258:3,243:3,196:3,66:3,347:3	+0x4:51,+0x3:17,+0x2:1,+0x6:1,+0x5:1	exact:71
51	0x11d929-0x11da3a	51	0x11d929-0x11da3a	intra_block	71	71	66:6,305:4,114:4,18:4,157:3,340:3,346:3,64:3	66:6,305:4,114:4,18:4,157:3,340:3,346:3,64:3	+0x4:51,+0x3:17,+0x2:1,+0x6:1,+0x5:1	exact:71
